INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2019-09-02T03:00:00-00:00,2019-09-02T04:00:00-00:00,0,2019-09-01,21,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4955,ACTUAL,1
2019-09-01T21:00:00-00:00,2019-09-01T22:00:00-00:00,0,2019-09-01,15,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5915,ACTUAL,1
2019-09-01T20:00:00-00:00,2019-09-01T21:00:00-00:00,0,2019-09-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5598,ACTUAL,1
2019-09-01T23:00:00-00:00,2019-09-02T00:00:00-00:00,0,2019-09-01,17,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6305,ACTUAL,1
2019-09-02T04:00:00-00:00,2019-09-02T05:00:00-00:00,0,2019-09-01,22,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4654,ACTUAL,1
2019-09-01T09:00:00-00:00,2019-09-01T10:00:00-00:00,0,2019-09-01,3,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3945,ACTUAL,1
2019-09-01T11:00:00-00:00,2019-09-01T12:00:00-00:00,0,2019-09-01,5,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3757,ACTUAL,1
2019-09-01T12:00:00-00:00,2019-09-01T13:00:00-00:00,0,2019-09-01,6,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3710,ACTUAL,1
2019-09-01T07:00:00-00:00,2019-09-01T08:00:00-00:00,0,2019-09-01,1,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4255,ACTUAL,1
2019-09-02T00:00:00-00:00,2019-09-02T01:00:00-00:00,0,2019-09-01,18,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6029,ACTUAL,1
2019-09-01T14:00:00-00:00,2019-09-01T15:00:00-00:00,0,2019-09-01,8,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3759,ACTUAL,1
2019-09-01T22:00:00-00:00,2019-09-01T23:00:00-00:00,0,2019-09-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6149,ACTUAL,1
2019-09-01T08:00:00-00:00,2019-09-01T09:00:00-00:00,0,2019-09-01,2,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4081,ACTUAL,1
2019-09-01T13:00:00-00:00,2019-09-01T14:00:00-00:00,0,2019-09-01,7,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3650,ACTUAL,1
2019-09-01T15:00:00-00:00,2019-09-01T16:00:00-00:00,0,2019-09-01,9,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3967,ACTUAL,1
2019-09-01T16:00:00-00:00,2019-09-01T17:00:00-00:00,0,2019-09-01,10,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4238,ACTUAL,1
2019-09-02T01:00:00-00:00,2019-09-02T02:00:00-00:00,0,2019-09-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5605,ACTUAL,1
2019-09-01T17:00:00-00:00,2019-09-01T18:00:00-00:00,0,2019-09-01,11,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4562,ACTUAL,1
2019-09-01T18:00:00-00:00,2019-09-01T19:00:00-00:00,0,2019-09-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4914,ACTUAL,1
2019-09-02T02:00:00-00:00,2019-09-02T03:00:00-00:00,0,2019-09-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5301,ACTUAL,1
2019-09-02T05:00:00-00:00,2019-09-02T06:00:00-00:00,0,2019-09-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4355,ACTUAL,1
2019-09-02T06:00:00-00:00,2019-09-02T07:00:00-00:00,0,2019-09-01,24,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4077,ACTUAL,1
2019-09-01T10:00:00-00:00,2019-09-01T11:00:00-00:00,0,2019-09-01,4,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3831,ACTUAL,1
2019-09-01T19:00:00-00:00,2019-09-01T20:00:00-00:00,0,2019-09-01,13,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5244,ACTUAL,1
2019-09-02T03:00:00-00:00,2019-09-02T04:00:00-00:00,0,2019-09-01,21,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1966,ACTUAL,2
2019-09-02T05:00:00-00:00,2019-09-02T06:00:00-00:00,0,2019-09-01,23,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1585,ACTUAL,2
2019-09-01T07:00:00-00:00,2019-09-01T08:00:00-00:00,0,2019-09-01,1,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1250,ACTUAL,2
2019-09-02T04:00:00-00:00,2019-09-02T05:00:00-00:00,0,2019-09-01,22,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1791,ACTUAL,2
2019-09-01T12:00:00-00:00,2019-09-01T13:00:00-00:00,0,2019-09-01,6,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,976,ACTUAL,2
2019-09-01T11:00:00-00:00,2019-09-01T12:00:00-00:00,0,2019-09-01,5,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,978,ACTUAL,2
2019-09-02T06:00:00-00:00,2019-09-02T07:00:00-00:00,0,2019-09-01,24,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1404,ACTUAL,2
2019-09-01T19:00:00-00:00,2019-09-01T20:00:00-00:00,0,2019-09-01,13,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1701,ACTUAL,2
2019-09-01T16:00:00-00:00,2019-09-01T17:00:00-00:00,0,2019-09-01,10,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1210,ACTUAL,2
2019-09-01T09:00:00-00:00,2019-09-01T10:00:00-00:00,0,2019-09-01,3,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1059,ACTUAL,2
2019-09-01T08:00:00-00:00,2019-09-01T09:00:00-00:00,0,2019-09-01,2,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1138,ACTUAL,2
2019-09-02T02:00:00-00:00,2019-09-02T03:00:00-00:00,0,2019-09-01,20,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2086,ACTUAL,2
2019-09-01T20:00:00-00:00,2019-09-01T21:00:00-00:00,0,2019-09-01,14,0,ACTUAL,BANCSMUD,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1904,ACTUAL,2
