INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2019-05-02T01:00:00-00:00,2019-05-02T02:00:00-00:00,0,2019-05-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3567,ACTUAL,1
2019-05-01T08:00:00-00:00,2019-05-01T09:00:00-00:00,0,2019-05-01,2,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2488,ACTUAL,1
2019-05-01T13:00:00-00:00,2019-05-01T14:00:00-00:00,0,2019-05-01,7,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2690,ACTUAL,1
2019-05-01T15:00:00-00:00,2019-05-01T16:00:00-00:00,0,2019-05-01,9,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2591,ACTUAL,1
2019-05-01T17:00:00-00:00,2019-05-01T18:00:00-00:00,0,2019-05-01,11,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2513,ACTUAL,1
2019-05-01T22:00:00-00:00,2019-05-01T23:00:00-00:00,0,2019-05-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3147,ACTUAL,1
2019-05-01T14:00:00-00:00,2019-05-01T15:00:00-00:00,0,2019-05-01,8,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2678,ACTUAL,1
2019-05-01T09:00:00-00:00,2019-05-01T10:00:00-00:00,0,2019-05-01,3,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2406,ACTUAL,1
2019-05-01T12:00:00-00:00,2019-05-01T13:00:00-00:00,0,2019-05-01,6,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2571,ACTUAL,1
2019-05-01T21:00:00-00:00,2019-05-01T22:00:00-00:00,0,2019-05-01,15,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3049,ACTUAL,1
2019-05-02T03:00:00-00:00,2019-05-02T04:00:00-00:00,0,2019-05-01,21,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3569,ACTUAL,1
2019-05-02T06:00:00-00:00,2019-05-02T07:00:00-00:00,0,2019-05-01,24,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2755,ACTUAL,1
2019-05-02T02:00:00-00:00,2019-05-02T03:00:00-00:00,0,2019-05-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3583,ACTUAL,1
2019-05-02T04:00:00-00:00,2019-05-02T05:00:00-00:00,0,2019-05-01,22,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3349,ACTUAL,1
2019-05-01T23:00:00-00:00,2019-05-02T00:00:00-00:00,0,2019-05-01,17,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3364,ACTUAL,1
2019-05-01T11:00:00-00:00,2019-05-01T12:00:00-00:00,0,2019-05-01,5,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2427,ACTUAL,1
2019-05-01T18:00:00-00:00,2019-05-01T19:00:00-00:00,0,2019-05-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2539,ACTUAL,1
2019-05-01T20:00:00-00:00,2019-05-01T21:00:00-00:00,0,2019-05-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2757,ACTUAL,1
2019-05-02T00:00:00-00:00,2019-05-02T01:00:00-00:00,0,2019-05-01,18,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3529,ACTUAL,1
