INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2018-03-02T02:31:00-00:00,2018-03-02T03:31:00-00:00,0,2018-03-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2986,ACTUAL,1
2018-03-02T00:31:00-00:00,2018-03-02T01:31:00-00:00,0,2018-03-01,17,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2478,ACTUAL,1
2018-03-01T23:31:00-00:00,2018-03-02T00:31:00-00:00,0,2018-03-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2329,ACTUAL,1
2018-03-02T01:31:00-00:00,2018-03-02T02:31:00-00:00,0,2018-03-01,18,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2702,ACTUAL,1
2018-03-02T06:31:00-00:00,2018-03-02T07:31:00-00:00,0,2018-03-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2852,ACTUAL,1
2018-03-01T10:31:00-00:00,2018-03-01T11:31:00-00:00,0,2018-03-01,3,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2718,ACTUAL,1
2018-03-01T11:31:00-00:00,2018-03-01T12:31:00-00:00,0,2018-03-01,4,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2774,ACTUAL,1
2018-03-01T16:31:00-00:00,2018-03-01T17:31:00-00:00,0,2018-03-01,9,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3259,ACTUAL,1
2018-03-02T04:31:00-00:00,2018-03-02T05:31:00-00:00,0,2018-03-01,21,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3128,ACTUAL,1
2018-03-02T05:31:00-00:00,2018-03-02T06:31:00-00:00,0,2018-03-01,22,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3030,ACTUAL,1
2018-03-02T07:31:00-00:00,2018-03-02T08:31:00-00:00,0,2018-03-01,24,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2682,ACTUAL,1
2018-03-01T09:31:00-00:00,2018-03-01T10:31:00-00:00,0,2018-03-01,2,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2707,ACTUAL,1
2018-03-01T17:31:00-00:00,2018-03-01T18:31:00-00:00,0,2018-03-01,10,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2900,ACTUAL,1
2018-03-01T19:31:00-00:00,2018-03-01T20:31:00-00:00,0,2018-03-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2433,ACTUAL,1
2018-03-01T22:31:00-00:00,2018-03-01T23:31:00-00:00,0,2018-03-01,15,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2267,ACTUAL,1
2018-03-01T08:31:00-00:00,2018-03-01T09:31:00-00:00,0,2018-03-01,1,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2729,ACTUAL,1
2018-03-01T13:31:00-00:00,2018-03-01T14:31:00-00:00,0,2018-03-01,6,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3234,ACTUAL,1
2018-03-01T14:31:00-00:00,2018-03-01T15:31:00-00:00,0,2018-03-01,7,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3608,ACTUAL,1
2018-03-01T18:31:00-00:00,2018-03-01T19:31:00-00:00,0,2018-03-01,11,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2622,ACTUAL,1
2018-03-01T21:31:00-00:00,2018-03-01T22:31:00-00:00,0,2018-03-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2276,ACTUAL,1
2018-03-01T12:31:00-00:00,2018-03-01T13:31:00-00:00,0,2018-03-01,5,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2931,ACTUAL,1
2018-03-01T15:31:00-00:00,2018-03-01T16:31:00-00:00,0,2018-03-01,8,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3613,ACTUAL,1
2018-03-01T20:31:00-00:00,2018-03-01T21:31:00-00:00,0,2018-03-01,13,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2319,ACTUAL,1
2018-03-02T03:31:00-00:00,2018-03-02T04:31:00-00:00,0,2018-03-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3136,ACTUAL,1
2018-03-01T13:31:00-00:00,2018-03-01T14:31:00-00:00,0,2018-03-01,6,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,7144,ACTUAL,2
2018-03-01T22:31:00-00:00,2018-03-01T23:31:00-00:00,0,2018-03-01,15,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8215,ACTUAL,2
2018-03-01T16:31:00-00:00,2018-03-01T17:31:00-00:00,0,2018-03-01,9,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8955,ACTUAL,2
2018-03-01T19:31:00-00:00,2018-03-01T20:31:00-00:00,0,2018-03-01,12,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8545,ACTUAL,2
2018-03-02T04:31:00-00:00,2018-03-02T05:31:00-00:00,0,2018-03-01,21,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,9109,ACTUAL,2
2018-03-02T02:31:00-00:00,2018-03-02T03:31:00-00:00,0,2018-03-01,19,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8808,ACTUAL,2
2018-03-01T08:31:00-00:00,2018-03-01T09:31:00-00:00,0,2018-03-01,1,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,7584,ACTUAL,2
2018-03-01T09:31:00-00:00,2018-03-01T10:31:00-00:00,0,2018-03-01,2,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,7281,ACTUAL,2
2018-03-02T00:31:00-00:00,2018-03-02T01:31:00-00:00,0,2018-03-01,17,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8170,ACTUAL,2
2018-03-01T17:31:00-00:00,2018-03-01T18:31:00-00:00,0,2018-03-01,10,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8998,ACTUAL,2
2018-03-02T03:31:00-00:00,2018-03-02T04:31:00-00:00,0,2018-03-01,20,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,9163,ACTUAL,2
2018-03-01T12:31:00-00:00,2018-03-01T13:31:00-00:00,0,2018-03-01,5,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,7027,ACTUAL,2
2018-03-01T15:31:00-00:00,2018-03-01T16:31:00-00:00,0,2018-03-01,8,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8299,ACTUAL,2
2018-03-02T06:31:00-00:00,2018-03-02T07:31:00-00:00,0,2018-03-01,23,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8559,ACTUAL,2
2018-03-01T10:31:00-00:00,2018-03-01T11:31:00-00:00,0,2018-03-01,3,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,7096,ACTUAL,2
2018-03-01T11:31:00-00:00,2018-03-01T12:31:00-00:00,0,2018-03-01,4,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,7027,ACTUAL,2
2018-03-01T18:31:00-00:00,2018-03-01T19:31:00-00:00,0,2018-03-01,11,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8808,ACTUAL,2
2018-03-01T23:31:00-00:00,2018-03-02T00:31:00-00:00,0,2018-03-01,16,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8168,ACTUAL,2
2018-03-01T20:31:00-00:00,2018-03-01T21:31:00-00:00,0,2018-03-01,13,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8404,ACTUAL,2
2018-03-01T21:31:00-00:00,2018-03-01T22:31:00-00:00,0,2018-03-01,14,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8287,ACTUAL,2
2018-03-02T01:31:00-00:00,2018-03-02T02:31:00-00:00,0,2018-03-01,18,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8423,ACTUAL,2
2018-03-02T05:31:00-00:00,2018-03-02T06:31:00-00:00,0,2018-03-01,22,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8927,ACTUAL,2
2018-03-02T07:31:00-00:00,2018-03-02T08:31:00-00:00,0,2018-03-01,24,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,8030,ACTUAL,2
2018-03-01T14:31:00-00:00,2018-03-01T15:31:00-00:00,0,2018-03-01,7,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,7546,ACTUAL,2
2018-03-02T00:31:00-00:00,2018-03-02T01:31:00-00:00,0,2018-03-01,17,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24495,ACTUAL,3
2018-03-02T02:31:00-00:00,2018-03-02T03:31:00-00:00,0,2018-03-01,19,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,26481,ACTUAL,3
2018-03-01T21:31:00-00:00,2018-03-01T22:31:00-00:00,0,2018-03-01,14,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,24148,ACTUAL,3
2018-03-02T03:31:00-00:00,2018-03-02T04:31:00-00:00,0,2018-03-01,20,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,28323,ACTUAL,3
2018-03-02T05:31:00-00:00,2018-03-02T06:31:00-00:00,0,2018-03-01,22,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,27496,ACTUAL,3
2018-03-01T23:31:00-00:00,2018-03-02T00:31:00-00:00,0,2018-03-01,16,0,ACTUAL,CA ISO-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3,23940,ACTUAL,3
