INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-05-02T02:00:00-00:00,2021-05-02T03:00:00-00:00,0,2021-05-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4165,ACTUAL,1
2021-05-02T01:00:00-00:00,2021-05-02T02:00:00-00:00,0,2021-05-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4297,ACTUAL,1
2021-05-01T22:00:00-00:00,2021-05-01T23:00:00-00:00,0,2021-05-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4046,ACTUAL,1
2021-05-01T20:00:00-00:00,2021-05-01T21:00:00-00:00,0,2021-05-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3616,ACTUAL,1
2021-05-01T14:00:00-00:00,2021-05-01T15:00:00-00:00,0,2021-05-01,8,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2640,ACTUAL,1
2021-05-01T16:00:00-00:00,2021-05-01T17:00:00-00:00,0,2021-05-01,10,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2811,ACTUAL,1
2021-05-01T18:00:00-00:00,2021-05-01T19:00:00-00:00,0,2021-05-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3184,ACTUAL,1
2021-05-01T17:00:00-00:00,2021-05-01T18:00:00-00:00,0,2021-05-01,11,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2992,ACTUAL,1
2021-05-02T05:00:00-00:00,2021-05-02T06:00:00-00:00,0,2021-05-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3525,ACTUAL,1
2021-05-01T19:00:00-00:00,2021-05-01T20:00:00-00:00,0,2021-05-01,13,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3365,ACTUAL,1
