INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2019-10-01T20:00:00-00:00,2019-10-01T21:00:00-00:00,0,2019-10-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2826,ACTUAL,1
2019-10-01T22:00:00-00:00,2019-10-01T23:00:00-00:00,0,2019-10-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3472,ACTUAL,1
2019-10-02T05:00:00-00:00,2019-10-02T06:00:00-00:00,0,2019-10-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3071,ACTUAL,1
2019-10-01T17:00:00-00:00,2019-10-01T18:00:00-00:00,0,2019-10-01,11,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2629,ACTUAL,1
2019-10-01T18:00:00-00:00,2019-10-01T19:00:00-00:00,0,2019-10-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2716,ACTUAL,1
2019-10-02T03:00:00-00:00,2019-10-02T04:00:00-00:00,0,2019-10-01,21,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3605,ACTUAL,1
2019-10-01T14:00:00-00:00,2019-10-01T15:00:00-00:00,0,2019-10-01,8,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2730,ACTUAL,1
2019-10-01T21:00:00-00:00,2019-10-01T22:00:00-00:00,0,2019-10-01,15,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3287,ACTUAL,1
2019-10-01T23:00:00-00:00,2019-10-02T00:00:00-00:00,0,2019-10-01,17,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3700,ACTUAL,1
2019-10-02T01:00:00-00:00,2019-10-02T02:00:00-00:00,0,2019-10-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3804,ACTUAL,1
