Renewables,Natural gas,Large hydro,Imports,Batteries,Nuclear,Coal,Other,Date,Time
5789,4898,2629,5870,0,1616,5,0,4/12/2018,3:10
5735,4908,2641,5945,1,1615,4,0,4/12/2018,3:15
5701,4903,2647,5989,4,1615,6,0,4/12/2018,3:20
5667,4935,2665,5976,10,1614,5,0,4/12/2018,3:25
5593,4971,2706,5917,7,1616,6,0,4/12/2018,3:30
5511,4980,2679,5929,5,1617,4,0,4/12/2018,3:35
5505,4993,2641,5953,1,1618,4,0,4/12/2018,3:40
5551,5098,2647,5877,-32,1615,5,0,4/12/2018,3:45
5461,5154,2646,5911,-34,1615,5,0,4/12/2018,3:50
5401,5181,2646,5916,-26,1615,5,0,4/12/2018,3:55
5375,5202,2600,5976,-13,1615,4,0,4/12/2018,4:00
5385,5131,2597,6180,0,1616,5,0,4/12/2018,4:05
5367,5056,2614,6344,5,1616,5,0,4/12/2018,4:10
5345,5099,2627,6419,17,1616,4,0,4/12/2018,4:15
5305,4909,2960,6137,23,1616,4,0,4/12/2018,4:20
5250,4767,2967,6188,13,1615,5,0,4/12/2018,4:25
5201,4755,2950,6256,7,1615,4,0,4/12/2018,4:30
5145,4707,3181,6109,22,1615,5,0,4/12/2018,4:35
5121,4564,3259,6054,7,1615,4,0,4/12/2018,4:40
5011,4642,3294,6102,7,1613,4,0,4/12/2018,4:45
4938,4730,3299,6168,5,1614,4,0,4/12/2018,4:50
4866,4797,3297,6232,5,1615,4,0,4/12/2018,4:55
4902,4790,3319,6361,-19,1614,4,0,4/12/2018,5:00
4977,4832,3374,6407,-16,1614,4,0,4/12/2018,5:05
4982,4683,3417,6654,-1,1614,4,0,4/12/2018,5:10
5003,4669,3452,6746,-3,1615,4,0,4/12/2018,5:15
5023,4682,3606,6723,4,1615,4,0,4/12/2018,5:20
5018,4749,3641,6658,4,1615,4,0,4/12/2018,5:25
4962,4814,3659,6726,4,1615,5,0,4/12/2018,5:30
4928,5027,3726,6685,4,1615,5,0,4/12/2018,5:35
4970,5160,3779,6602,-2,1615,5,0,4/12/2018,5:40
5031,5224,3766,6607,-8,1615,5,0,4/12/2018,5:45
5113,5445,3835,6510,-28,1616,5,0,4/12/2018,5:50
5268,5334,3798,6571,-10,1616,6,0,4/12/2018,5:55
5412,5301,3744,6688,-1,1616,5,0,4/12/2018,6:00
5414,5502,3802,6786,2,1617,5,0,4/12/2018,6:05
5360,5446,3847,7190,4,1616,5,0,4/12/2018,6:10
5309,5447,3922,7402,10,1613,6,0,4/12/2018,6:15
5323,5646,3943,7264,4,1652,5,0,4/12/2018,6:20
5355,5678,3907,7282,3,1652,5,0,4/12/2018,6:25
5386,5716,3863,7333,3,1652,5,0,4/12/2018,6:30
5429,5786,3887,7366,22,1650,3,0,4/12/2018,6:35
5488,5804,3941,7336,33,1650,4,0,4/12/2018,6:40
5576,5759,3949,7312,33,1650,4,0,4/12/2018,6:45
5587,5771,3885,7402,15,1650,3,0,4/12/2018,6:50
5599,5715,3885,7565,8,1650,3,0,4/12/2018,6:55
5719,5696,3864,7534,5,1649,3,0,4/12/2018,7:00
5857,5732,3846,7508,23,1651,3,0,4/12/2018,7:05
6034,5788,3872,7465,32,1651,3,0,4/12/2018,7:10
6267,5674,3872,7388,25,1650,3,0,4/12/2018,7:15
6529,5513,3840,7391,14,1650,3,0,4/12/2018,7:20
6870,5361,3809,7228,-11,1651,3,0,4/12/2018,7:25
7331,5227,3754,6962,-25,1651,3,0,4/12/2018,7:30
7845,5004,3727,6741,-25,1651,2,0,4/12/2018,7:35
8291,4856,3723,6404,-22,1650,2,0,4/12/2018,7:40
8580,4737,3729,6216,-22,1651,3,0,4/12/2018,7:45
8917,4652,3568,5955,-15,1652,4,0,4/12/2018,7:50
9201,4663,3550,5838,-15,1651,3,0,4/12/2018,7:55
9396,4790,3526,5625,-14,1651,3,0,4/12/2018,8:00
9805,4640,3462,5534,-12,1651,3,0,4/12/2018,8:05
10095,4426,3511,5399,13,1652,4,0,4/12/2018,8:10
10365,4248,3587,5053,16,1651,4,0,4/12/2018,8:15
10613,4146,3563,4856,11,1650,4,0,4/12/2018,8:20
10673,4150,3569,4802,11,1650,4,0,4/12/2018,8:25
10905,4209,3388,4708,17,1650,3,0,4/12/2018,8:30
11161,4394,3230,4657,-4,1649,4,0,4/12/2018,8:35
11321,4288,3142,4685,-32,1648,3,0,4/12/2018,8:40
11318,4107,3191,4862,-16,1649,3,0,4/12/2018,8:45
11453,4062,3030,4912,10,1651,3,0,4/12/2018,8:50
11621,4318,2904,4813,12,1655,3,0,4/12/2018,8:55
11725,4339,2896,4605,17,1654,3,0,4/12/2018,9:00
11905,4234,2838,4575,-1,1653,3,0,4/12/2018,9:05
11973,4134,2825,4607,26,1653,3,0,4/12/2018,9:10
11988,4126,2870,4444,19,1653,4,0,4/12/2018,9:15
12081,4326,2873,4201,-21,1653,3,0,4/12/2018,9:20
12157,4305,2775,4139,-17,1654,3,0,4/12/2018,9:25
12133,4281,2814,4201,-26,1654,3,0,4/12/2018,9:30
12167,4059,2803,4230,-21,1654,4,0,4/12/2018,9:35
12268,3787,2784,4345,-8,1653,4,0,4/12/2018,9:40
12515,3674,2658,4282,-13,1653,4,0,4/12/2018,9:45
12769,3630,2594,4098,-13,1653,3,0,4/12/2018,9:50
12824,3630,2512,4028,-13,1654,4,0,4/12/2018,9:55
12884,3688,2498,3901,-13,1653,4,0,4/12/2018,10:00
12899,3658,2643,3808,-5,1653,4,0,4/12/2018,10:05
12939,3511,2739,3744,-4,1654,5,0,4/12/2018,10:10
12995,3459,2734,3636,-1,1654,4,0,4/12/2018,10:15
13065,3436,2696,3592,-1,1653,4,0,4/12/2018,10:20
13247,3466,2678,3359,-9,1653,4,0,4/12/2018,10:25
13386,3425,2648,3229,-8,1653,4,0,4/12/2018,10:30
13481,3460,2615,3149,-11,1652,4,0,4/12/2018,10:35
13534,3424,2608,3068,-21,1647,4,0,4/12/2018,10:40
13498,3436,2618,3056,-17,1626,4,0,4/12/2018,10:45
13495,3464,2693,2907,-15,1625,4,0,4/12/2018,10:50
13439,3459,2694,2864,-11,1626,4,0,4/12/2018,10:55
13437,3473,2705,2842,-11,1626,4,0,4/12/2018,11:00
13522,3455,2728,2663,-6,1627,4,0,4/12/2018,11:05
13576,3417,2708,2616,-13,1627,4,0,4/12/2018,11:10
13631,3427,2684,2549,-21,1627,3,0,4/12/2018,11:15
13742,3417,2662,2426,-22,1627,3,0,4/12/2018,11:20
13763,3427,2672,2387,-25,1626,3,0,4/12/2018,11:25
14033,3319,2583,2232,-35,1628,2,0,4/12/2018,11:30
14121,3349,2578,2078,-35,1628,3,0,4/12/2018,11:35
14217,3355,2622,1934,-33,1626,4,0,4/12/2018,11:40
14234,3343,2689,1810,-6,1626,4,0,4/12/2018,11:45
14193,3291,2692,1847,-6,1625,3,0,4/12/2018,11:50
14254,3307,2695,1772,-1,1625,4,0,4/12/2018,11:55
14358,3306,2685,1640,-6,1625,5,0,4/12/2018,12:00
14367,3400,2586,1697,6,1625,5,0,4/12/2018,12:05
14382,3408,2564,1632,23,1624,6,0,4/12/2018,12:10
14425,3407,2459,1665,23,1625,4,0,4/12/2018,12:15
14503,3474,2456,1587,20,1625,4,0,4/12/2018,12:20
14540,3447,2459,1528,34,1624,4,0,4/12/2018,12:25
14561,3433,2454,1493,28,1624,4,0,4/12/2018,12:30
14510,3439,2529,1428,29,1625,4,0,4/12/2018,12:35
14576,3440,2520,1434,4,1625,4,0,4/12/2018,12:40
14606,3461,2523,1398,3,1626,4,0,4/12/2018,12:45
14566,3457,2522,1427,3,1626,5,0,4/12/2018,12:50
14611,3429,2522,1405,3,1625,4,0,4/12/2018,12:55
14614,3442,2497,1390,3,1624,4,0,4/12/2018,13:00
14653,3373,2413,1451,1,1625,4,0,4/12/2018,13:05
14578,3405,2396,1470,-1,1626,5,0,4/12/2018,13:10
14531,3418,2395,1493,-11,1625,4,0,4/12/2018,13:15
14482,3383,2405,1556,5,1626,5,0,4/12/2018,13:20
14414,3423,2417,1516,7,1626,5,0,4/12/2018,13:25
14356,3446,2423,1564,33,1626,5,0,4/12/2018,13:30
14318,3462,2432,1535,45,1626,5,0,4/12/2018,13:35
14200,3476,2458,1618,58,1626,6,0,4/12/2018,13:40
13962,3464,2488,1768,59,1626,6,0,4/12/2018,13:45
13873,3451,2486,1902,63,1627,6,0,4/12/2018,13:50
13779,3386,2437,2084,30,1627,5,0,4/12/2018,13:55
13706,3454,2441,2179,18,1628,5,0,4/12/2018,14:00
13636,3428,2426,2303,-32,1627,5,0,4/12/2018,14:05
13504,3478,2488,2339,-3,1628,5,0,4/12/2018,14:10
13538,3433,2478,2288,-26,1626,5,0,4/12/2018,14:15
13508,3454,2479,2329,-20,1626,5,0,4/12/2018,14:20
13313,3516,2499,2340,-23,1626,5,0,4/12/2018,14:25
13253,3575,2494,2363,-12,1626,5,0,4/12/2018,14:30
13260,3587,2467,2350,-44,1628,4,0,4/12/2018,14:35
13199,3723,2475,2332,-38,1626,4,0,4/12/2018,14:40
13177,3741,2423,2358,-52,1625,5,0,4/12/2018,14:45
13202,3837,2416,2357,-59,1626,6,0,4/12/2018,14:50
13237,3851,2469,2279,-52,1627,5,0,4/12/2018,14:55
13439,3748,2392,2166,-55,1626,5,0,4/12/2018,15:00
13367,3677,2339,2246,-31,1627,4,0,4/12/2018,15:05
13283,3726,2310,2307,-31,1626,4,0,4/12/2018,15:10
13251,3738,2312,2348,-31,1626,5,0,4/12/2018,15:15
13259,3819,2370,2183,-3,1626,5,0,4/12/2018,15:20
13160,3776,2387,2213,11,1627,5,0,4/12/2018,15:25
13066,3763,2406,2297,12,1627,5,0,4/12/2018,15:30
12903,3815,2415,2420,25,1626,5,0,4/12/2018,15:35
12762,3868,2451,2510,26,1626,5,0,4/12/2018,15:40
12794,3893,2464,2463,44,1626,5,0,4/12/2018,15:45
12763,3968,2415,2506,51,1625,5,0,4/12/2018,15:50
12724,4075,2463,2549,15,1624,6,0,4/12/2018,15:55
12578,4190,2454,2558,-9,1625,6,0,4/12/2018,16:00
12507,4191,2410,2737,-31,1625,6,0,4/12/2018,16:05
12631,4202,2167,2822,-45,1624,7,0,4/12/2018,16:10
12678,4267,2099,2906,-21,1625,6,0,4/12/2018,16:15
12779,4349,2200,2795,-34,1624,6,0,4/12/2018,16:20
12620,4423,2371,2795,-35,1625,5,0,4/12/2018,16:25
12489,4392,2424,2854,-24,1626,5,0,4/12/2018,16:30
12301,4468,2465,2956,-11,1625,5,0,4/12/2018,16:35
12263,4429,2428,3117,-19,1624,5,0,4/12/2018,16:40
11922,4592,2478,3323,6,1625,4,0,4/12/2018,16:45
11908,4623,2477,3354,-3,1625,5,0,4/12/2018,16:50
11780,4690,2411,3568,31,1625,4,0,4/12/2018,16:55
11575,4717,2373,3841,35,1626,5,0,4/12/2018,17:00
11383,4641,2409,4166,40,1626,5,0,4/12/2018,17:05
11229,4578,2321,4510,40,1625,5,0,4/12/2018,17:10
11033,4653,2329,4712,22,1625,6,0,4/12/2018,17:15
10180,4549,2616,5324,44,1625,7,0,4/12/2018,17:20
10132,4428,2661,5440,47,1626,7,0,4/12/2018,17:25
10105,4501,2863,5301,25,1627,7,0,4/12/2018,17:30
9771,4442,3175,5337,-14,1626,6,0,4/12/2018,17:35
9499,4269,3248,5667,-42,1626,5,0,4/12/2018,17:40
9165,4432,3226,5964,-39,1627,5,0,4/12/2018,17:45
8886,4559,3190,6221,-41,1626,6,0,4/12/2018,17:50
8600,4754,3138,6485,-40,1626,6,0,4/12/2018,17:55
8350,4777,3106,6873,-38,1628,5,0,4/12/2018,18:00
8100,4883,3098,7039,-34,1627,5,0,4/12/2018,18:05
7779,5001,3174,7191,4,1627,6,0,4/12/2018,18:10
7394,5185,3284,7310,26,1627,6,0,4/12/2018,18:15
6998,5450,3498,7412,37,1627,7,0,4/12/2018,18:20
6616,5431,3633,7750,46,1627,6,0,4/12/2018,18:25
6242,5505,3725,8044,39,1627,6,0,4/12/2018,18:30
5894,5549,3759,8353,32,1627,6,0,4/12/2018,18:35
5567,5619,3789,8661,33,1627,5,0,4/12/2018,18:40
5274,5848,3811,8808,38,1628,5,0,4/12/2018,18:45
5068,6080,3794,8982,30,1628,6,0,4/12/2018,18:50
4912,6292,3828,9083,14,1628,5,0,4/12/2018,18:55
4748,6440,3880,9239,-13,1628,5,0,4/12/2018,19:00
4598,6612,3852,9306,-12,1627,5,0,4/12/2018,19:05
4498,6835,3889,9332,-6,1628,5,0,4/12/2018,19:10
4472,7028,3923,9226,6,1628,5,0,4/12/2018,19:15
4450,7284,3954,9125,9,1626,5,0,4/12/2018,19:20
4439,7473,3948,9158,-1,1626,5,0,4/12/2018,19:25
4470,7608,3966,9231,-8,1626,5,0,4/12/2018,19:30
4474,7869,3949,9256,-9,1626,5,0,4/12/2018,19:35
4482,7960,3945,9372,-9,1626,4,0,4/12/2018,19:40
4499,8015,3955,9453,7,1627,4,0,4/12/2018,19:45
4540,8018,3947,9538,-3,1626,5,0,4/12/2018,19:50
4592,7998,3923,9659,-9,1626,5,0,4/12/2018,19:55
4635,7932,3919,9781,-9,1626,5,0,4/12/2018,20:00
4649,7865,4008,9808,-8,1626,5,0,4/12/2018,20:05
4630,7714,4053,9894,-2,1625,5,0,4/12/2018,20:10
4581,7655,4053,9949,-1,1626,5,0,4/12/2018,20:15
4524,7677,4054,9983,-1,1627,5,0,4/12/2018,20:20
4460,7726,4056,9949,-1,1626,5,0,4/12/2018,20:25
4390,7820,4066,9900,-7,1626,5,0,4/12/2018,20:30
4348,7668,4093,10026,-10,1626,5,0,4/12/2018,20:35
4334,7612,4092,10018,-12,1627,5,0,4/12/2018,20:40
4385,7580,4073,9986,-13,1626,4,0,4/12/2018,20:45
4430,7424,4051,10043,-12,1627,5,0,4/12/2018,20:50
4447,7297,4035,10090,-11,1626,4,0,4/12/2018,20:55
4444,7317,4011,10029,-8,1627,4,0,4/12/2018,21:00
4470,7411,3998,9795,-5,1626,5,0,4/12/2018,21:05
4491,7462,3997,9652,-6,1626,5,0,4/12/2018,21:10
4505,7354,3986,9638,-18,1627,5,0,4/12/2018,21:15
4528,7229,3842,9767,-33,1626,5,0,4/12/2018,21:20
4523,7164,3791,9773,-33,1627,4,0,4/12/2018,21:25
4508,6948,3756,9893,-33,1626,3,0,4/12/2018,21:30
4493,6761,3805,9969,-29,1626,4,0,4/12/2018,21:35
4470,6622,3862,9888,6,1626,4,0,4/12/2018,21:40
4426,6452,3884,9929,9,1626,4,0,4/12/2018,21:45
4443,6328,3889,9915,6,1627,5,0,4/12/2018,21:50
4483,6273,3881,9776,2,1627,4,0,4/12/2018,21:55
4517,6252,3828,9651,-33,1627,5,0,4/12/2018,22:00
4544,6138,3613,9668,-31,1626,4,0,4/12/2018,22:05
4540,6185,3521,9585,-33,1627,5,0,4/12/2018,22:10
4509,6216,3523,9411,-33,1626,5,0,4/12/2018,22:15
4474,6148,3515,9328,-30,1625,5,0,4/12/2018,22:20
4484,6048,3505,9238,-21,1626,4,0,4/12/2018,22:25
4437,5908,3516,9218,-8,1626,4,0,4/12/2018,22:30
4442,5806,3541,9089,-1,1626,4,0,4/12/2018,22:35
4492,5646,3559,9028,1,1626,4,0,4/12/2018,22:40
4490,5500,3514,8997,-4,1626,4,0,4/12/2018,22:45
4534,5338,3474,8992,-3,1625,4,0,4/12/2018,22:50
4519,5278,3466,8903,-3,1626,4,0,4/12/2018,22:55
4448,5431,3478,8604,-3,1626,4,0,4/12/2018,23:00
4469,5240,3429,8657,-2,1626,4,0,4/12/2018,23:05
4498,5149,3438,8603,1,1626,5,0,4/12/2018,23:10
4534,4990,3380,8576,-5,1627,4,0,4/12/2018,23:15
4579,4936,3333,8513,-4,1627,4,0,4/12/2018,23:20
4678,4753,3330,8530,-4,1626,4,0,4/12/2018,23:25
4724,4626,3298,8490,-4,1626,4,0,4/12/2018,23:30
4746,4470,3306,8443,-3,1626,5,0,4/12/2018,23:35
4766,4245,3317,8437,-4,1627,5,0,4/12/2018,23:40
4783,4188,3326,8398,-4,1627,5,0,4/12/2018,23:45
4801,4159,3335,8325,-4,1627,5,0,4/12/2018,23:50
4759,4159,3338,8190,-4,1627,5,0,4/12/2018,23:55
4764,4323,3340,7939,-3,1626,5,0,4/13/2018,0:00
4738,4449,3277,7753,-15,1627,5,0,4/13/2018,0:05
4716,4734,3154,7715,24,1627,5,0,4/13/2018,0:10
4650,4960,3047,7696,50,1627,5,0,4/13/2018,0:15
4624,4859,3043,7678,48,1627,6,0,4/13/2018,0:20
4624,4878,3009,7651,1,1628,8,0,4/13/2018,0:25
4590,4906,2982,7632,-44,1627,8,0,4/13/2018,0:30
4600,4945,2804,7714,-54,1628,6,0,4/13/2018,0:35
4603,5304,2610,7874,-45,1626,6,0,4/13/2018,0:40
4630,5239,2538,7857,-24,1628,5,0,4/13/2018,0:45
4640,5224,2512,7807,-3,1628,5,0,4/13/2018,0:50
4671,5192,2488,7760,-4,1628,5,0,4/13/2018,0:55
4667,5250,2554,7603,-2,1628,5,0,4/13/2018,1:00
4668,5149,2567,7545,-1,1627,6,0,4/13/2018,1:05
4605,5187,2509,7549,-1,1628,6,0,4/13/2018,1:10
4596,5185,2501,7538,-1,1630,6,0,4/13/2018,1:15
4581,5157,2499,7505,-1,1630,6,0,4/13/2018,1:20
4594,5131,2491,7499,-1,1630,6,0,4/13/2018,1:25
4585,5157,2487,7402,-1,1628,6,0,4/13/2018,1:30
4587,5156,2486,7368,-1,1628,7,0,4/13/2018,1:35
4555,5168,2487,7306,-1,1627,8,0,4/13/2018,1:40
4525,5144,2481,7265,-1,1628,8,0,4/13/2018,1:45
4515,5133,2492,7247,-1,1628,8,0,4/13/2018,1:50
4530,5095,2477,7246,-1,1626,4,0,4/13/2018,1:55
4531,5045,2451,7295,-3,1627,6,0,4/13/2018,2:00
4547,5054,2435,7331,-2,1627,4,0,4/13/2018,2:05
4530,5050,2437,7327,-1,1626,5,0,4/13/2018,2:10
4520,5047,2443,7284,-1,1627,5,0,4/13/2018,2:15
4511,5034,2438,7280,0,1627,5,0,4/13/2018,2:20
4520,5042,2439,7236,0,1628,3,0,4/13/2018,2:25
4518,5035,2428,7251,0,1626,3,0,4/13/2018,2:30
4519,5040,2429,7238,-2,1627,3,0,4/13/2018,2:35
4477,5033,2432,7260,-1,1628,4,0,4/13/2018,2:40
4394,5050,2426,7258,-1,1628,6,0,4/13/2018,2:45
4319,5077,2427,7247,-1,1629,6,0,4/13/2018,2:50
4264,5146,2420,7241,-1,1627,7,0,4/13/2018,2:55
4248,5178,2420,7243,-3,1628,6,0,4/13/2018,3:00
4251,5193,2452,7207,-2,1628,7,0,4/13/2018,3:05
4274,5199,2469,7181,-1,1628,8,0,4/13/2018,3:10
4267,5214,2460,7198,-3,1628,8,0,4/13/2018,3:15
4313,5214,2452,7164,-3,1629,6,0,4/13/2018,3:20
4331,5207,2428,7152,-5,1629,6,0,4/13/2018,3:25
4306,5244,2415,7172,-4,1629,6,0,4/13/2018,3:30
4283,5256,2417,7180,-3,1628,6,0,4/13/2018,3:35
4256,5286,2453,7188,-5,1629,6,0,4/13/2018,3:40
4215,5346,2461,7149,-1,1629,6,0,4/13/2018,3:45
4211,5403,2456,7095,-2,1629,6,0,4/13/2018,3:50
4231,5394,2424,7121,-8,1628,6,0,4/13/2018,3:55
4247,5357,2367,7237,-5,1629,5,0,4/13/2018,4:00
4240,5221,2592,7159,-6,1629,6,0,4/13/2018,4:05
4221,4982,2756,7154,47,1629,6,0,4/13/2018,4:10
4199,4906,2839,7173,35,1628,5,0,4/13/2018,4:15
4179,4666,3151,6971,11,1629,5,0,4/13/2018,4:20
4178,4523,3134,7080,-17,1628,6,0,4/13/2018,4:25
4148,4625,3109,7162,-32,1628,6,0,4/13/2018,4:30
4110,4781,3081,7152,-33,1627,6,0,4/13/2018,4:35
4061,4876,3115,7112,-7,1627,6,0,4/13/2018,4:40
4001,4901,3107,7179,-2,1628,6,0,4/13/2018,4:45
3941,5000,3110,7224,0,1627,7,0,4/13/2018,4:50
3886,5068,3105,7302,0,1628,6,0,4/13/2018,4:55
3838,5137,3111,7403,-4,1628,6,0,4/13/2018,5:00
3834,5283,3205,7415,-5,1628,6,0,4/13/2018,5:05
3848,5312,3249,7510,-1,1628,6,0,4/13/2018,5:10
3818,5292,3267,7682,-5,1628,6,0,4/13/2018,5:15
3765,5419,3485,7575,5,1627,6,0,4/13/2018,5:20
3770,5345,3707,7485,6,1628,6,0,4/13/2018,5:25
3774,5335,3797,7461,-7,1629,6,0,4/13/2018,5:30
3802,5466,3791,7503,-8,1629,6,0,4/13/2018,5:35
3786,5564,3786,7564,-7,1629,5,0,4/13/2018,5:40
3736,5676,3794,7647,-3,1629,6,0,4/13/2018,5:45
3669,5863,3825,7691,-2,1629,6,0,4/13/2018,5:50
3596,5841,3888,7874,-1,1628,6,0,4/13/2018,5:55
3554,5858,3871,8063,2,1629,6,0,4/13/2018,6:00
3504,6022,4009,8243,15,1629,5,0,4/13/2018,6:05
3492,6092,4106,8429,35,1629,5,0,4/13/2018,6:10
3456,6130,4132,8580,39,1629,6,0,4/13/2018,6:15
3408,6257,4119,8664,37,1629,6,0,4/13/2018,6:20
3415,6347,4093,8721,31,1629,6,0,4/13/2018,6:25
3406,6388,4061,8761,18,1630,6,0,4/13/2018,6:30
3432,6524,4076,8706,27,1630,6,0,4/13/2018,6:35
3509,6526,4099,8735,36,1630,5,0,4/13/2018,6:40
3595,6483,4103,8743,5,1630,5,0,4/13/2018,6:45
3718,6509,4060,8760,-16,1630,5,0,4/13/2018,6:50
3870,6563,4046,8690,-29,1630,4,0,4/13/2018,6:55
4078,6630,4020,8540,-24,1630,4,0,4/13/2018,7:00
4329,6477,3965,8608,-3,1630,5,0,4/13/2018,7:05
4590,6487,3951,8498,-2,1630,5,0,4/13/2018,7:10
4876,6426,3936,8396,-6,1629,5,0,4/13/2018,7:15
5203,6347,3943,8171,-8,1630,5,0,4/13/2018,7:20
5536,6213,3914,8013,-8,1629,5,0,4/13/2018,7:25
5865,6087,3883,7788,-9,1628,5,0,4/13/2018,7:30
6251,5857,3759,7721,-17,1628,5,0,4/13/2018,7:35
6649,5727,3704,7516,-18,1628,5,0,4/13/2018,7:40
7001,5535,3693,7286,-10,1628,5,0,4/13/2018,7:45
7365,5385,3649,6993,-9,1629,5,0,4/13/2018,7:50
7738,5287,3576,6775,-10,1631,5,0,4/13/2018,7:55
8136,5323,3533,6311,-4,1630,4,0,4/13/2018,8:00
8522,5127,3404,6196,-2,1631,5,0,4/13/2018,8:05
8787,5159,3412,5920,3,1630,6,0,4/13/2018,8:10
9137,4979,3342,5705,4,1629,6,0,4/13/2018,8:15
9505,4793,3171,5517,-6,1628,6,0,4/13/2018,8:20
9897,4536,3158,5356,-6,1629,6,0,4/13/2018,8:25
10212,4364,3105,5141,-4,1629,6,0,4/13/2018,8:30
10467,4263,3125,4974,-5,1629,6,0,4/13/2018,8:35
10727,4194,3056,4759,-7,1629,7,0,4/13/2018,8:40
10974,4194,2861,4640,-1,1629,7,0,4/13/2018,8:45
11176,4579,2775,4360,21,1630,8,0,4/13/2018,8:50
11381,4595,2861,3990,22,1630,7,0,4/13/2018,8:55
11552,4522,2856,3785,14,1631,6,0,4/13/2018,9:00
11735,4523,2750,3651,0,1629,5,0,4/13/2018,9:05
11944,4662,2606,3420,-17,1630,5,0,4/13/2018,9:10
12125,4718,2532,3271,-37,1631,5,0,4/13/2018,9:15
12282,4710,2512,3089,-27,1631,5,0,4/13/2018,9:20
12429,4640,2494,2897,-16,1630,5,0,4/13/2018,9:25
12526,4610,2460,2821,-16,1630,5,0,4/13/2018,9:30
12644,4551,2478,2724,-16,1630,5,0,4/13/2018,9:35
12751,4482,2463,2609,-14,1630,4,0,4/13/2018,9:40
12773,4664,2285,2631,1,1629,5,0,4/13/2018,9:45
12516,4824,2085,2950,40,1630,6,0,4/13/2018,9:50
12379,4856,2065,3008,39,1629,6,0,4/13/2018,9:55
12485,4858,2068,2891,37,1629,6,0,4/13/2018,10:00
12819,4790,2057,2702,37,1628,6,0,4/13/2018,10:05
12973,4662,2051,2610,37,1628,5,0,4/13/2018,10:10
13004,4647,2027,2585,43,1628,5,0,4/13/2018,10:15
13063,4650,2114,2437,41,1628,5,0,4/13/2018,10:20
13099,4613,2214,2289,5,1628,6,0,4/13/2018,10:25
13130,4567,2241,2219,-4,1628,5,0,4/13/2018,10:30
13210,4555,2197,2184,-4,1629,5,0,4/13/2018,10:35
13227,4551,2187,2141,-12,1629,5,0,4/13/2018,10:40
13224,4524,2072,2219,-24,1628,5,0,4/13/2018,10:45
13261,4551,2009,2245,-44,1629,5,0,4/13/2018,10:50
13285,4572,2012,2216,-55,1628,6,0,4/13/2018,10:55
13315,4507,2021,2170,-48,1629,6,0,4/13/2018,11:00
13341,4375,2009,2208,-43,1628,5,0,4/13/2018,11:05
13340,4366,1965,2278,-41,1628,5,0,4/13/2018,11:10
13334,4394,1976,2205,-30,1628,5,0,4/13/2018,11:15
13321,4392,1988,2162,-29,1628,5,0,4/13/2018,11:20
13297,4398,1993,2142,-30,1627,2,0,4/13/2018,11:25
13317,4380,1976,2087,-29,1628,3,0,4/13/2018,11:30
13297,4376,1957,2083,-12,1628,3,0,4/13/2018,11:35
13261,4388,1980,2061,-7,1628,5,0,4/13/2018,11:40
13247,4373,1995,2025,-6,1628,5,0,4/13/2018,11:45
13271,4375,1982,1978,-8,1629,5,0,4/13/2018,11:50
13243,4371,2004,1989,-3,1629,5,0,4/13/2018,11:55
13220,4385,2027,1893,-6,1628,6,0,4/13/2018,12:00
13202,4259,2040,1891,-2,1628,5,0,4/13/2018,12:05
13200,4257,2042,1891,-4,1628,3,0,4/13/2018,12:10
13251,4242,2027,1883,-3,1630,2,0,4/13/2018,12:15
13231,4296,2056,1837,6,1629,2,0,4/13/2018,12:20
13200,4266,2015,1839,9,1628,2,0,4/13/2018,12:25
13197,4287,1996,1809,0,1627,2,0,4/13/2018,12:30
13190,4337,2011,1807,6,1626,2,0,4/13/2018,12:35
13176,4333,2074,1805,0,1627,3,0,4/13/2018,12:40
13190,4301,2098,1791,-8,1626,5,0,4/13/2018,12:45
13188,4274,2105,1782,2,1626,5,0,4/13/2018,12:50
13161,4313,2048,1831,-8,1627,5,0,4/13/2018,12:55
13127,4383,2045,1879,-1,1626,5,0,4/13/2018,13:00
13137,4336,2018,1916,-8,1626,5,0,4/13/2018,13:05
13118,4282,1983,1931,-4,1625,5,0,4/13/2018,13:10
13115,4339,1995,1887,-4,1626,4,0,4/13/2018,13:15
13115,4334,2013,1909,-4,1625,4,0,4/13/2018,13:20
13084,4320,2054,1910,-4,1626,4,0,4/13/2018,13:25
13068,4332,2062,1900,-3,1625,4,0,4/13/2018,13:30
12945,4339,1972,2068,6,1626,5,0,4/13/2018,13:35
12942,4346,1875,2188,3,1625,5,0,4/13/2018,13:40
12997,4399,1923,2113,-1,1626,5,0,4/13/2018,13:45
12979,4424,2040,2021,-9,1627,5,0,4/13/2018,13:50
12982,4404,2076,1990,-6,1627,5,0,4/13/2018,13:55
12990,4431,2056,1986,0,1627,5,0,4/13/2018,14:00
13001,4436,1995,1962,-7,1627,5,0,4/13/2018,14:05
12997,4483,1955,1999,-11,1627,4,0,4/13/2018,14:10
12970,4519,1840,2071,-11,1627,5,0,4/13/2018,14:15
12909,4598,1800,2142,-11,1626,4,0,4/13/2018,14:20
12960,4592,1785,2154,-11,1627,4,0,4/13/2018,14:25
12959,4598,1779,2142,-11,1627,4,0,4/13/2018,14:30
12906,4646,1777,2200,-10,1627,4,0,4/13/2018,14:35
12800,4678,1745,2243,-11,1628,4,0,4/13/2018,14:40
