INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-10-01T22:00:00-00:00,2021-10-01T23:00:00-00:00,0,2021-10-01,16,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1076,ACTUAL,1
2021-10-02T04:00:00-00:00,2021-10-02T05:00:00-00:00,0,2021-10-01,22,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,996,ACTUAL,1
2021-10-01T15:00:00-00:00,2021-10-01T16:00:00-00:00,0,2021-10-01,9,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1124,ACTUAL,1
2021-10-01T14:00:00-00:00,2021-10-01T15:00:00-00:00,0,2021-10-01,8,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1102,ACTUAL,1
2021-10-01T12:00:00-00:00,2021-10-01T13:00:00-00:00,0,2021-10-01,6,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,902,ACTUAL,1
2021-10-01T08:00:00-00:00,2021-10-01T09:00:00-00:00,0,2021-10-01,2,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,785,ACTUAL,1
2021-10-02T06:00:00-00:00,2021-10-02T07:00:00-00:00,0,2021-10-01,24,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,871,ACTUAL,1
2021-10-02T02:00:00-00:00,2021-10-02T03:00:00-00:00,0,2021-10-01,20,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1096,ACTUAL,1
2021-10-02T01:00:00-00:00,2021-10-02T02:00:00-00:00,0,2021-10-01,19,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1096,ACTUAL,1
2021-10-01T13:00:00-00:00,2021-10-01T14:00:00-00:00,0,2021-10-01,7,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1026,ACTUAL,1
2021-10-02T05:00:00-00:00,2021-10-02T06:00:00-00:00,0,2021-10-01,23,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,931,ACTUAL,1
2021-10-02T00:00:00-00:00,2021-10-02T01:00:00-00:00,0,2021-10-01,18,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1087,ACTUAL,1
2021-10-01T19:00:00-00:00,2021-10-01T20:00:00-00:00,0,2021-10-01,13,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1110,ACTUAL,1
2021-10-01T18:00:00-00:00,2021-10-01T19:00:00-00:00,0,2021-10-01,12,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1117,ACTUAL,1
2021-10-01T16:00:00-00:00,2021-10-01T17:00:00-00:00,0,2021-10-01,10,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1132,ACTUAL,1
2021-10-01T11:00:00-00:00,2021-10-01T12:00:00-00:00,0,2021-10-01,5,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,809,ACTUAL,1
2021-10-01T10:00:00-00:00,2021-10-01T11:00:00-00:00,0,2021-10-01,4,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,773,ACTUAL,1
2021-10-01T21:00:00-00:00,2021-10-01T22:00:00-00:00,0,2021-10-01,15,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1091,ACTUAL,1
2021-10-01T17:00:00-00:00,2021-10-01T18:00:00-00:00,0,2021-10-01,11,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1125,ACTUAL,1
2021-10-01T20:00:00-00:00,2021-10-01T21:00:00-00:00,0,2021-10-01,14,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1104,ACTUAL,1
2021-10-01T07:00:00-00:00,2021-10-01T08:00:00-00:00,0,2021-10-01,1,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,817,ACTUAL,1
2021-10-01T23:00:00-00:00,2021-10-02T00:00:00-00:00,0,2021-10-01,17,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1080,ACTUAL,1
2021-10-01T09:00:00-00:00,2021-10-01T10:00:00-00:00,0,2021-10-01,3,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,769,ACTUAL,1
2021-10-02T03:00:00-00:00,2021-10-02T04:00:00-00:00,0,2021-10-01,21,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1051,ACTUAL,1
2021-10-01T11:00:00-00:00,2021-10-01T12:00:00-00:00,0,2021-10-01,5,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2768,ACTUAL,2
2021-10-01T20:00:00-00:00,2021-10-01T21:00:00-00:00,0,2021-10-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3540,ACTUAL,2
2021-10-01T10:00:00-00:00,2021-10-01T11:00:00-00:00,0,2021-10-01,4,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2731,ACTUAL,2
2021-10-01T17:00:00-00:00,2021-10-01T18:00:00-00:00,0,2021-10-01,11,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2923,ACTUAL,2
2021-10-02T05:00:00-00:00,2021-10-02T06:00:00-00:00,0,2021-10-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3413,ACTUAL,2
2021-10-02T04:00:00-00:00,2021-10-02T05:00:00-00:00,0,2021-10-01,22,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3656,ACTUAL,2
2021-10-02T01:00:00-00:00,2021-10-02T02:00:00-00:00,0,2021-10-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4147,ACTUAL,2
2021-10-02T00:00:00-00:00,2021-10-02T01:00:00-00:00,0,2021-10-01,18,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4263,ACTUAL,2
2021-10-01T22:00:00-00:00,2021-10-01T23:00:00-00:00,0,2021-10-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3982,ACTUAL,2
2021-10-01T07:00:00-00:00,2021-10-01T08:00:00-00:00,0,2021-10-01,1,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2977,ACTUAL,2
2021-10-01T19:00:00-00:00,2021-10-01T20:00:00-00:00,0,2021-10-01,13,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3314,ACTUAL,2
2021-10-01T18:00:00-00:00,2021-10-01T19:00:00-00:00,0,2021-10-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3075,ACTUAL,2
2021-10-02T02:00:00-00:00,2021-10-02T03:00:00-00:00,0,2021-10-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3969,ACTUAL,2
