INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2018-09-01T22:00:00-00:00,2018-09-01T23:00:00-00:00,0,2018-09-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5297,ACTUAL,1
2018-09-01T07:00:00-00:00,2018-09-01T08:00:00-00:00,0,2018-09-01,1,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4447,ACTUAL,1
2018-09-02T02:00:00-00:00,2018-09-02T03:00:00-00:00,0,2018-09-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5391,ACTUAL,1
2018-09-01T09:00:00-00:00,2018-09-01T10:00:00-00:00,0,2018-09-01,3,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3938,ACTUAL,1
2018-09-02T00:00:00-00:00,2018-09-02T01:00:00-00:00,0,2018-09-01,18,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5495,ACTUAL,1
2018-09-01T11:00:00-00:00,2018-09-01T12:00:00-00:00,0,2018-09-01,5,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3629,ACTUAL,1
2018-09-01T19:00:00-00:00,2018-09-01T20:00:00-00:00,0,2018-09-01,13,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4577,ACTUAL,1
2018-09-02T05:00:00-00:00,2018-09-02T06:00:00-00:00,0,2018-09-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4720,ACTUAL,1
2018-09-01T10:00:00-00:00,2018-09-01T11:00:00-00:00,0,2018-09-01,4,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3759,ACTUAL,1
2018-09-01T14:00:00-00:00,2018-09-01T15:00:00-00:00,0,2018-09-01,8,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3457,ACTUAL,1
2018-09-01T17:00:00-00:00,2018-09-01T18:00:00-00:00,0,2018-09-01,11,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4038,ACTUAL,1
2018-09-01T18:00:00-00:00,2018-09-01T19:00:00-00:00,0,2018-09-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4303,ACTUAL,1
2018-09-01T20:00:00-00:00,2018-09-01T21:00:00-00:00,0,2018-09-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4871,ACTUAL,1
2018-09-02T06:00:00-00:00,2018-09-02T07:00:00-00:00,0,2018-09-01,24,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4409,ACTUAL,1
2018-09-02T01:00:00-00:00,2018-09-02T02:00:00-00:00,0,2018-09-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5516,ACTUAL,1
2018-09-02T04:00:00-00:00,2018-09-02T05:00:00-00:00,0,2018-09-01,22,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4987,ACTUAL,1
2018-09-01T08:00:00-00:00,2018-09-01T09:00:00-00:00,0,2018-09-01,2,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,4166,ACTUAL,1
2018-09-01T13:00:00-00:00,2018-09-01T14:00:00-00:00,0,2018-09-01,7,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3527,ACTUAL,1
2018-09-01T21:00:00-00:00,2018-09-01T22:00:00-00:00,0,2018-09-01,15,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,5122,ACTUAL,1
2018-09-01T12:00:00-00:00,2018-09-01T13:00:00-00:00,0,2018-09-01,6,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3556,ACTUAL,1
2018-09-01T15:00:00-00:00,2018-09-01T16:00:00-00:00,0,2018-09-01,9,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3575,ACTUAL,1
2018-09-01T16:00:00-00:00,2018-09-01T17:00:00-00:00,0,2018-09-01,10,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3799,ACTUAL,1
