INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2018-05-01T18:00:00-00:00,2018-05-01T19:00:00-00:00,0,2018-05-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2508,ACTUAL,1
2018-05-01T22:00:00-00:00,2018-05-01T23:00:00-00:00,0,2018-05-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2902,ACTUAL,1
2018-05-02T04:00:00-00:00,2018-05-02T05:00:00-00:00,0,2018-05-01,22,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3136,ACTUAL,1
2018-05-01T19:00:00-00:00,2018-05-01T20:00:00-00:00,0,2018-05-01,13,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2590,ACTUAL,1
2018-05-02T02:00:00-00:00,2018-05-02T03:00:00-00:00,0,2018-05-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3038,ACTUAL,1
2018-05-01T21:00:00-00:00,2018-05-01T22:00:00-00:00,0,2018-05-01,15,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2844,ACTUAL,1
2018-05-02T05:00:00-00:00,2018-05-02T06:00:00-00:00,0,2018-05-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3029,ACTUAL,1
2018-05-02T00:00:00-00:00,2018-05-02T01:00:00-00:00,0,2018-05-01,18,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2942,ACTUAL,1
2018-05-02T01:00:00-00:00,2018-05-02T02:00:00-00:00,0,2018-05-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2995,ACTUAL,1
2018-05-02T03:00:00-00:00,2018-05-02T04:00:00-00:00,0,2018-05-01,21,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3133,ACTUAL,1
2018-05-02T06:00:00-00:00,2018-05-02T07:00:00-00:00,0,2018-05-01,24,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2844,ACTUAL,1
2018-05-01T20:00:00-00:00,2018-05-01T21:00:00-00:00,0,2018-05-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2744,ACTUAL,1
2018-05-01T23:00:00-00:00,2018-05-02T00:00:00-00:00,0,2018-05-01,17,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2906,ACTUAL,1
2018-05-02T01:00:00-00:00,2018-05-02T02:00:00-00:00,0,2018-05-01,19,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6845,ACTUAL,2
2018-05-02T03:00:00-00:00,2018-05-02T04:00:00-00:00,0,2018-05-01,21,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6727,ACTUAL,2
2018-05-01T18:00:00-00:00,2018-05-01T19:00:00-00:00,0,2018-05-01,12,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6943,ACTUAL,2
2018-05-01T19:00:00-00:00,2018-05-01T20:00:00-00:00,0,2018-05-01,13,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6907,ACTUAL,2
2018-05-02T00:00:00-00:00,2018-05-02T01:00:00-00:00,0,2018-05-01,18,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6752,ACTUAL,2
2018-05-02T04:00:00-00:00,2018-05-02T05:00:00-00:00,0,2018-05-01,22,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6829,ACTUAL,2
2018-05-01T23:00:00-00:00,2018-05-02T00:00:00-00:00,0,2018-05-01,17,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6688,ACTUAL,2
2018-05-01T21:00:00-00:00,2018-05-01T22:00:00-00:00,0,2018-05-01,15,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6763,ACTUAL,2
2018-05-01T20:00:00-00:00,2018-05-01T21:00:00-00:00,0,2018-05-01,14,0,ACTUAL,BCHA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,6844,ACTUAL,2
