INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2021-08-02T01:00:00-00:00,2021-08-02T02:00:00-00:00,0,2021-08-01,19,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1546,ACTUAL,1
2021-08-01T18:00:00-00:00,2021-08-01T19:00:00-00:00,0,2021-08-01,12,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1507,ACTUAL,1
2021-08-01T16:00:00-00:00,2021-08-01T17:00:00-00:00,0,2021-08-01,10,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1378,ACTUAL,1
2021-08-01T13:00:00-00:00,2021-08-01T14:00:00-00:00,0,2021-08-01,7,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1163,ACTUAL,1
2021-08-01T07:00:00-00:00,2021-08-01T08:00:00-00:00,0,2021-08-01,1,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1309,ACTUAL,1
2021-08-01T14:00:00-00:00,2021-08-01T15:00:00-00:00,0,2021-08-01,8,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1218,ACTUAL,1
2021-08-01T23:00:00-00:00,2021-08-02T00:00:00-00:00,0,2021-08-01,17,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1554,ACTUAL,1
2021-08-02T03:00:00-00:00,2021-08-02T04:00:00-00:00,0,2021-08-01,21,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1488,ACTUAL,1
2021-08-01T21:00:00-00:00,2021-08-01T22:00:00-00:00,0,2021-08-01,15,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1504,ACTUAL,1
2021-08-02T02:00:00-00:00,2021-08-02T03:00:00-00:00,0,2021-08-01,20,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1513,ACTUAL,1
2021-08-01T22:00:00-00:00,2021-08-01T23:00:00-00:00,0,2021-08-01,16,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1521,ACTUAL,1
2021-08-01T20:00:00-00:00,2021-08-01T21:00:00-00:00,0,2021-08-01,14,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1507,ACTUAL,1
2021-08-01T15:00:00-00:00,2021-08-01T16:00:00-00:00,0,2021-08-01,9,0,ACTUAL,AVA,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1295,ACTUAL,1
