INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2019-03-02T06:00:00-00:00,2019-03-02T07:00:00-00:00,0,2019-03-01,23,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2555,ACTUAL,1
2019-03-02T04:00:00-00:00,2019-03-02T05:00:00-00:00,0,2019-03-01,21,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2872,ACTUAL,1
2019-03-01T10:00:00-00:00,2019-03-01T11:00:00-00:00,0,2019-03-01,3,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2388,ACTUAL,1
2019-03-02T05:00:00-00:00,2019-03-02T06:00:00-00:00,0,2019-03-01,22,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2728,ACTUAL,1
2019-03-02T00:00:00-00:00,2019-03-02T01:00:00-00:00,0,2019-03-01,17,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2758,ACTUAL,1
2019-03-01T08:00:00-00:00,2019-03-01T09:00:00-00:00,0,2019-03-01,1,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2384,ACTUAL,1
2019-03-01T17:00:00-00:00,2019-03-01T18:00:00-00:00,0,2019-03-01,10,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2516,ACTUAL,1
2019-03-02T01:00:00-00:00,2019-03-02T02:00:00-00:00,0,2019-03-01,18,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2948,ACTUAL,1
2019-03-02T03:00:00-00:00,2019-03-02T04:00:00-00:00,0,2019-03-01,20,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2920,ACTUAL,1
2019-03-02T02:00:00-00:00,2019-03-02T03:00:00-00:00,0,2019-03-01,19,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3000,ACTUAL,1
2019-03-02T07:00:00-00:00,2019-03-02T08:00:00-00:00,0,2019-03-01,24,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2422,ACTUAL,1
2019-03-01T12:00:00-00:00,2019-03-01T13:00:00-00:00,0,2019-03-01,5,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2713,ACTUAL,1
2019-03-01T23:00:00-00:00,2019-03-02T00:00:00-00:00,0,2019-03-01,16,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2573,ACTUAL,1
2019-03-01T14:00:00-00:00,2019-03-01T15:00:00-00:00,0,2019-03-01,7,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3091,ACTUAL,1
2019-03-01T15:00:00-00:00,2019-03-01T16:00:00-00:00,0,2019-03-01,8,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2965,ACTUAL,1
2019-03-01T16:00:00-00:00,2019-03-01T17:00:00-00:00,0,2019-03-01,9,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2623,ACTUAL,1
2019-03-01T22:00:00-00:00,2019-03-01T23:00:00-00:00,0,2019-03-01,15,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2490,ACTUAL,1
2019-03-01T19:00:00-00:00,2019-03-01T20:00:00-00:00,0,2019-03-01,12,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2279,ACTUAL,1
2019-03-01T21:00:00-00:00,2019-03-01T22:00:00-00:00,0,2019-03-01,14,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2374,ACTUAL,1
2019-03-01T11:00:00-00:00,2019-03-01T12:00:00-00:00,0,2019-03-01,4,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2483,ACTUAL,1
2019-03-01T13:00:00-00:00,2019-03-01T14:00:00-00:00,0,2019-03-01,6,0,ACTUAL,AZPS,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3021,ACTUAL,1
