11/1/2020,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00
Renewables,2215,2221,2222,2216,2227,2237,2239,2221,2207,2198,2201,2211,2229,2248,2255,2275,2268,2248,2258,2279,2301,2309,2329,2327,2056,2047,2029,2020,2003,2007,1980,1949,1900,1878,1867,1838,1807,1791,1780,1776,1776,1778,1785,1788,1786,1776,1765,1760,1757,1764,1751,1737,1737,1727,1734,1768,1766,1780,1793,1802,1796,1792,1805,1831,1841,1836,1828,1824,1824,1829,1824,1822,1836,1852,1874,1917,1982,2042,2112,2218,2492,2645,2720,2979,3346,3661,3904,4235,4689,5221,5763,6315,6680,6862,7377,7721,7741,7756,8110,8648,8899,8754,8481,8742,8988,8987,8702,8430,8519,8797,9192,9193,8788,8896,9475,9378,9116,8941,9169,9360,9365,8792,8804,9260,9200,9198,9141,9767,9871,9599,9582,9154,8716,9135,9375,9378,8950,9024,9404,9527,9562,9809,10189,10580,10597,10765,10919,10830,10669,11048,10968,10815,10951,10724,10831,10828,10580,10614,10881,10732,10913,10786,10638,10810,10746,10344,10290,10131,9696,9601,9504,9325,9260,9319,9106,9287,8973,8643,8194,8245,7889,7647,7450,7280,6972,6723,6381,5965,5704,5465,5114,4866,4559,4174,3884,3542,3333,3117,2924,2770,2640,2499,2353,2309,2255,2175,2183,2176,2172,2168,2160,2151,2148,2138,2137,2138,2158,2144,2140,2145,2169,2173,2180,2184,2182,2184,2188,2197,2195,2207,2198,2168,2149,2127,2108,2090,2059,2037,2032,2031,2034,2039,2035,2030,2032,2035,2036,2043,2055,2063,2072,2086,2099,2102,2095,2089,2074,2069,2067,2069,2078,2084,2081,2078,2068,2043,2092,2123,2130,2145,2124,2114,2115,2114,2121,2130,2142
Natural gas,10370,10492,10430,10474,10381,10269,10140,10106,10052,9994,9976,9916,9875,9764,9509,9275,9162,9227,9231,9389,9594,9508,9436,9366,9884,9949,10098,10080,9847,9780,9646,9380,9330,9386,9461,9511,9651,9827,9936,10035,10182,10145,10132,10170,10227,10170,10192,10161,10219,9989,10013,10098,10141,10147,10145,10180,10241,10253,10212,10214,10262,10404,10414,10423,10509,10530,10594,10657,10729,10690,10728,10696,10639,10677,10713,10699,10650,10637,10591,10473,10392,10324,10161,10039,9875,9517,9367,9144,8613,8411,8218,8055,8120,8293,8151,7970,7959,7783,7604,7243,7294,7358,7291,7094,7077,7217,7254,7223,7232,7489,7336,7352,7442,7231,7139,7226,7349,7320,7368,7436,7493,7423,7198,7202,7113,7146,7166,7138,7046,7045,7166,7176,7266,7117,7240,7320,7353,7271,7222,7253,7144,7033,6915,6809,6876,6887,6847,6698,6816,6784,6829,6944,6868,7005,7008,7041,7291,7166,7004,7293,7265,7251,7501,7477,7352,7747,7897,8071,8128,8314,8461,8584,8468,8384,8363,8271,8522,8639,8908,9128,9536,9830,9869,9963,10546,10977,11422,11793,12020,12220,12695,12798,12812,13161,13184,13344,13638,13859,14123,14242,14324,14445,14618,14718,14637,14565,14554,14631,14967,15146,15195,15226,15237,15345,15384,15360,15331,15283,15260,15219,14988,14779,14690,14585,14515,14450,14280,14182,14099,13966,13810,13758,13706,13717,13782,13792,13714,13618,13603,13655,13705,13550,13462,13408,13296,13211,13136,13002,12919,12905,12833,12809,12861,12679,12775,12725,12725,12697,12584,12422,12333,12355,12392,12335,12307,12129,11981,11854,11702,11641,11611,11396,11116,10994,11005,10920,10868
Large hydro,1386,1447,1453,1477,1473,1460,1469,1437,1405,1364,1338,1322,1320,1333,1351,1364,1305,1345,1362,1153,1057,1072,1099,1091,752,716,661,646,684,766,775,949,949,941,936,937,940,951,949,944,947,947,943,940,934,940,941,930,932,954,948,947,944,938,933,937,942,932,940,938,942,952,967,966,966,969,967,965,969,973,971,976,996,1101,1163,1168,1162,1164,1159,1171,1165,1153,1171,1163,1094,1038,954,907,818,806,788,576,491,609,647,633,777,739,691,555,528,634,780,680,538,532,605,677,607,511,477,514,625,639,515,519,571,564,528,520,505,544,530,465,450,495,515,462,427,537,657,645,825,717,507,522,593,616,518,521,535,513,462,446,499,514,514,507,556,531,518,541,557,608,577,527,556,599,556,578,570,583,645,574,524,604,601,588,612,729,761,770,1085,1087,1116,1294,1408,1431,1531,1469,1432,1589,1772,1715,1649,1654,1607,1648,1622,1705,1818,1918,1951,1991,2071,2086,2130,2164,2177,2174,2193,2202,2174,2191,2145,2221,2258,2261,2288,2328,2350,2355,2365,2372,2366,2366,2349,2255,2209,2179,2162,2178,2118,2087,2106,2081,2111,2128,2117,2093,2141,2147,2133,2146,2149,2136,2135,2130,2130,2120,2130,2249,2319,2313,2313,2321,2312,2303,2304,2297,2296,2259,2134,1782,1637,1613,1545,1438,1434,1401,1388,1376,1363,1364,1354,1342,1361,1347,1338,1291,1272,1273,1275,1264,1259,1258,1252
Imports,7033,6782,6765,6655,6679,6742,6772,6750,6797,6804,6753,6760,6705,6763,6922,7030,7064,7020,6940,7001,7037,7035,6949,6955,6793,6745,6689,6680,6831,6703,6797,6715,6582,6540,6430,6385,6273,6099,5976,5880,5727,5719,5723,5676,5669,5658,5621,5684,5701,5866,6019,5978,5951,5919,5910,5805,5764,5732,5767,5753,5683,5585,5578,5543,5480,5478,5454,5435,5388,5439,5443,5512,5600,5600,5557,5539,5547,5501,5457,5419,5202,5203,5256,5137,5052,5190,5221,5163,5194,4955,4611,4596,4431,3958,3454,3269,3141,3146,3172,3209,3089,3064,3062,3079,3121,3008,2990,3097,3071,3000,2873,2784,2881,2704,2433,2663,2685,2750,2613,2498,2382,2903,3002,2833,3002,2770,2706,2403,2432,2580,2233,2639,2947,2679,2783,2830,3150,3081,3043,3040,3012,3011,2961,2895,2765,2602,2709,2838,2909,2659,2859,2938,2763,2887,2874,3121,3267,3263,3301,3430,3341,3432,3586,3559,3839,3865,3733,4044,4324,4245,4406,4513,4327,4305,4489,4245,4287,4465,4638,4438,4612,4643,4680,4815,4816,4809,4891,5017,5233,5377,5251,5286,5607,5690,5926,6149,6143,6186,6136,6250,6401,6501,6537,6593,6842,7033,7103,7216,7111,7044,7089,7141,7137,7059,7038,7026,7037,7086,7153,7164,7286,7362,7374,7460,7441,7434,7528,7536,7555,7651,7694,7690,7639,7573,7568,7551,7568,7537,7506,7453,7272,7105,6909,6879,6897,6917,6914,6962,7055,7051,6919,6919,6858,7170,7234,7234,7243,7272,7315,7261,7238,7143,7027,6955,6863,7044,6929,6951,7004,6889,6874,6946,7110,7159,7096,7052,6951
Batteries,-47,1,-49,-28,-35,-40,-50,-35,-52,-40,-17,-34,-17,-30,-26,-3,16,-10,-27,-3,-25,6,58,50,-43,-19,-39,-22,39,69,56,40,28,12,24,18,14,23,24,10,25,26,26,17,8,24,26,8,-9,-3,-47,-41,-36,-27,-19,-16,-15,-13,-10,4,20,54,71,58,59,59,55,71,71,71,73,72,68,19,6,6,7,7,7,2,-10,-18,1,-10,-25,1,-33,-37,-24,-24,-24,-20,-20,16,21,9,117,111,86,28,17,95,131,67,-10,11,110,130,56,-24,-55,-24,37,82,-21,-35,-18,-21,-41,-43,-51,12,54,-44,-35,25,24,-21,-52,1,83,94,102,43,-45,-25,42,83,-8,-12,8,-7,-55,-55,-11,-20,-16,6,36,7,-1,31,25,79,86,-4,-10,42,-43,-16,-36,22,84,-23,-52,64,44,7,30,5,-51,-1,16,-9,40,-5,22,62,126,88,20,87,123,90,16,-7,-57,-33,-32,-49,-52,-15,-31,-16,14,13,16,18,19,19,19,18,18,19,17,42,47,48,49,50,49,47,49,50,50,48,46,35,33,43,118,131,124,130,132,133,133,125,103,57,44,34,41,35,-39,-42,-38,1,-46,-56,-42,33,56,56,43,41,38,21,-37,-61,2,-49,-26,22,45,45,28,27,28,41,44,42,21,31,7,-24,29,-33,-8,11,15,29,25,21,-9,9,20
Nuclear,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-67,-71,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-73,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74
Coal,19,18,18,18,19,21,21,20,21,20,21,21,21,21,21,21,21,21,22,21,21,20,21,21,21,20,20,20,20,20,20,20,20,20,19,20,19,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,21,21,21,21,20,20,20,21,21,21,21,21,21,21,20,20,21,21,21,20,18,18,18,18,18,19,18,19,18,17,17,17,18,18,17,17,18,18,18,18,18,18,18,18,18,19,19,19,17,18,18,18,18,18,19,17,17,17,18,18,18,18,17,18,17,17,18,17,17,18,17,16,17,18,18,17,18,19,18,18,18,17,17,17,18,18,18,19,19,19,18,19,19,18,18,18,18,18,18,18,19,19,18,18,18,18,17,18,18,18,19,19,18,19,20,20,20,19,18,19,17,18,19,17,17,18,18,18,18,17,18,18,17,17,18,17,17,18,17,17,16,17,17,17,17,17,17,17,17,17,17,17,18,17,18,18,17,17,16,17,16,17,16,17,16,16,16,17,16,16,16,16,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,16,16,17,17,17,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
