4/18/2018,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Renewables,2589,2544,2552,2536,2537,2551,2536,2318,2306,2288,2272,2272,2271,2265,2245,2234,2216,2201,2184,2147,2082,2050,2002,1991,2007,2023,2025,2020,2024,2003,1988,1977,1951,1964,1952,1961,1973,1977,1979,1992,1979,1988,1994,1976,1993,2009,2005,1998,1995,2013,2036,2026,2067,2248,2236,2234,2253,2239,2237,2253,2254,2248,2342,2343,2350,2342,2318,2287,2291,2303,2327,2357,2374,2372,2367,2354,2372,2404,2487,2592,2759,2933,3144,3375,3619,3923,4244,4551,4889,5093,5277,5391,5710,6418,6636,7036,7352,7913,8365,8623,8500,8683,8953,9523,9895,9684,9758,10031,10092,10289,10416,10457,10478,10414,10591,10588,10637,10662,10569,10640,10839,10806,10463,10476,10603,10675,10697,11032,11161,11228,11192,11051,11106,11168,11084,11021,10980,11013,11098,11268,11342,11452,11341,11376,11545,11380,11402,11653,11880,11810,11864,11929,11822,11736,11829,11745,11734,11559,11423,11625,11826,11906,11905,11775,11669,11889,11888,11915,11970,11891,11824,11754,11694,11806,11788,11777,11718,11651,11659,11693,11737,11802,11639,11670,11819,11835,11852,11757,11764,11697,11632,11624,11581,11176,11078,11370,11537,11572,11530,11486,11429,11293,11355,11367,10988,10677,10514,10314,10125,10070,9817,9494,9314,9042,8827,8480,8156,7823,7474,7120,6730,6384,5996,5475,5190,5108,4913,4555,4513,4372,4199,4092,4022,3977,3922,3889,3867,3824,3834,3854,3903,3900,3878,3833,3846,3846,3857,3866,3889,3881,3885,3902,3877,3836,3807,3747,3721,3693,3707,3696,3686,3609,3620,3601,3608,3663,3651,3649,3615,3615,3724,3753,3769,3715,3817,3837,3863,3868,3914,3927,3898,3896,3940,4018,4082,4076,4089,4132
Natural gas,5223,5186,5098,5194,5147,5098,5045,5298,5332,5355,5303,5297,5329,5297,5265,5311,5218,5122,5071,5067,5106,5078,5053,5021,5013,4909,4941,4906,4857,4891,4911,4858,4870,4859,4860,4854,4875,4872,4849,4865,4898,4942,4968,5000,5029,5049,5137,5216,5273,5344,5318,5338,5498,5255,5276,5310,5290,5408,5580,5643,5650,5583,5476,5449,5640,5732,5889,6174,6306,6482,6596,6618,6652,6866,6739,6763,6882,7046,7094,7152,7073,6936,6822,6748,6844,7004,7025,7006,6905,6731,6726,6763,6685,6395,6166,5978,6041,5752,5711,5815,5702,5445,5356,5240,5090,5099,5147,5071,5047,5144,5240,5244,5156,5182,5144,5148,5177,4938,5003,4970,4888,4552,4585,4496,4539,4502,4333,4330,4283,4173,4168,4249,4211,4127,4132,4220,4209,4214,4287,4204,4083,4160,4251,4208,4108,4121,4198,4146,4112,4095,4173,4115,4187,4104,4115,4150,4180,4114,4140,4077,4000,3986,4134,4100,4150,4018,4084,4142,4129,4148,4189,4153,4151,4059,4067,4211,4309,4293,4308,4386,4428,4492,4701,4700,4727,4759,4858,4932,4946,5055,5171,5188,5266,5545,5652,5638,5536,5455,5503,5570,5606,5702,5713,5760,5712,5728,5725,5683,5761,5793,5887,5859,5801,5969,6089,6125,6100,6179,6029,6046,6623,6705,6804,7149,7286,7309,7476,7562,7589,7684,7677,7763,7968,8105,8216,8484,8637,8698,8761,8846,8866,8843,8852,8852,8780,8705,8648,8519,8454,8494,8546,8471,8462,8296,8332,8332,8355,8340,8265,8106,8000,7915,7662,7630,7679,7570,7588,7591,7446,7400,7238,7081,7037,6866,6662,6503,6407,6124,5828,5674,5451,5271,5321,5199,5029,4861,4661,4633
Large hydro,2886,3004,3011,3011,2943,2886,2878,2879,2858,2874,2898,2894,2885,2859,2837,2824,2832,2838,2832,2804,2803,2824,2824,2812,2789,2733,2717,2712,2704,2725,2720,2720,2716,2722,2730,2721,2730,2697,2703,2701,2713,2699,2696,2713,2719,2699,2693,2681,2683,2797,2838,2850,2854,2838,2846,2857,2869,2869,2864,2882,2911,2998,3067,3040,3075,3103,3095,3098,3119,3099,3046,3020,2989,3299,3496,3545,3542,3526,3515,3516,3545,3556,3578,3558,3563,3523,3555,3606,3652,3659,3641,3663,3658,3598,3560,3504,3439,3154,2967,3005,3052,3130,3063,2973,2908,2959,3101,3093,3004,2878,2843,2836,2847,2869,2829,2773,2783,2810,2827,2835,2737,2749,2851,2852,2809,2756,2660,2670,2614,2571,2614,2675,2663,2568,2516,2558,2531,2501,2438,2420,2395,2439,2525,2578,2489,2334,2287,2236,2113,2039,2112,2201,2262,2265,2263,2262,2238,2318,2353,2334,2221,2173,2257,2338,2387,2318,2272,2260,2309,2366,2384,2388,2417,2420,2333,2329,2376,2400,2394,2376,2304,2311,2395,2407,2415,2416,2437,2491,2487,2546,2557,2600,2578,2505,2461,2434,2508,2577,2491,2534,2519,2607,2537,2658,2584,2571,2595,2612,2689,2742,2998,3134,3099,3072,3052,3086,3045,3377,3449,3472,3417,3516,3668,3693,3669,3642,3668,3735,3723,3825,3923,3951,3996,3998,3990,3984,4006,4010,4004,3991,3958,3939,3964,4005,4042,4036,4040,4047,4047,4034,4046,4041,3995,3893,3910,3930,3829,3815,3813,3806,3803,3794,3755,3736,3601,3247,3090,3056,3040,3011,3003,2999,3000,2998,2991,3000,3004,2989,3063,3092,3116,3030,2970,2958,2937,2932,2911,2865
Imports,8944,8954,8948,8795,8803,8845,8793,8696,8598,8473,8400,8356,8281,8242,8270,8193,8253,8305,8311,8343,8309,8273,8247,8273,8237,8330,8318,8310,8299,8264,8193,8195,8160,8141,8111,8121,8077,8061,8127,8083,8049,8021,7998,7966,7897,7909,7843,7761,7773,7697,7677,7701,7566,7658,7649,7703,7717,7721,7656,7646,7783,7857,8076,8207,8163,8177,8151,8079,8093,8073,8157,8291,8355,8221,8351,8415,8381,8301,8208,8196,8213,8213,8240,8154,7956,7648,7521,7277,7157,7058,6918,6767,6586,6148,6138,5918,5534,5496,5408,5029,5147,5057,4965,4633,4493,4538,4260,3979,4006,3861,3667,3575,3560,3572,3446,3570,3529,3580,3574,3507,3457,3758,4012,3963,3844,3854,4021,3716,3607,3619,3518,3353,3257,3389,3551,3506,3552,3601,3575,3481,3455,3189,3040,2931,2845,3220,3195,2979,2934,3070,2800,2641,2680,2731,2634,2677,2723,2823,2960,2795,2802,2817,2624,2659,2694,2644,2706,2677,2630,2606,2609,2695,2763,2768,2881,2878,2757,2747,2691,2650,2581,2343,2282,2204,2125,2037,1980,1898,1862,1828,1835,1911,1925,2136,2241,2024,1942,1955,2006,2001,2024,2118,2149,2143,2549,2864,3128,3384,3451,3590,3581,3852,4179,4512,4758,5088,5530,5560,5755,6199,6077,6477,6610,6803,7077,7299,7450,7694,7906,7921,8105,8278,8245,8305,8410,8443,8484,8630,8722,8728,8783,8869,8888,8902,8872,8942,8921,8976,8979,8881,8766,8712,8667,8875,8867,8787,8758,8693,8679,8713,8696,8660,8848,8771,8581,8768,8753,8676,8688,8617,8512,8427,8313,8349,8267,8198,8090,8243,8406,8329,8396,8522,8402,8380,8422,8485,8524,8511
Batteries,-2,7,7,7,-3,5,4,-1,4,1,-1,-2,-2,-1,0,-1,-1,-4,-1,-2,-1,-1,-1,-1,-4,-6,-10,-6,-5,-4,-5,-7,-6,-4,-1,-1,-3,-14,-11,-7,-12,-5,-21,-15,-1,-1,-1,-2,-6,-2,0,-1,-4,-1,-1,-2,-1,-1,-3,-6,1,3,2,3,3,4,4,4,5,2,4,4,9,9,8,10,8,9,9,9,9,8,10,6,16,-6,-1,-1,14,9,-9,9,7,-23,-2,-1,0,-14,36,-14,32,55,-17,-63,-46,5,69,32,1,-11,2,0,16,50,-8,-54,-49,-31,-15,-23,-34,16,58,16,-44,-42,-26,-19,-36,-31,22,38,18,-28,5,47,42,-25,-66,-57,-16,-11,32,61,8,-25,0,-24,-58,-31,22,-9,-1,-1,-1,-4,-13,5,23,-9,-33,-6,7,8,63,1,-32,-14,-3,10,46,46,51,27,-53,-59,-33,-24,-20,-24,-15,-8,-2,-4,-4,-4,-4,-1,-2,1,1,-5,-8,-4,11,-7,-6,-2,-3,-2,-4,2,0,1,0,1,-3,14,39,51,51,45,-19,-42,-41,-42,-41,-21,-9,-4,-5,-2,32,49,32,4,-5,7,-22,5,-20,-22,-13,-22,-27,-28,-3,0,-5,-5,-4,21,37,37,37,37,37,37,37,30,28,24,13,19,28,41,32,19,18,17,17,17,9,18,-5,-12,-10,-38,-35,-35,-35,-35,-35,-30,-30,-1,-1,16,40,40,36,0,0,-29,-37,-36,-33,-33
Nuclear,2283,2282,2284,2283,2283,2283,2283,2282,2281,2281,2280,2281,2280,2280,2280,2280,2280,2280,2281,2280,2278,2279,2280,2281,2280,2280,2280,2280,2280,2282,2281,2281,2281,2281,2281,2281,2281,2281,2281,2281,2280,2280,2280,2282,2281,2281,2282,2282,2281,2281,2280,2282,2281,2281,2282,2282,2282,2282,2284,2283,2283,2283,2282,2283,2283,2284,2283,2284,2283,2284,2284,2282,2282,2283,2282,2282,2281,2282,2283,2282,2283,2281,2282,2282,2281,2280,2280,2280,2280,2280,2281,2280,2281,2281,2281,2281,2281,2282,2281,2282,2283,2282,2281,2283,2282,2283,2283,2283,2282,2282,2281,2281,2282,2282,2281,2282,2281,2282,2282,2282,2283,2282,2282,2283,2282,2282,2284,2282,2284,2283,2284,2283,2284,2285,2286,2285,2286,2285,2285,2286,2285,2285,2286,2284,2284,2283,2283,2283,2283,2282,2283,2283,2283,2284,2283,2283,2284,2284,2284,2283,2282,2284,2284,2283,2283,2284,2285,2284,2284,2284,2284,2285,2285,2285,2285,2284,2284,2284,2285,2284,2285,2285,2284,2285,2285,2284,2284,2283,2282,2283,2283,2282,2283,2282,2281,2282,2283,2282,2281,2281,2282,2282,2283,2283,2283,2284,2283,2283,2283,2285,2285,2283,2283,2283,2283,2284,2283,2283,2284,2283,2284,2282,2283,2281,2281,2281,2282,2281,2280,2280,2281,2281,2281,2281,2281,2281,2282,2281,2282,2282,2282,2282,2281,2282,2283,2282,2282,2282,2283,2283,2282,2283,2283,2283,2284,2284,2284,2285,2284,2284,2283,2283,2283,2283,2283,2282,2283,2282,2282,2282,2283,2283,2282,2283,2284,2283,2283,2283,2283,2284,2284,2284,2283,2284,2284,2284,2284,2284
Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,6,6,6,6,6,6,5,5,5,5,6,6,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,6,6,4,4,5,4,3,4,7,7,6,6,8,7,6,6,5,5,5,5,5,6,6,4,4,4,4,6,6,6,6,5,5,6,6,5,5,6,6,6,6,5,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5,6,6,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,5,5,6,6,6,6,6,6,6,6
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
