7/23/2019,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Renewables,4377,4374,4382,4383,4404,4427,4458,4475,4454,4394,4319,4241,4204,4185,4170,4165,4170,4215,4213,4188,4151,4173,4220,4259,4253,4241,4220,4202,4175,4152,4133,4118,4111,4122,4129,4102,4077,4091,4049,4030,4028,4016,4004,3958,3916,3884,3860,3831,3787,3769,3792,3810,3813,3805,3778,3735,3705,3704,3709,3712,3710,3715,3717,3743,3751,3741,3713,3688,3680,3661,3644,3617,3595,3593,3619,3688,3783,3898,4076,4297,4525,4749,4937,5222,5524,5829,6107,6388,6718,7061,7350,7726,8087,8430,8729,9001,9253,9503,9762,9900,9919,9910,9950,10124,10160,10241,10338,10291,10429,10505,10646,10690,10569,10629,10689,11065,11130,11025,10782,10681,10746,10882,10986,11042,11132,11293,11301,11409,11361,11341,11314,11533,11562,11542,11484,11523,11774,11866,12031,12397,12540,12463,12136,12212,12413,12412,12395,12267,12128,12087,11934,11737,11539,11027,10693,10774,10747,10664,10573,10367,10155,10224,10136,10020,10057,10221,10316,10341,10213,10073,10081,10320,10246,10295,10232,10254,10288,10469,10474,10388,10449,10506,10459,10367,10481,10548,10301,10319,10186,10167,10130,10119,10173,10137,10067,10147,10065,9889,10090,10103,9923,9816,9690,9606,9391,9234,9016,8948,8964,9018,8940,8804,8701,8480,8182,7981,7816,7598,7475,7355,7098,6990,6816,6556,6312,5934,5588,5241,4976,4722,4509,4312,4121,3959,3826,3736,3699,3668,3644,3650,3685,3714,3777,3809,3850,3923,3984,4040,4099,4130,4169,4199,4193,4193,4210,4180,4167,4156,4124,4104,4090,4055,4033,3986,3908,3873,3862,3834,3809,3773,3748,3720,3726,3769,3822,3867,3904,3920,3880,3878,3894,3886,3903,3903,3936,3973,3986,3972
Natural gas,10376,10195,9938,9769,9368,9071,9032,9024,9000,8864,8868,8902,8900,8867,8814,8702,8481,8186,8044,7881,7768,7728,7689,7646,7637,7559,7542,7442,7374,7344,7332,7339,7350,7356,7373,7380,7366,7278,7264,7258,7244,7238,7264,7245,7239,7244,7232,7240,7229,7334,7294,7246,7162,7087,7064,7056,7048,6986,6995,7010,7004,7121,7131,7114,7098,7159,7316,7371,7447,7491,7479,7518,7394,7270,7174,7156,7182,7184,7182,7201,7241,7293,7331,7365,7363,7467,7589,7612,7660,7487,7286,7277,7249,7216,7268,7399,7515,7596,7668,7705,7679,7795,7809,7783,7837,7882,7842,7873,7771,7642,7696,7721,7810,7975,7927,8040,8000,8033,8241,8302,8371,8422,8378,8407,8481,8487,8508,8629,8726,8736,8786,8851,8988,8966,9036,9176,9300,9530,9506,9551,9541,9590,9790,9931,10214,10153,10316,10599,10736,10758,10831,10931,11047,11253,11610,11883,11810,11897,12094,12268,12436,12524,12617,13025,13341,13436,13624,13550,13545,13717,13923,13885,14057,14066,14188,14386,14715,14661,14683,14675,14845,14984,14928,14818,15003,15136,15276,15429,15578,15573,15668,15746,15903,16191,16190,16287,16472,16491,16572,16625,16747,16708,16763,16855,16812,16894,16987,17123,17365,17434,17451,17564,17553,17689,17820,17916,18081,17994,17921,18235,18268,18239,18209,18327,18439,18587,18840,19024,19078,18975,18876,19033,19117,19138,19163,19128,19039,19035,18950,18926,18877,18645,18448,18516,18516,18413,18147,18062,18012,17947,17737,17536,17539,17413,17400,17341,17128,16975,16836,16582,16473,16411,16099,15972,15961,15749,15695,15637,15365,15286,15216,14985,14801,14585,14495,14427,14224,14111,14219,14134,13911,13742,13515,13167,12916,12709,12493,12235
Large hydro,3222,3247,3254,3209,3204,3201,3183,3174,3183,3181,3167,3163,3158,3156,3152,3146,3160,3170,3159,3157,3159,3153,3137,3134,3122,3099,3079,3084,3084,3088,3077,3062,3068,3060,3050,3048,3059,3072,3073,3079,3077,3077,3076,3082,3077,3075,3079,3081,3071,3083,3120,3127,3140,3142,3147,3176,3174,3178,3168,3172,3194,3265,3315,3308,3304,3305,3302,3329,3324,3314,3295,3295,3314,3349,3408,3405,3396,3406,3406,3414,3422,3415,3432,3416,3352,3297,3285,3287,3254,3234,3231,3247,3241,3235,3240,3255,3234,3220,3266,3231,3202,3227,3223,3164,3159,3166,3139,3149,3184,3178,3143,3175,3181,3253,3241,3171,3158,3191,3198,3212,3223,3195,3192,3200,3200,3194,3200,3207,3212,3224,3241,3212,3217,3229,3275,3342,3357,3276,3270,3272,3269,3240,3223,3199,3259,3456,3447,3523,3563,3584,3588,3594,3605,3646,3661,3804,3852,3906,4054,4212,4316,4392,4478,4504,4684,4702,4606,4512,4502,4460,4501,4458,4443,4524,4563,4592,4885,4950,4951,4790,4839,4719,4714,4691,4664,4641,4703,4700,4821,4826,4909,4945,4867,4874,4857,4812,4817,4863,4979,5076,5105,5155,5172,5164,5192,5250,5281,5255,5202,5246,5264,5262,5280,5271,5304,5314,5351,5294,5146,5279,5321,5359,5385,5385,5382,5416,5435,5433,5399,5508,5574,5573,5593,5592,5584,5581,5551,5547,5555,5549,5487,5465,5477,5451,5431,5418,5426,5422,5433,5407,5412,5370,5347,5201,5165,5139,5099,5085,5057,4861,4756,4704,4670,4683,4699,4669,4629,4554,4421,4367,4317,4351,4348,4316,4333,4260,4081,3725,3548,3518,3521,3492,3478,3453,3434,3430,3422,3412
Imports,6089,6133,6236,6273,6446,6555,6451,6384,6276,6276,6238,6162,6135,6078,6039,6041,6127,6227,6317,6389,6430,6371,6348,6231,6176,6212,6219,6249,6310,6338,6320,6314,6294,6260,6210,6148,6115,6145,6176,6201,6195,6190,6167,6181,6203,6244,6273,6295,6394,6391,6398,6479,6539,6626,6685,6769,6856,6950,6988,7014,7109,7101,7217,7340,7445,7531,7556,7663,7627,7701,7812,7834,8009,8321,8557,8572,8587,8544,8471,8329,8228,8048,7890,7714,7597,7487,7350,7161,7102,6987,6893,6623,6466,6216,5973,5608,5321,5086,4788,4726,4884,4724,4749,4772,4829,4784,4763,4837,4840,4890,4888,4835,4901,4643,4655,4452,4527,4597,4651,4681,4683,4652,4648,4598,4548,4493,4401,4342,4352,4359,4376,4221,4219,4264,4301,4145,3836,3865,3846,3583,3474,3572,3601,3411,3057,3081,3050,3020,3102,3126,3280,3479,3644,4021,4185,3973,4132,4253,4293,4344,4427,4291,4312,4226,4018,3946,3992,4168,4401,4580,4654,4604,4764,4711,4753,4674,4360,4288,4457,4797,4619,4762,5002,5210,5173,5203,5373,5256,5322,5425,5420,5467,5458,5382,5542,5587,5666,5842,5678,5629,5739,5866,5985,6019,6232,6246,6440,6414,6315,6312,6365,6377,6482,6608,6766,6805,6809,6923,7211,7011,7181,7365,7502,7505,7600,7729,7775,7854,8021,8190,8350,8269,8285,8313,8325,8410,8487,8459,8404,8357,8374,8523,8481,8498,8521,8535,8646,8569,8433,8431,8517,8535,8372,8452,8318,8246,8403,8413,8413,8601,8723,8747,8956,8869,8671,8441,8201,8101,8240,8172,8079,8041,7944,7889,7623,7455,7462,7587,7548,7518,7500,7494,7532,7462,7477,7437,7449,7498
Batteries,26,61,47,-3,3,9,0,-47,-30,-1,0,0,0,-1,-1,-13,0,7,0,0,10,1,-27,0,0,0,0,0,0,10,0,-28,-47,-56,-54,-35,0,-1,0,0,0,-3,-22,-1,0,-14,-1,-17,-48,-30,-6,-22,0,0,0,0,0,0,-4,-11,-10,-8,0,0,0,-1,0,-4,-14,-5,-6,-11,-24,-7,2,-1,-2,4,-2,3,10,-2,-2,-4,-38,-12,0,-11,-73,-62,-50,-49,-69,-61,-40,-55,-26,36,49,21,12,34,41,1,-10,-21,-46,-57,-61,-14,-3,-9,3,-2,-1,-33,-14,-15,-2,-2,-2,-41,-21,-45,-57,-31,-30,-49,-47,-3,12,-27,-43,-6,54,54,48,-19,-55,-55,-45,-4,72,63,-45,-54,-28,-3,38,47,35,47,52,53,55,28,12,5,22,58,78,80,68,53,14,-37,-88,-9,49,29,0,-51,-24,-32,16,71,-20,-53,-46,-36,-23,-68,-76,21,55,9,91,83,39,1,5,0,-24,-64,-53,-66,-33,7,-22,-68,-63,-4,1,-7,4,-3,5,-1,-31,-30,-31,-6,15,28,85,73,9,-28,25,-69,-82,-58,2,33,30,74,85,98,31,39,28,6,28,28,12,2,-37,-49,-39,-51,-49,-31,-9,-50,-66,-68,-66,-22,-11,-23,-1,3,-6,-10,1,5,10,17,0,52,23,0,103,109,59,15,6,16,34,0,-2,-5,-3,-6,-7,-8,-7,-27,-41,-76,-48,-69,-78,-5,0,-6,0,0
Nuclear,2265,2266,2264,2264,2265,2265,2265,2266,2266,2266,2266,2266,2266,2266,2265,2266,2265,2266,2266,2267,2266,2267,2267,2266,2268,2267,2266,2267,2266,2266,2266,2267,2267,2267,2266,2267,2267,2267,2268,2267,2267,2267,2269,2268,2267,2268,2268,2268,2267,2268,2267,2268,2266,2267,2267,2268,2267,2268,2268,2268,2267,2268,2267,2267,2267,2267,2266,2267,2267,2267,2267,2267,2267,2267,2266,2266,2266,2267,2267,2266,2266,2266,2266,2266,2267,2266,2266,2267,2267,2266,2266,2267,2266,2267,2266,2266,2267,2266,2266,2265,2266,2266,2266,2265,2265,2265,2266,2266,2265,2266,2265,2266,2266,2265,2265,2265,2265,2265,2265,2265,2265,2266,2266,2265,2265,2265,2265,2265,2265,2265,2266,2265,2266,2266,2265,2265,2265,2265,2266,2265,2265,2266,2265,2265,2266,2266,2265,2266,2265,2266,2265,2265,2265,2265,2264,2265,2264,2264,2262,2263,2262,2262,2261,2262,2261,2261,2260,2260,2261,2260,2261,2260,2260,2261,2260,2261,2261,2262,2260,2261,2261,2261,2261,2262,2262,2262,2261,2261,2261,2262,2262,2261,2262,2261,2263,2262,2262,2262,2261,2262,2263,2263,2262,2263,2263,2263,2263,2263,2263,2264,2263,2263,2263,2263,2263,2263,2265,2264,2263,2264,2265,2265,2265,2264,2265,2264,2266,2265,2265,2264,2264,2265,2265,2264,2265,2265,2265,2264,2265,2265,2265,2265,2265,2264,2265,2265,2264,2265,2266,2265,2265,2265,2265,2265,2265,2265,2266,2266,2265,2265,2266,2265,2265,2264,2264,2265,2265,2264,2264,2264,2264,2265,2265,2264,2265,2265,2267,2267,2267,2266,2266,2266,2267,2266,2266,2267,2266,2267
Coal,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,8,8,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,5,6,6,5,6,6,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
