5/10/2019,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40
Renewables,4839,4827,4801,4777,4762,4736,4679,4654,4621,4578,4591,4620,4618,4609,4611,4609,4587,4570,4564,4566,4596,4634,4666,4749,4805,4827,4800,4760,4700,4647,4604,4583,4571,4577,4600,4580,4528,4455,4396,4343,4296,4267,4257,4255,4244,4242,4260,4250,4254,4252,4228,4194,4167,4158,4138,4125,4087,4064,4011,3986,3956,3980,3956,3928,3900,3874,3866,3847,3810,3784,3761,3727,3726,3757,3771,3829,3916,4006,4068,4189,4283,4381,4496,4604,4675,4772,4961,5153,5435,5609,5785,5947,5926,6196,6317,6295,6220,6388,6432,6440,6600,6865,7133,7069,7114,6942,7161,7341,7162,6884,6730,6678,6933,7131,7095,7220,7422,7440,7484,7528,7775,7943,7962,8007,8044,8027,8149,8510,8762,9050,9145,9110,9092,9188,9237,9286,9520,9582,9619,9754,9777,9803,9934,10002,10097,10252,10266,10372,10377,10439,10414,10399,10512,10540,10359,10293,10086,9989,9875,9776,9653,9746,9731,9639,9496,9338,9222,9059,8933,8933,8866,8869,9051,9082,8961,8767,8534,8453,8342,8345,8485,8407,8188,8056,8023,7896,7918,7870,7674,7720,7808,7862,8010,8174,8000,7902,7883,7861,7920,7966,7978,8018,7903,7804,7773,7797,7815,7914,7886,7831,7787,7700,7537,7493,7353,7180,7074,6877,6492,6144,6051,5968,5771,5552,5414,5367,5233,4993,4871,4720,4581,4462,4362,4245,4156,4083,3995,3947,3920,3910,3902,3879,3843,3816,3794,3781,3783,3801,3769,3755,3713,3692,3657,3636,3593,3619,3630,3644,3646,3629,3611,3614,3623,3606,3588,3549,3526,3473,3470,3477,3502,3508,3490,3458,3426,3404,3398,3398,3408,3418,3397,3394,3366,3355,3350
Natural gas,4766,4865,4922,4841,4723,4681,4638,4609,4556,4469,4436,4399,4328,3938,3533,3443,3473,3429,3405,3439,3410,3417,3416,3258,3146,3040,3016,2975,2984,2951,2975,2937,2968,3020,3066,3108,3134,3135,3134,3204,3197,3218,3291,3286,3327,3293,3250,3240,3227,3229,3174,3164,3216,3244,3338,3483,3488,3507,3577,3647,3599,3743,3745,3799,3929,4052,4234,4408,4594,4637,4740,4723,4758,5099,5261,5414,5439,5515,5546,5550,5597,5579,5576,5589,5612,5599,5556,5472,5285,5145,5191,5194,5228,5145,5146,5154,5069,4925,4845,4936,4918,4917,5005,5070,4951,4951,4872,4979,5139,5003,4963,5112,5100,5036,4955,4815,4637,4735,4774,4810,4775,4682,4729,4815,4742,4793,4772,4664,4587,4499,4445,4361,4307,4265,4195,4166,4128,4170,4151,4193,4193,4192,4215,4292,4371,4381,4365,4376,4405,4256,4261,4248,4195,4210,4225,4187,4194,4194,4190,4125,4123,4093,4103,4092,4151,4181,4260,4283,4358,4382,4452,4541,4594,4642,4560,4545,4590,4588,4588,4567,4637,4687,4653,4740,4739,4796,4829,4940,5005,5011,5178,5238,5159,5277,5338,5324,5295,5422,5564,5587,5542,5519,5640,5665,5587,5658,5664,5553,5519,5590,5577,5679,5769,5904,6098,6079,6064,6208,6262,6245,6255,6413,6559,6572,6644,6813,7039,7033,6941,6790,6669,6526,6541,6638,6768,6955,7219,7361,7456,7565,7666,7792,7966,8058,8127,8090,8065,8005,8026,7951,7855,7883,7969,8116,8253,8204,8346,8338,8366,8194,7959,7894,7828,7705,7477,7345,7261,7475,7567,7483,7375,7152,6858,6638,6514,6349,6320,6332,6384,6556,6472,6427,6370,6283,6161
Large hydro,4768,4529,4487,4488,4475,4473,4475,4480,4483,4484,4473,4483,4483,4696,4773,4774,4786,4784,4782,4755,4741,4736,4736,4747,4747,4735,4748,4737,4707,4706,4680,4689,4694,4695,4681,4679,4671,4695,4709,4700,4695,4694,4692,4709,4713,4731,4748,4749,4765,4834,4895,4920,4918,4912,4900,4905,4915,4916,4918,4928,4911,4972,5013,5024,5027,5027,5014,5033,5018,5005,5005,5078,5099,4967,4898,4914,4936,5025,5117,5094,5099,5095,5106,5123,5135,5115,5103,5101,5123,5114,5061,5039,5019,5003,5008,4994,4868,4627,4575,4608,4591,4583,4516,4540,4527,4555,4560,4492,4490,4438,4238,4233,4329,4450,4509,4520,4517,4495,4533,4582,4609,4585,4595,4654,4543,4539,4529,4538,4533,4503,4532,4569,4570,4563,4557,4547,4488,4443,4466,4491,4501,4499,4493,4497,4515,4614,4632,4572,4600,4613,4617,4586,4575,4589,4590,4589,4562,4503,4498,4492,4541,4559,4579,4597,4593,4597,4602,4601,4610,4603,4594,4583,4551,4532,4566,4577,4592,4590,4606,4607,4572,4528,4581,4588,4584,4577,4572,4561,4603,4578,4541,4611,4659,4724,4817,4849,4940,5002,4946,4877,4891,4901,4905,4924,4920,4871,4857,4905,4900,4917,4913,4916,4931,4941,4937,4940,4929,4841,4889,4925,4938,4922,4938,4938,5012,5012,5014,5018,4998,4948,5029,5043,5051,5031,4999,4963,4957,4970,4940,4923,4951,4944,4920,4906,4910,4918,4924,4944,4940,4979,4997,5085,5167,5193,5258,5279,5273,5242,5220,5224,5245,5244,5226,5231,5242,5209,5170,5117,5104,5054,5009,5031,5074,5084,5080,5079,5048,4999,4933,4943,4890,4875,4884,4917,4945
Imports,5644,5812,5844,5871,5934,5895,5897,5877,5873,5940,5892,5822,5808,5772,5826,5859,5779,5780,5727,5682,5661,5562,5487,5512,5507,5535,5598,5652,5716,5776,5827,5815,5793,5682,5602,5532,5567,5626,5626,5640,5685,5682,5613,5597,5588,5627,5626,5665,5699,5698,5767,5815,5831,5838,5813,5734,5755,5794,5831,5846,6033,6119,6274,6371,6368,6399,6398,6412,6390,6471,6531,6612,6653,6642,6823,6743,6667,6564,6506,6436,6478,6451,6456,6453,6461,6607,6703,6774,6777,6714,6645,6460,6513,6266,6182,6192,6416,6643,6814,6774,6718,6479,6286,6272,6295,6390,6286,6170,6231,6400,6741,6730,6497,6272,6219,6159,6117,6109,5989,5867,5646,5543,5461,5122,5195,5148,5037,4808,4667,4490,4347,4271,4290,4202,4215,4160,4001,3963,3782,3546,3470,3383,3270,3105,2934,2663,2601,2473,2524,2445,2401,2361,2345,2319,2501,2568,2780,2885,3052,3279,3437,3379,3372,3406,3480,3560,3664,3840,3925,3861,3936,3894,3803,3852,3907,3970,4100,4211,4420,4414,4375,4501,4577,4635,4640,4803,4860,4856,5003,4978,4947,4884,4790,4440,4409,4341,4369,4301,4267,4260,4348,4310,4359,4411,4512,4513,4542,4649,4693,4709,4765,4851,4942,4898,4920,5079,5251,5367,5656,5908,5972,6051,6147,6359,6406,6311,6284,6533,6828,7156,7404,7648,7789,7854,7968,7954,7938,7941,7974,8008,8017,7952,7916,7886,7880,7952,7971,7950,7938,7971,7974,7847,7623,7404,7207,7163,6930,6880,6803,6867,6912,6897,6892,6876,6962,6976,6857,6701,6551,6547,6538,6609,6739,6823,6824,6786,6585,6447,6333,6072,6103,6056,6013,5936,5907
Batteries,-53,26,6,2,1,0,0,0,0,0,0,0,-1,28,34,41,22,33,25,0,0,0,0,0,-1,-2,1,5,0,0,-2,-2,-2,-2,-2,-2,0,16,17,6,5,0,-1,-1,-1,-1,-1,-1,-1,-1,3,14,11,6,0,0,0,0,5,15,6,50,94,88,90,89,56,10,48,58,58,55,55,38,85,70,92,68,63,81,90,67,35,11,-11,-5,-14,-24,-23,-35,-24,-6,22,-3,-6,-3,-6,42,55,39,4,-21,-77,-16,-11,14,-11,-70,-48,53,111,66,28,-19,6,24,-36,-54,-82,-75,-108,-103,-78,6,13,16,10,-50,-79,-89,-55,11,27,10,7,6,-36,-20,7,7,7,7,7,7,20,56,73,58,70,10,-13,50,-4,-14,-10,-9,-10,46,52,43,7,-1,-5,9,57,78,89,77,78,60,12,-3,-65,-70,-3,41,86,53,3,-14,-92,-69,20,76,76,34,-3,-23,-4,-33,-99,-100,-103,-99,-32,27,0,-46,-72,-75,-55,-46,-25,2,-16,-44,-16,-62,-39,-22,-26,-25,-8,-8,-8,-2,-8,-60,-11,45,7,-30,-15,-5,-5,-12,-6,7,-2,3,10,17,63,71,61,53,12,13,11,-6,-34,-67,-77,-74,-69,-68,-67,-63,-66,-47,-8,-9,-2,-4,4,4,-15,-24,-47,-12,3,3,-3,4,0,45,41,3,-5,-15,-17,-8,-5,1,-5,44,102,102,64,34,34,34,33,24,16
Nuclear,2273,2273,2273,2272,2274,2273,2274,2273,2274,2274,2274,2275,2274,2276,2275,2276,2274,2275,2274,2274,2275,2274,2275,2274,2273,2273,2274,2273,2272,2274,2274,2274,2274,2274,2275,2275,2273,2274,2274,2274,2275,2274,2274,2274,2273,2273,2274,2273,2273,2274,2273,2274,2274,2273,2274,2273,2273,2274,2273,2272,2273,2272,2273,2273,2273,2273,2272,2275,2273,2275,2274,2274,2274,2274,2272,2273,2273,2274,2274,2274,2273,2272,2273,2273,2273,2274,2272,2273,2274,2272,2272,2273,2272,2272,2273,2274,2274,2273,2273,2273,2273,2271,2272,2271,2272,2272,2272,2272,2272,2273,2272,2272,2272,2273,2272,2272,2272,2273,2273,2273,2272,2273,2274,2273,2272,2273,2272,2272,2272,2271,2271,2271,2270,2271,2271,2271,2270,2271,2270,2269,2270,2270,2269,2269,2269,2269,2269,2271,2271,2271,2272,2271,2272,2273,2273,2273,2273,2273,2272,2274,2274,2274,2274,2274,2275,2274,2275,2274,2275,2274,2274,2274,2274,2274,2275,2274,2275,2275,2275,2275,2275,2275,2274,2274,2275,2275,2276,2275,2276,2275,2275,2274,2275,2275,2275,2274,2273,2273,2274,2272,2273,2272,2273,2273,2272,2272,2271,2272,2272,2272,2272,2272,2272,2272,2274,2273,2274,2273,2273,2273,2273,2275,2275,2275,2274,2274,2273,2273,2273,2273,2273,2272,2274,2273,2273,2273,2273,2273,2274,2273,2274,2274,2275,2274,2274,2274,2275,2274,2275,2275,2274,2274,2273,2275,2274,2275,2275,2275,2275,2275,2276,2275,2275,2276,2275,2274,2273,2272,2272,2274,2274,2273,2273,2273,2274,2273,2274,2274,2274,2273,2275,2274,2275,2275,2275
Coal,10,11,11,11,11,10,10,10,10,10,9,10,10,10,9,10,10,11,10,10,10,10,9,9,10,9,10,9,9,10,9,9,10,10,9,10,10,10,10,10,10,10,9,9,9,9,9,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,9,9,9,9,10,10,9,9,9,9,9,10,10,9,10,10,10,10,10,10,10,9,10,10,10,9,9,10,19,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,5,6,5,5,5,7,8,8,8,8,10,13,13,13,14,13,13,13,13,13,13,12,12,11,11,11,11,11,10,10,10,10,10,10,11,11,11,10,10,9,9,9,9,9,8,8,8,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,10,10,10,10,10,11,10,8,8,8,7,8,5,6,6,6,5,5,7,14,17,18,19,17,16,16,16,15,16,17,17,16,17,17,17,17,17,17,17,17,17,18,18,17,15,15,14,14,13,13,12,11,11,10,12,13,12,12,13,13,12,12,11,11,11,11,10,10,9,10,10,11,10,10,10,11,10,10,10,9,9,9,10,9,9,9,9,10,9,9,9,8,8,8,8
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
