5/16/2019,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Renewables,4696,4658,4588,4512,4463,4436,4374,4261,4205,4170,4200,4273,4269,4229,4189,4124,4079,4016,3974,3941,3908,3872,3944,4002,4010,3996,4000,4012,3984,3988,3958,3937,3941,3948,3989,3976,3983,4030,4070,4127,4136,4170,4155,4089,4090,4065,4036,3960,3821,3788,3802,3830,3863,3887,3881,3898,3912,3942,3952,3988,4017,3954,3906,3884,3871,3828,3750,3741,3733,3694,3668,3677,3694,3717,3745,3805,3865,3939,4019,4116,4211,4299,4410,4500,4660,5081,5320,5524,5668,5781,6061,6518,6974,7130,7420,7427,7770,7946,8114,8325,8631,9251,9715,9963,9872,9975,10260,10095,10188,10504,10808,10799,11080,11163,11241,11392,11567,11705,12065,12130,12282,12347,12554,13104,13523,13657,13440,13689,13822,13856,14033,13943,13625,13607,13449,13439,13726,14176,14358,14427,14629,14524,14615,14745,14757,14822,14822,14927,14636,14482,14362,14387,14460,14618,14633,14595,14844,14609,14350,14185,14644,14706,14421,14514,14366,14068,14332,14368,14097,13744,13672,13554,13655,13328,13183,13209,13443,13650,13856,13666,13635,13332,13284,13438,13377,13087,13053,12879,12719,12938,12993,12688,12614,12481,12240,11911,11859,12126,12392,12475,12466,12576,12632,12744,12645,12192,12257,12380,12338,12039,11984,11980,11744,11548,11447,11117,10594,10391,10052,9641,9363,9009,8870,8569,8435,8256,7896,7582,7217,6827,6492,6112,5778,5631,5554,5587,5586,5520,5528,5498,5300,5080,5042,5027,5048,4997,4928,4944,5101,5301,5444,5651,5547,5435,5419,5423,5425,5405,5363,5335,5282,5263,5288,5274,5242,5153,4931,4895,4949,5010,5148,5227,5248,5230,5264,5267,5146,4965,5015,5079,5068,5083,5113,5170,5190,5159,5174,5171
Natural gas,4035,3858,3786,3653,3463,3368,3318,3300,3288,3272,3273,3255,3234,3204,3203,3176,3238,3339,3316,3290,3222,3193,3139,3106,3106,3060,3047,3026,3017,3004,2978,2971,2949,2943,2941,2840,2705,2671,2585,2594,2590,2602,2605,2613,2638,2604,2607,2614,2753,2747,2807,2821,2800,2760,2743,2766,2782,2812,2817,2833,2988,3150,3142,3197,3251,3261,3317,3390,3412,3517,3654,3624,3580,3822,3900,3944,4144,4223,4384,4513,4558,4623,4772,4828,4874,4614,4455,4570,4641,4513,4538,4364,4171,4279,4246,4210,4147,4120,3925,3828,3529,3382,3398,3393,3441,3397,3372,3519,3599,3199,2814,3007,3003,3145,3208,3189,3165,3143,3114,3147,3138,2888,2787,2709,2764,2836,2890,2799,3056,3074,3094,3131,3168,2972,2898,2904,2809,2786,2840,2860,2730,2846,2766,2841,2848,2811,2745,2766,2885,2853,2834,2813,2953,3085,3176,3104,3031,3222,3138,3058,3003,3083,3088,3046,3029,3078,2943,3012,3093,3118,3015,2979,2903,2979,2966,2926,2890,2879,2856,3008,2934,2936,2678,2728,2711,2766,2784,2891,2982,2985,3045,3219,3365,3523,3478,3523,3484,3471,3421,3509,3800,3832,3821,3883,3862,3852,3498,3600,3674,3670,3693,3563,3398,3377,3385,3423,3590,3579,3512,3637,3764,3831,3846,3895,3971,4164,4220,4272,4372,4601,4682,4945,5361,5492,5622,5906,5938,6085,6330,6548,6674,7112,7047,7141,7032,7182,7306,7270,7181,7155,7043,6563,6424,5860,5620,5518,5510,5542,5596,5460,5230,5003,4914,4936,4922,4957,5003,5072,4956,4811,4660,4469,4292,4081,3949,3866,3942,4500,4491,4279,3959,4011,4073,3970,3999,3892,3945,3993
Large hydro,4881,4838,4864,4868,4878,4881,4879,4845,4845,4847,4839,4821,4730,4622,4598,4604,4547,4494,4478,4508,4530,4532,4496,4464,4467,4487,4523,4521,4521,4519,4511,4479,4475,4477,4459,4483,4539,4584,4578,4552,4545,4533,4498,4508,4515,4504,4503,4525,4555,4532,4572,4544,4546,4586,4584,4585,4582,4587,4583,4591,4611,4849,4940,4993,5070,5075,5084,5089,5095,5123,5130,5122,5080,5049,5028,5012,5075,5052,5037,4997,4943,4982,5064,5077,4982,4717,4634,4660,4875,4924,4891,4796,4583,4594,4612,4648,4488,4334,4436,4334,4389,4188,3885,3767,4035,4261,4151,4142,4099,4052,3976,4003,4051,3746,3722,3716,3697,3732,3722,3669,3670,3595,3539,3404,3136,3231,3413,3336,3216,3129,2989,3051,3110,3128,3221,3230,3117,2877,2767,2947,2919,2912,2884,2810,2874,2967,3029,2954,2978,3051,3083,3054,2831,2722,2730,2767,2651,2682,2779,2771,2649,2632,2711,2609,2607,2705,2611,2554,2683,2766,2801,2798,2757,2784,2785,2763,2746,2763,2747,2799,2804,2980,3017,2967,2998,3025,3018,3012,3066,3076,2999,2981,2991,3159,3249,3259,3318,3391,3424,3284,3134,3120,3128,3134,3129,3403,3508,3458,3452,3530,3616,3866,4058,4091,4101,4124,4254,4449,4682,4778,4821,4864,4879,4884,4867,4837,4923,4940,4984,5113,5176,5203,5187,5148,5117,5171,5211,5228,5207,5180,5269,5423,5588,5570,5513,5542,5625,5614,5594,5522,5457,5394,5475,5516,5521,5476,5386,5313,5229,5222,5254,5257,5224,5222,5234,5178,5157,5120,5060,5037,5025,4950,4920,4915,4949,4952,4874,4673,4636,4660,4643,4644,4612,4440,4285,4188,4056,3946
Imports,6396,6399,6477,6692,6772,6759,6786,6814,6916,6891,6815,6696,6686,6748,6753,6793,6735,6740,6738,6754,6774,6773,6728,6704,6571,6601,6601,6561,6519,6520,6553,6529,6567,6511,6456,6508,6611,6551,6606,6569,6566,6558,6531,6547,6511,6546,6657,6667,6781,6746,6747,6796,6855,6823,6830,6886,6924,6902,6947,6998,6923,6852,6883,6871,6882,6969,7099,7172,7214,7351,7346,7473,7633,7626,7764,7793,7733,7633,7492,7395,7425,7386,7221,7187,7252,7444,7606,7342,7003,6918,6745,6591,6472,6282,5952,5950,5814,5794,5740,5679,5619,5393,5183,5064,4783,4500,4361,4411,4254,4403,4594,4477,4164,4280,4379,4298,4176,4016,3745,3721,3531,3680,3642,3395,3184,2969,2840,2637,2780,2757,2642,2600,2619,2641,2827,2810,2823,2824,2767,2410,2115,2073,1974,1809,1603,1377,1268,1096,1173,1253,1321,1266,1505,1420,1358,1320,1148,1245,1383,1527,1251,1182,1292,1238,1415,1495,1400,1415,1394,1457,1523,1587,1471,1696,1869,1789,1493,1321,1171,1128,1152,1223,1370,1320,1264,1430,1458,1554,1660,1471,1409,1723,1712,1461,1489,1819,1807,1651,1505,1496,1732,1683,1713,1613,1727,1946,1982,1976,2023,2264,2316,2184,2305,2487,2636,3069,3364,3368,3565,3788,4025,4414,4570,4867,5087,5222,5413,5658,5953,6014,6223,6399,6335,6496,6624,6407,6371,6402,6259,6270,6343,6102,6152,6131,6314,6249,6147,6107,6054,5919,5945,6267,6332,6894,7008,7087,7096,7135,7159,7277,7331,7356,7333,7230,7061,6933,6938,6951,6964,6916,6830,6775,6770,6868,6802,6751,6627,6374,6558,6491,6711,6547,6364,6599,6756,6834,6771,6742
Batteries,-59,-3,-69,-75,63,32,28,11,16,-4,-4,-4,-5,6,11,40,-1,-6,-5,-8,-8,-8,-8,-8,-9,-10,-10,-10,-10,-10,-10,-10,-9,-17,-43,-10,57,44,-2,-10,-10,-10,-10,1,-9,-8,-4,7,27,24,1,-6,2,-1,-5,-5,-5,-5,-4,-8,-45,-8,57,66,60,70,85,84,60,55,33,30,17,29,26,35,25,37,26,30,14,25,5,-51,-84,-84,-76,-63,-47,-62,-59,-78,-94,-64,-60,-60,-90,-56,-29,-39,-27,-69,-79,-15,62,49,56,81,73,7,-40,-10,42,-10,-31,-36,-46,-37,-56,-47,-32,-1,-7,-62,-99,-58,-3,12,-35,-58,-39,-25,74,82,72,36,-56,-107,-53,-11,-42,-10,-26,-60,-24,-25,-32,-55,-32,10,41,16,-4,-68,-43,-5,-28,-45,-5,-4,-63,-59,-38,-65,-83,-16,-55,-41,-68,-1,-2,3,-7,-2,-2,-9,-14,-2,-27,15,-2,-3,-8,-32,-1,8,35,16,75,74,20,-1,-2,-31,-4,45,70,34,-1,-21,0,-1,6,6,-1,10,-21,-52,-55,3,30,-16,0,1,-8,2,78,82,9,0,-23,0,0,-7,-42,-47,-2,3,2,4,11,9,19,7,-2,26,36,42,32,24,19,15,14,7,11,5,8,3,3,3,5,9,14,69,82,58,17,-40,-72,-71,-36,-7,-40,-29,-16,0,38,-7,4,-5,4,-16,-8,3,0,1,-21,56,92,85,79,39,4,38,25,28,24,25
Nuclear,2275,2275,2275,2275,2276,2276,2276,2275,2275,2275,2274,2275,2273,2274,2273,2273,2273,2274,2272,2273,2273,2274,2274,2273,2274,2273,2273,2273,2272,2273,2273,2272,2273,2272,2272,2272,2272,2272,2273,2272,2272,2272,2272,2272,2273,2270,2270,2270,2270,2271,2271,2270,2271,2271,2271,2271,2271,2272,2271,2271,2270,2271,2271,2271,2271,2271,2272,2272,2271,2272,2273,2272,2271,2274,2272,2272,2273,2272,2272,2273,2274,2273,2272,2272,2272,2272,2272,2272,2273,2272,2272,2272,2272,2272,2273,2273,2273,2272,2272,2272,2274,2273,2273,2273,2274,2274,2275,2273,2274,2274,2274,2275,2274,2274,2275,2274,2275,2275,2274,2274,2274,2274,2273,2273,2273,2273,2274,2273,2273,2272,2274,2274,2274,2273,2274,2274,2274,2274,2275,2274,2273,2274,2274,2274,2274,2273,2273,2273,2274,2273,2272,2272,2272,2272,2273,2271,2271,2271,2272,2272,2271,2272,2271,2272,2272,2271,2271,2272,2271,2272,2271,2273,2272,2273,2272,2273,2273,2274,2273,2274,2273,2274,2274,2274,2275,2273,2273,2273,2273,2274,2273,2273,2271,2273,2271,2272,2271,2272,2272,2271,2272,2273,2272,2272,2272,2272,2273,2273,2273,2274,2273,2273,2272,2274,2272,2274,2274,2274,2274,2275,2275,2275,2275,2274,2274,2274,2274,2274,2275,2276,2274,2275,2276,2276,2275,2276,2276,2276,2276,2275,2277,2276,2276,2276,2276,2276,2276,2277,2276,2277,2276,2276,2277,2277,2276,2276,2277,2278,2278,2277,2278,2278,2277,2278,2277,2278,2277,2276,2275,2275,2275,2275,2274,2274,2273,2274,2274,2274,2273,2273,2273,2274,2273,2273,2274,2273,2274,2274
Coal,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,7,7,7,7,7,7,7,8,7,8,7,7,7,7,7,7,7,8,7,7,8,8,7,7,7,7,7,7,8,8,8,7,7,7,8,8,8,8,8,8,9,9,8,8,8,7,8,8,8,8,8,7,4,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,1,1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,4,5,5,4,4,4,3,3,4,3,3,4,4,4,4,3,3,3,4,3,3,3,3,4,3,3,4,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,9,9,9,10
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
