2/18/2020,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,24:00:00
Renewables,2004,2015,2057,2083,2127,2162,2179,2214,2243,2247,2245,2244,2224,2214,2211,2211,2199,2217,2222,2223,2218,2195,2179,2134,2078,2103,2109,2091,2087,2070,2083,2085,2057,2049,2059,2051,2050,2009,1988,1963,1948,1968,1954,1956,1937,1959,1945,1936,1912,1923,1959,1936,1924,1904,1885,1865,1879,1885,1893,1875,1883,1883,1889,1888,1882,1885,1899,1884,1890,1883,1869,1855,1859,1855,1869,1871,1899,1924,1937,1977,2036,2139,2287,2450,2608,2806,2995,3217,3451,3735,4049,4439,4946,5561,6262,6793,7203,7592,7982,8329,8708,8989,9284,9565,9855,9804,10023,10116,10280,10434,10426,10566,10731,10701,10721,10880,11060,11115,11035,10843,11196,11062,10854,10556,10407,10586,10592,10345,10223,10162,9971,9951,10089,10314,10392,10550,10574,10702,10646,10671,10556,10516,10628,10692,10684,10299,10288,10323,10350,10302,10523,10544,10596,10508,10325,10253,10443,10290,10362,10468,10800,10782,10810,10910,10664,10555,10769,10877,10718,10874,10654,10335,10447,10199,9961,10182,10242,10255,10077,9893,9739,9588,9151,9136,8536,8392,8780,9100,9060,8725,8502,8294,8078,7762,7198,6790,6383,6034,5500,4858,4446,4156,3775,3385,2925,2491,2240,2036,1865,1679,1557,1490,1451,1458,1453,1454,1458,1457,1451,1447,1448,1444,1452,1462,1469,1457,1477,1470,1503,1525,1560,1539,1565,1576,1541,1539,1547,1547,1520,1543,1542,1537,1514,1545,1552,1552,1584,1599,1605,1593,1622,1644,1687,1726,1760,1789,1809,1783,1814,1833,1851,1858,1918,1936,1939,1929,1924,1943,1966,1965,1984,1993,2011,2010,2006,2024,2018,2048,2048,2024,2010,1994,1989,1997,1984,1990,1978,1973,1963
Natural gas,7582,7586,7643,7663,7582,7528,7539,7528,7523,7473,7434,7425,7442,7495,7524,7492,7453,7461,7533,7527,7532,7525,7513,7538,7486,7499,7461,7462,7441,7458,7472,7481,7497,7481,7544,7636,7547,7492,7542,7575,7564,7584,7593,7632,7681,7753,7752,7747,7835,7811,7800,7838,7946,8005,8089,8234,8386,8428,8485,8507,8525,8439,8332,8395,8524,8730,8863,8981,9111,9217,9461,9717,10017,10153,9931,9916,10189,10244,10296,10505,10642,10635,10595,10682,10831,10984,11011,10875,10905,10862,10779,10301,9821,9598,9143,8654,8360,8042,8249,8542,8151,7869,7686,7445,7276,7317,7252,7306,7436,7233,7109,7226,7173,7076,7071,6949,6759,6735,6715,6745,6711,6551,6513,6563,6537,6423,6383,6352,6360,6213,6189,6113,5985,5759,5627,5487,5368,5374,5318,5338,5352,5383,5308,5286,5368,5533,5606,5503,5557,5486,5458,5405,5481,5430,5338,5292,5239,5237,5189,5184,5120,5141,5190,5143,5143,5200,5120,5010,5163,5147,5206,5271,5139,5181,5442,5455,5484,5524,5681,5681,5633,5956,6127,5979,6101,6292,6414,6588,6593,6817,6862,7087,7097,7275,7243,7199,7103,7648,8166,8565,8910,9249,9786,10185,10421,10317,9991,9925,10019,10279,10591,11206,11355,11546,11595,11734,11815,11882,11886,11872,11838,11824,12031,12161,12091,12034,11940,11942,12000,12031,12022,12055,11995,11887,11809,11728,11704,11701,11583,11706,11707,11678,11727,11735,11709,11677,11612,11419,11334,11379,11432,11402,11359,11242,11285,11316,11318,11292,11288,11088,10849,10831,10743,10563,10232,10005,10124,10116,9895,9744,9722,9636,9476,9310,9141,8997,8673,8558,8607,8531,8378,8257,8184,8140,8103,8012,7986,8071,8328
Large hydro,1201,1133,1028,999,988,983,977,972,968,966,973,973,978,975,974,974,976,967,968,966,963,964,962,963,969,962,961,963,963,960,957,956,961,960,959,963,998,1013,1019,1024,1030,1027,1025,1027,1023,1026,1016,1025,1020,1053,1058,1060,1067,1080,1073,1069,1075,1081,1070,1087,1184,1394,1575,1635,1652,1657,1651,1665,1674,1675,1669,1618,1591,2012,2294,2373,2316,2296,2329,2357,2383,2385,2373,2314,2268,2167,2192,2204,2178,2108,2052,2068,2055,1953,1849,1802,1804,1439,1368,1225,1137,1208,1215,1241,1228,1229,1227,1167,1154,927,753,742,730,732,742,742,726,720,730,759,770,813,903,941,950,904,851,857,926,928,945,937,926,901,902,951,954,959,958,953,935,888,886,892,924,1046,1082,1078,1071,1068,1003,928,945,949,1025,1074,1079,1073,1107,1058,1006,935,1008,975,980,1094,1107,986,959,1021,1003,1113,1140,1115,1178,1171,1179,1155,1174,1214,1173,1138,1123,1183,1218,1246,1113,985,897,1102,1224,1171,1146,1339,1493,1586,1675,1566,1567,1629,1673,1621,1546,1537,1720,2375,2639,2689,2762,2788,2816,2757,2743,2781,2788,2855,2854,2848,2841,2882,2939,2972,2907,2879,2866,2864,2895,2874,2807,2772,2761,2769,2765,2771,2785,2794,2797,2782,2787,2816,2792,2687,2654,2661,2662,2650,2644,2645,2639,2603,2570,2525,2402,2082,1989,1951,1913,1900,1880,1885,1871,1868,1878,1881,1863,1484,1338,1282,1280,1260,1241,1200,1190,1197,1198,1211,1219,1188,1151,1137,1142,1154,1146,1129,1118,1111,1117,1103,1093
Imports,8068,8053,7983,7964,7962,7893,7815,7744,7673,7626,7612,7537,7493,7390,7347,7296,7223,7176,7123,7081,7036,7001,6992,7019,7109,7032,7058,7065,6992,6990,7019,6956,6934,6929,6918,6863,6841,6835,6829,6804,6781,6793,6769,6778,6803,6745,6790,6829,6761,6872,6931,6914,6920,6923,6904,6850,6797,6816,6864,6909,7012,7233,7385,7360,7369,7274,7291,7327,7364,7403,7340,7319,7326,7314,7445,7547,7513,7594,7574,7435,7354,7334,7284,7175,7003,6954,6900,6837,6693,6536,6434,6448,6271,5933,5707,5596,5385,5495,5155,4682,4693,4469,4319,4135,3864,3750,3460,3292,2964,2973,3239,2892,2655,2679,2466,2321,2293,2142,2105,2049,1955,2291,2375,2441,2526,2487,2488,2657,2580,2738,2876,2964,2958,3155,3208,3086,3084,3046,3081,2915,3019,3044,3060,3003,2866,2917,2830,2843,2839,2978,2891,3022,2852,2895,3007,3123,3070,3169,3085,3107,3034,2996,3008,2832,3030,3054,2943,3077,3232,3020,3089,3256,3341,3537,3655,3423,3381,3478,3517,3737,3923,3857,4269,4399,4806,4877,4763,4496,4650,4659,4552,4803,5100,5192,5625,6055,6418,6606,6840,7054,7262,7369,7543,7782,7990,7992,8319,8595,8757,8864,8854,8561,8690,8742,8936,9055,9119,9252,9396,9394,9387,9384,9258,9219,9223,9268,9292,9258,9194,9112,9014,8944,8977,9036,9065,9075,9066,9056,9047,8888,8815,8810,8754,8681,8640,8625,8582,8687,8692,8622,8500,8429,8443,8640,8659,8548,8449,8329,8280,8387,8428,8361,8216,8157,8290,8589,8614,8574,8640,8681,8597,8542,8532,8559,8583,8536,8622,8619,8544,8605,8622,8640,8588,8544,8509,8505,8459,8305,7889
Batteries,8,6,11,7,7,5,2,2,-6,-4,4,5,2,2,-8,1,-6,-1,2,-4,4,10,9,4,-5,-18,-27,-29,5,-23,-50,-32,-19,-17,-65,-73,-31,-8,12,6,2,-4,2,2,2,2,2,2,2,-4,0,7,0,6,0,1,1,1,-7,2,-21,-19,0,6,5,-5,-20,-4,0,0,-3,-27,-62,-21,19,33,-13,12,21,29,31,29,22,13,27,23,42,43,10,-28,-43,-12,-11,-48,-47,-45,-5,38,1,-70,-51,-5,-6,-6,-14,-7,-13,-54,-19,-65,-40,6,-10,3,-3,-2,-36,-12,-2,26,4,-16,7,18,50,-1,-67,-19,5,10,28,6,6,-19,-14,-7,-5,-1,-2,-8,-34,-49,-47,-33,-36,3,16,3,5,2,-57,-67,-70,-28,2,5,-19,-13,0,-30,-72,-66,-10,-42,-28,4,-3,-73,-25,-32,-19,39,-1,-4,16,0,0,3,26,80,8,-37,-7,-3,41,51,-64,-72,-72,47,15,-17,-24,-36,4,34,42,4,12,23,71,1,-52,-26,-5,12,29,29,29,38,30,-4,6,-27,-27,-2,-8,-28,-22,10,25,24,-12,-15,7,5,23,20,25,24,16,4,-1,8,23,26,14,7,25,29,14,23,28,29,28,8,5,15,5,-9,-1,-10,-21,-5,-16,-18,-22,-28,-36,-52,-46,-49,-36,-25,15,29,6,9,6,5,-11,-16,1,-15,4,-2,5,7,-21,-15,-3,3,12,-18,-39,-31,-42,-36,-29
Nuclear,2266,2264,2266,2264,2264,2264,2263,2262,2263,2264,2265,2266,2266,2265,2264,2264,2263,2264,2264,2263,2262,2264,2266,2266,2266,2267,2265,2266,2266,2264,2265,2265,2263,2264,2266,2265,2267,2266,2266,2265,2265,2264,2264,2264,2264,2265,2266,2268,2267,2268,2267,2267,2266,2266,2266,2266,2264,2265,2266,2266,2268,2268,2269,2267,2269,2267,2268,2266,2267,2266,2265,2264,2264,2264,2264,2265,2266,2267,2267,2267,2266,2267,2267,2267,2266,2265,2264,2264,2263,2264,2263,2265,2266,2267,2268,2267,2268,2267,2268,2266,2267,2266,2265,2265,2266,2265,2265,2264,2263,2264,2262,2262,2262,2261,2260,2263,2263,2263,2265,2265,2265,2265,2265,2264,2264,2264,2264,2264,2264,2263,2263,2263,2263,2262,2261,2261,2261,2262,2263,2264,2265,2265,2264,2266,2264,2265,2266,2265,2266,2265,2265,2265,2265,2264,2264,2264,2265,2264,2266,2265,2265,2266,2265,2265,2264,2264,2263,2264,2263,2263,2263,2265,2265,2266,2267,2267,2267,2266,2266,2265,2265,2265,2264,2264,2264,2264,2264,2264,2264,2263,2263,2264,2263,2263,2262,2263,2262,2264,2263,2263,2263,2263,2262,2263,2264,2263,2262,2263,2263,2262,2263,2262,2262,2261,2262,2262,2262,2261,2261,2261,2260,2261,2261,2261,2262,2262,2263,2262,2262,2263,2261,2262,2261,2262,2262,2262,2261,2262,2262,2262,2261,2261,2261,2262,2260,2261,2261,2260,2260,2260,2261,2260,2259,2260,2260,2259,2261,2262,2261,2262,2263,2261,2262,2261,2261,2261,2260,2259,2260,2260,2261,2261,2261,2261,2260,2260,2260,2260,2261,2261,2261,2260,2260,2259,2260,2260,2260,2260,2260
Coal,13,14,14,14,15,14,14,14,14,14,14,14,14,14,13,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,15,16,15,15,14,14,14,14,14,14,13,11,13,13,13,13,13,12,13,13,13,13,14,13,13,13,14,13,14,12,12,13,14,14,13,13,13,12,13,13,14,15,14,15,14,15,14,14,13,14,14,14,14,15,14,14,15,16,15,15,15,15,14,15,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,15,15,15,15,15,15,15,15,14,14,15,15,14,14,14,15,15,14,14,13,13,12,12,12,12,13,14,14,14,14,14,14,13,13,13,13,13,14,13,14,14,12,12,12,12,12,12,12,13,13,13,12,12,12,13,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,12,12,11,11,9,8,8,9,9,9,9,9,9,9,9,8,9,9,9,8,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,10,10,11,11,11,11,11,11,11,10,11,11,11,12,11,11,11,11,11,11,11,11,12,13,13,12,13,12,13,13,13,14,13,12,13,13,13,14,13,14,14,13,14,14,14,13,14,15
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
