12/9/2018,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Renewables,1999,1988,1975,1971,1979,1992,2011,2023,2036,2039,2036,2033,2033,2029,2027,2024,2023,2023,2026,2024,2027,2028,2030,2024,2032,2046,2053,2067,2084,2103,2100,2078,2070,2059,2055,2047,2038,2033,2037,2062,2057,2049,2049,2064,2079,2082,2088,2093,2094,2091,2090,2088,2090,2086,2082,2084,2086,2082,2082,2079,2131,2134,2144,2156,2156,2153,2149,2143,2142,2151,2158,2160,2170,2171,2190,2198,2187,2186,2182,2176,2179,2187,2214,2285,2370,2487,2663,2842,3051,3217,3404,3602,3882,4185,4356,4588,4821,5198,5431,5578,5887,6181,6350,6469,6574,6688,6638,6484,6552,6717,6885,6861,6765,6813,7046,6967,7055,7200,7275,7402,7543,7561,7591,7568,7703,7790,7864,7887,7818,7780,7834,7873,7753,7784,7909,7967,8017,8118,8102,8109,8166,8221,8237,8378,8485,8533,8615,8633,8576,8482,8376,8298,8292,8305,8175,8122,8227,8322,8352,8264,8025,7901,7664,7603,7532,7322,7150,7050,6871,6834,6788,6713,6712,6598,6437,6294,6197,6063,5812,5565,5405,5192,5029,4737,4418,4122,3905,3583,3295,3088,2893,2742,2601,2580,2564,2549,2468,2399,2344,2293,2286,2279,2286,2317,2345,2356,2378,2391,2389,2378,2373,2378,2378,2369,2362,2333,2311,2292,2276,2258,2251,2239,2238,2245,2265,2272,2273,2281,2296,2314,2277,2288,2288,2289,2297,2303,2300,2300,2292,2278,2271,2279,2276,2216,2207,2197,2197,2195,2170,2151,2134,2123,2125,2106,2083,2038,2034,2028,2017,2012,2019,2019,2018,1998,1955,1920,1912,1908,1905,1906,1908,1911,1908,1902,1895,1899,1899,1899,1883,1881,1881,1885,1885,1889,1899,1900,1900,1872
Natural gas,9206,9265,9208,9256,9148,8975,8906,8878,8780,8670,8587,8518,8386,8380,8372,8351,8309,8285,8243,8228,8241,8223,8137,8110,8040,8109,8139,8079,8039,7981,7998,8002,8002,7982,7939,7924,7959,7893,7846,7816,7842,7826,7807,7809,7800,7815,7823,7792,7774,7805,7849,7877,7952,8019,8079,8094,8105,8115,8116,8122,8112,8151,8154,8190,8181,8203,8241,8277,8283,8318,8348,8342,8325,8287,8102,8082,8146,8189,8252,8302,8389,8476,8407,8313,8415,8440,8470,8435,8394,8284,8043,7909,7698,7558,7496,7355,7411,7317,7298,7185,6874,6723,6643,6753,6813,6795,6673,6711,6676,6657,6683,6673,6686,6676,6642,6675,6698,6618,6594,6545,6518,6613,6713,6712,6698,6695,6697,6694,6720,6703,6703,6723,6674,6587,6554,6552,6534,6527,6504,6490,6476,6477,6468,6452,6478,6549,6497,6436,6450,6416,6380,6345,6351,6375,6420,6399,6327,6344,6290,6370,6412,6403,6457,6498,6642,6782,6861,6974,7207,7217,7206,7284,7298,7360,7501,7602,7631,7633,7815,7931,8142,8340,8399,8479,8349,8392,8702,8984,9101,9152,9128,9155,9198,9163,8914,8737,8870,9023,9110,9406,9707,9947,10125,10292,10407,10706,10779,10782,10886,10899,10926,10946,10989,11024,11070,11112,11164,11207,11255,11283,11250,11228,11188,11164,11130,11132,11114,11115,11120,11003,10906,10822,10817,10851,10826,10766,10780,10743,10659,10790,10732,10635,10572,10523,10418,10488,10567,10550,10560,10483,10458,10548,10553,10522,10599,10699,10724,10679,10636,10421,10431,10515,10530,10541,10591,10690,10769,10763,10713,10640,10603,10542,10492,10491,10507,10419,10325,10191,10111,10059,9957,9853,9718,9613,9470,9331,9216,9148
Large hydro,785,869,874,899,881,897,871,842,835,839,831,838,822,754,741,720,703,702,699,702,700,700,700,701,698,706,700,697,719,693,694,695,690,688,691,687,691,726,758,748,745,754,760,757,745,743,740,738,740,730,737,742,743,743,744,741,753,751,768,764,773,865,913,931,948,953,953,956,954,975,972,948,965,1078,1115,1140,1152,1172,1186,1197,1181,1181,1183,1186,1181,1110,1083,1077,1061,1062,1082,1088,1068,1051,1070,1044,900,703,614,597,590,591,594,717,754,744,667,597,539,360,279,284,276,278,219,224,216,222,224,220,219,196,196,212,212,203,207,210,217,225,219,224,253,249,235,242,220,221,219,212,219,218,218,216,211,316,375,382,437,479,506,491,439,436,479,524,470,441,389,425,499,527,561,467,420,431,468,419,419,438,441,446,444,446,473,494,534,537,599,572,569,759,894,955,1340,1392,1379,1375,1382,1425,1422,1418,1418,1589,1673,1714,1762,1855,1947,1917,1945,1973,1871,1847,1912,1958,2044,2092,2132,2134,2169,2151,2145,2144,2135,2116,2096,2086,2086,2081,2088,2086,2066,2055,2031,2049,2013,2013,2003,2257,2441,2384,2347,2443,2373,2233,2201,2207,2062,2207,2325,2409,2440,2396,2238,2086,2064,2227,2345,2316,2151,2038,1979,1826,1674,1645,1600,1583,1567,1544,1376,1300,1289,1293,1286,1220,1169,1150,1148,1141,1130,1114,1114,1067,1060,1052,1009,966,951,938,945,978,994,992,995,992,995,964
Imports,7506,7370,7330,7223,7250,7297,7277,7258,7282,7305,7316,7304,7360,7343,7347,7312,7289,7268,7266,7202,7131,7092,7147,7151,7169,7041,6979,6971,6922,6925,6887,6867,6858,6849,6873,6874,6820,6836,6804,6802,6749,6745,6739,6713,6715,6671,6657,6689,6691,6733,6703,6677,6588,6539,6488,6497,6483,6492,6492,6498,6536,6483,6474,6440,6433,6427,6424,6464,6512,6512,6502,6615,6718,6808,7024,7083,7079,7071,7028,6970,6929,6833,6897,6918,6765,6766,6701,6567,6475,6430,6436,6396,6362,6289,6179,6088,6022,5983,5958,5986,5968,5804,5748,5474,5225,5182,5354,5536,5587,5723,5733,5759,5837,5800,5688,5759,5623,5576,5493,5368,5243,5173,5025,4976,4820,4796,4671,4623,4619,4662,4574,4505,4625,4608,4561,4498,4468,4425,4452,4452,4371,4309,4324,4252,4110,3837,3636,3665,3695,3764,3932,4083,4204,4283,4317,4357,4408,4462,4557,4542,4657,4756,4896,5054,5118,5230,5258,5305,5378,5460,5566,5613,5619,5733,5751,5760,5830,5991,6055,6201,6291,6285,6289,6443,6365,6470,6433,6594,6837,7048,7320,7564,7815,7854,8162,8422,8455,8533,8487,8561,8573,8669,8916,9170,9351,9248,9308,9393,9393,9471,9530,9547,9551,9581,9627,9635,9610,9643,9626,9608,9634,9661,9665,9673,9698,9669,9695,9692,9645,9595,9399,9503,9562,9436,9424,9551,9555,9516,9708,9542,9414,9368,9323,9394,9555,9616,9532,9398,9208,9199,9227,9239,9171,9263,9338,9241,9151,9162,9135,9240,9390,9348,9216,9065,8846,8701,8520,8371,8277,8181,8077,7994,7890,7790,7637,7542,7463,7472,7438,7401,7393,7357,7280,7259,7238,7229,7288,7235
Batteries,34,18,-8,11,15,14,0,-17,-17,-18,-20,-20,-24,-12,-18,-19,-20,-20,-20,-19,-23,-19,-20,-24,-20,-21,-21,-12,-5,-16,-20,-19,-20,-20,-21,-21,-20,-8,-2,-18,-17,-15,-13,-12,-18,-19,-20,-22,-21,-19,-19,-18,-18,-18,-18,-18,-18,-13,-13,-6,-12,-9,-20,3,15,19,10,0,0,0,0,-9,-22,-2,4,3,5,7,8,16,5,5,6,5,4,-6,-1,-11,-20,-17,-8,-8,-20,-42,-14,-26,-42,-37,-31,-18,13,29,10,-4,-6,-15,-32,-3,-7,15,37,48,52,24,-24,-25,-22,-43,-49,-46,-38,-34,-22,0,1,-8,0,-9,-1,1,1,-2,34,24,-1,-2,-2,-2,-6,-6,0,-5,-5,-12,-23,-7,-1,1,33,36,36,26,10,1,24,36,10,-35,-33,-5,34,34,34,8,-4,1,18,-2,-29,-31,-31,-32,-33,-31,-1,5,36,47,49,43,-11,-41,-48,-37,-20,2,-2,16,16,25,40,33,10,-38,-44,-61,-27,-16,-5,12,7,-8,-13,-32,-45,-3,4,4,15,24,20,36,42,28,7,7,5,9,14,14,16,16,16,16,17,16,1,1,0,-10,4,5,-8,-9,-9,38,55,46,14,9,-9,5,5,6,22,21,21,11,6,2,19,7,6,21,35,22,-14,-25,-44,-25,14,8,9,7,21,3,23,4,-4,-1,-16,-36,-41,-44,-48,-39,-25,-21,-16,-16,-15,-15,-16,-21,-16,-17,-20,-23
Nuclear,2254,2254,2254,2254,2253,2255,2255,2255,2254,2253,2254,2254,2254,2253,2253,2253,2252,2253,2254,2254,2253,2254,2253,2253,2253,2253,2253,2252,2253,2252,2253,2252,2253,2253,2253,2253,2252,2252,2252,2252,2253,2252,2252,2252,2252,2252,2252,2253,2254,2253,2253,2254,2253,2253,2254,2254,2253,2254,2254,2254,2254,2254,2254,2254,2253,2254,2254,2253,2254,2254,2253,2254,2254,2254,2255,2254,2254,2255,2254,2255,2255,2255,2255,2254,2255,2254,2255,2254,2255,2255,2255,2256,2256,2256,2255,2256,2256,2256,2256,2256,2257,2256,2257,2256,2257,2256,2256,2257,2257,2257,2259,2258,2258,2258,2258,2258,2259,2259,2258,2259,2259,2259,2259,2258,2258,2259,2259,2259,2259,2258,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2260,2259,2259,2259,2259,2259,2258,2258,2258,2259,2259,2258,2257,2258,2258,2258,2258,2258,2258,2257,2259,2258,2258,2258,2256,2258,2257,2257,2256,2257,2256,2256,2256,2256,2255,2255,2256,2255,2255,2255,2255,2255,2254,2255,2254,2254,2255,2254,2254,2254,2254,2254,2253,2254,2254,2254,2253,2254,2254,2255,2255,2254,2254,2254,2255,2255,2254,2255,2255,2255,2255,2255,2255,2256,2257,2257,2257,2258,2258,2258,2259,2260,2258,2259,2258,2258,2258,2258,2257,2258,2259,2258,2258,2258,2258,2258,2257,2257,2257,2257,2257,2257,2256,2257,2257,2257,2256,2257,2256,2256,2257,2256,2256,2256,2257,2257,2256,2257,2255,2257,2257,2256,2256,2257,2256,2257,2257,2257,2258,2258,2258,2258,2257,2259,2259,2259,2259,2258,2259,2259,2259,2259,2259,2259
Coal,18,19,19,20,20,20,20,20,19,19,19,19,18,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,19,19,19,20,20,20,20,21,22,22,22,21,20,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,21,21,21,21,20,20,20,20,19,20,20,19,20,20,20,20,20,19,18,19,19,19,19,19,19,20,20,20,21,20,21,21,20,21,21,21,21,21,21,22,22,20,20,20,21,21,21,21,21,21,21,20,19,20,20,20,20,20,20,21,21,21,21,20,21,21,21,21,22,22,22,21,20,20,20,21,21,21,21,21,20,20,20,20,19,20,19,19,19,19,19,19,19,19,19,19,20,20,20,19,19,20,20,19,19,20,22,20,19,19,20,19,19,19,19,20,20,22,23,23,23,23,23,23,22,22,22,22,20,20,20,21,21,21,22,22,23,22,22,21,20,21,20,21,21,21,22,22,22,22,22,22,21,22,22,22,22,21,20,20,21,21,20,21,20,20,20,20,21,23,23,23,22,22,21,22,22,22,22,22,22,22,21,21,19,18,18,18,19,19,19,18,18,18,18,17,17,18,17,18,18,19,19,19,19,20,20,20,21,20,21,21,22,22,22,21,21,21,21,21,22,21,21,21
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
