Hours,Minutes,Day,AvgSum,Predicted 2030 NatGas
22,5,00,24255.35,6365.599398809511
22,10,00,24115.010000000002,6285.104538228947
22,15,00,23950.35,6190.741646765851
22,20,00,23850.010000000002,6133.05604750523
22,25,00,23749.35,6075.187974154045
22,30,00,23647.010000000002,6016.3619118274255
22,35,00,23491.35,5927.131104161317
22,40,00,23367.010000000002,5855.759948108729
22,45,00,23222.010000000002,5772.607808584389
22,50,00,23043.68,5670.449852065205
22,55,00,22972.35,5629.306669576868
23,0,00,22829.68,5547.997401330533
23,5,00,22729.010000000002,5490.12362566402
23,10,00,22545.68,5385.114511479844
23,15,00,22398.35,5300.633732483617
23,20,00,22298.68,5243.330188350103
23,25,00,22155.010000000002,5160.936456764652
23,30,00,22001.68,5073.034288570432
23,35,00,21890.68,5009.270021168042
23,40,00,21791.35,4952.160355755745
23,45,00,21690.35,4894.0984036833415
23,50,00,21590.010000000002,4836.41280442272
23,55,00,21503.68,4786.716148939406
0,0,00,21186.35,4728.416042782088
0,5,00,21117.35,4688.60149976564
0,10,00,21141.010000000002,4701.624610596842
0,15,00,21081.010000000002,4666.942151377381
0,20,00,21004.35,4622.75963481816
0,25,00,20908.010000000002,4567.3549616895325
0,30,00,20818.010000000002,4515.5655564801145
0,35,00,20753.68,4478.413994722769
0,40,00,20667.35,4428.717339239454
0,45,00,20576.68,4376.545878902927
0,50,00,20525.35,4346.807327074563
0,55,00,20479.010000000002,4319.914230595863
1,0,00,20387.68,4267.880649253675
1,5,00,20360.68,4252.015830623166
1,10,00,20385.68,4265.8030517085845
1,15,00,20302.010000000002,4217.623212103048
1,20,00,20239.35,4181.423937005808
1,25,00,20163.35,4137.617773258369
1,30,00,20126.010000000002,4115.856760576658
1,35,00,20086.68,4092.960987144277
1,40,00,20049.35,4071.205676777892
1,45,00,19988.68,4036.1411624313223
1,50,00,19950.010000000002,4013.6217418107226
1,55,00,19915.010000000002,3993.1950709162247
2,0,00,19870.010000000002,3967.5803164978606
2,5,00,19873.010000000002,3968.8224438573106
2,10,00,19867.35,3965.1263661409903
2,15,00,19837.35,3947.550852911487
2,20,00,19777.68,3913.056570097915
2,25,00,19759.010000000002,3901.9417801372856
2,30,00,19737.010000000002,3888.928119171771
2,35,00,19703.35,3869.2655585314897
2,40,00,19650.68,3838.7628964489104
2,45,00,19632.35,3827.8419852094976
2,50,00,19587.010000000002,3801.519120263798
2,55,00,19569.010000000002,3790.786385430276
3,0,00,19540.35,3774.489214261108
3,5,00,19559.35,3784.855046148534
3,10,00,19548.010000000002,3777.920053324786
3,15,00,19544.010000000002,3775.170559953245
3,20,00,19505.35,3752.6568416479695
3,25,00,19524.68,3763.210849941288
3,30,00,19500.68,3749.056725909775
3,35,00,19511.35,3754.6725291273233
3,40,00,19500.68,3748.1195914306827
3,45,00,19507.010000000002,3751.260589795018
3,50,00,19493.35,3743.0026598147106
3,55,00,19493.010000000002,3742.340213853944
4,0,00,19513.68,3754.172564207596
4,5,00,19559.68,3779.934647485985
4,10,00,19613.68,3810.2585830283624
4,15,00,19633.68,3821.1946464487883
4,20,00,19662.68,3837.2627936661975
4,25,00,19692.35,3853.7129960107195
4,30,00,19717.68,3867.688393502027
4,35,00,19772.35,3898.394384171512
4,40,00,19795.35,3911.041142190934
4,45,00,19830.35,3930.5306786063375
4,50,00,19863.35,3948.8797519557447
4,55,00,19890.35,3963.8074361071576
5,0,00,19973.68,4011.370494318504
5,5,00,20098.35,4081.9926922978884
5,10,00,20243.35,4164.207697343138
5,15,00,20311.35,4202.514874347495
5,20,00,20359.010000000002,4229.223541970663
5,25,00,20452.010000000002,4281.786507299983
5,30,00,20527.35,4324.279183756547
5,35,00,20602.35,4366.577981491893
5,40,00,20714.010000000002,4429.781467226971
5,45,00,20775.68,4464.479078627446
5,50,00,20858.68,4511.339728626783
5,55,00,20951.010000000002,4563.5206388289935
6,0,00,21107.68,4652.904477670454
6,5,00,21381.68,4808.679350472517
6,10,00,21582.68,4922.827321365687
6,15,00,21681.35,4978.623499487108
6,20,00,21804.35,5048.293410806387
6,25,00,21899.35,5101.996839201705
6,30,00,21949.68,5130.228025017977
6,35,00,22058.68,5191.914694875277
6,40,00,22107.68,5219.387472752662
6,45,00,22125.35,5228.994896701199
6,50,00,22138.68,5236.127515796525
6,55,00,22166.010000000002,5251.243376353828
7,0,00,22105.67,5216.8812702192645
7,5,00,22228.0,5286.169126411436
7,10,00,22360.0,5360.971121527702
7,15,00,22403.67,5385.404565334204
7,20,00,22455.33,5414.394159089366
7,25,00,22456.33,5414.4958233828165
7,30,00,22450.67,5410.799745666496
7,35,00,22557.0,5470.96389733069
7,40,00,22491.67,5433.242104040346
7,45,00,22522.67,5450.450714323755
7,50,00,22547.0,5463.855880282064
7,55,00,22518.33,5447.03877499145
8,0,00,22491.0,5431.500011761169
8,5,00,22542.67,5460.495307831659
8,10,00,22578.0,5480.173020652954
8,15,00,22563.0,5471.150980418428
8,20,00,22507.33,5438.937623736852
8,25,00,22509.0,5439.42134315741
8,30,00,22418.33,5387.2498828208845
8,35,00,22422.33,5389.062241713333
8,40,00,22328.67,5335.185789093137
8,45,00,22224.33,5275.219263700521
8,50,00,22204.67,5263.539944522221
8,55,00,22217.0,5270.102332084547
9,0,00,22124.67,5217.498519209359
9,5,00,22023.67,5159.436567136956
9,10,00,21943.0,5112.967422130416
9,15,00,21920.0,5099.383529631901
9,20,00,21838.0,5052.155976686472
9,25,00,21775.33,5015.950999273904
9,30,00,21637.33,4936.790480480553
9,35,00,21549.33,4886.141538337133
9,40,00,21467.33,4838.913985391702
9,45,00,21398.33,4799.0994423752545
9,50,00,21297.67,4741.23136902407
9,55,00,21275.0,4727.835652931446
10,0,00,21163.33,4664.203562208066
10,5,00,21065.0,4607.664128328768
10,10,00,21018.0,4580.394679038289
10,15,00,21004.67,4572.32492546387
10,20,00,20900.0,4512.170223665364
10,25,00,20828.0,4470.644986049918
10,30,00,20802.0,4455.350398952409
10,35,00,20784.33,4444.805840524779
10,40,00,20667.0,4377.432007518508
10,45,00,20641.0,4362.137420420999
10,50,00,20621.0,4350.264222521482
10,55,00,20664.33,4374.503787606765
11,0,00,20654.0,4368.6589604374585
11,5,00,20553.67,4310.979063492165
11,10,00,20496.0,4277.625243744591
11,15,00,20425.0,4236.670237662145
11,20,00,20409.67,4227.46002102173
11,25,00,20334.33,4184.030210086072
11,30,00,20268.67,4146.120240389837
11,35,00,20262.0,4141.848228825191
11,40,00,20182.33,4095.9493153516487
11,45,00,20183.33,4096.050979645101
11,50,00,20202.67,4106.610690253745
11,55,00,20128.0,4063.5629344451954
12,0,00,20097.0,4045.931421488811
12,5,00,20139.33,4069.600755041096
12,10,00,20054.0,4020.4743310907797
12,15,00,20033.0,4008.0309016582632
12,20,00,20006.33,3992.354259433645
12,25,00,20019.33,3999.29870212308
12,30,00,19988.0,3980.964780954686
12,35,00,19973.0,3971.942740720162
12,40,00,19911.67,3936.5018735618105
12,45,00,19921.67,3941.735621652251
12,50,00,19909.67,3934.4242760167217
12,55,00,19882.0,3918.1774022591053
13,0,00,19848.67,3899.217249830832
13,5,00,19832.33,3889.4310993420913
13,10,00,19845.33,3896.3755420315265
13,15,00,19860.33,3904.46044778696
13,20,00,19888.67,3920.152242192591
13,25,00,19876.33,3912.647017835843
13,30,00,19893.0,3921.684210251382
13,35,00,19902.33,3926.5359032147135
13,40,00,19883.33,3915.2329368481933
13,45,00,19890.67,3918.9498690608543
13,50,00,19924.0,3937.4871188161524
13,55,00,19892.0,3918.7711425206508
14,0,00,19942.67,3947.71043886426
14,5,00,19952.33,3952.7503082334806
14,10,00,19942.67,3946.7733043851676
14,15,00,19958.67,3955.4284416735973
14,20,00,20004.33,3980.9966462307693
14,25,00,20046.33,4004.4778033771636
14,30,00,20076.0,4020.928005721682
14,35,00,20124.0,4047.830552066067
14,40,00,20146.67,4060.2891336795983
14,45,00,20221.67,4102.587931414944
14,50,00,20248.67,4117.515615566361
14,55,00,20298.33,4145.3647462555255
15,0,00,20330.33,4163.657819878052
15,5,00,20403.0,4204.6279781415105
15,10,00,20462.67,4238.185126475988
15,15,00,20520.67,4270.78998815036
15,20,00,20585.33,4307.192591834504
15,25,00,20541.0,4281.44566073713
15,30,00,20585.0,4306.067280949519
15,35,00,20692.67,4366.9955428679295
15,40,00,20750.33,4399.406525821083
15,45,00,20813.33,4434.862545160448
15,50,00,20940.67,4507.007261332938
15,55,00,21055.67,4572.115320388228
16,0,00,21097.0,4595.728654213632
16,5,00,21160.0,4631.184673552996
16,10,00,21189.0,4647.252820770409
16,15,00,21307.67,4714.453629551803
16,20,00,21441.0,4790.014032606958
16,25,00,21490.0,4817.486810484343
16,30,00,21584.33,4870.8081837525515
16,35,00,21698.0,4935.157834868953
16,40,00,21812.0,4999.695662391245
16,45,00,21972.33,5090.652316837361
16,50,00,22174.0,5205.182342857637
16,55,00,22279.0,5264.588086582942
17,0,00,22377.67,5320.898496510483
17,5,00,22427.0,5348.559450793757
17,10,00,22466.33,5370.518089747045
17,15,00,22623.33,5459.575873188276
17,20,00,22664.33,5482.486798801672
17,25,00,22635.67,5465.675395826385
17,30,00,22798.0,5557.772513338497
17,35,00,22941.0,5638.847055317747
17,40,00,23085.0,5720.491828829996
17,45,00,23239.33,5808.027094078123
17,50,00,23424.0,5912.863184037422
17,55,00,23545.0,5981.392632290705
18,0,00,23714.0,6077.807425934036
18,5,00,23771.33,6110.030232481298
18,10,00,23840.67,6149.101519739872
18,15,00,23961.67,6217.630967993155
18,20,00,24093.67,6292.432963109421
18,25,00,24195.67,6350.128012235729
18,30,00,24259.0,6385.772207980983
18,35,00,24302.67,6410.205651787483
18,40,00,24499.33,6521.878817827439
18,45,00,24617.0,6588.509395075835
18,50,00,24699.0,6634.799813542173
18,55,00,24818.0,6702.188798729458
19,0,00,24978.67,6793.853563702909
19,5,00,24999.0,6804.977803529224
19,10,00,25102.0,6863.2430841885325
19,15,00,25270.0,6958.573414492746
19,20,00,25411.33,7038.695669811892
19,25,00,25636.33,7166.529197497026
19,30,00,25800.67,7259.772480390464
19,35,00,25894.67,7312.905677252782
19,40,00,25979.67,7360.906790318115
19,45,00,26041.67,7395.792578124481
19,50,00,26130.0,7445.692562194699
19,55,00,26134.33,7447.693097493038
20,0,00,26111.67,7434.817315521859
20,5,00,26035.33,7390.817273053204
20,10,00,26007.0,7374.194046483806
20,15,00,25967.33,7351.104394330208
20,20,00,25950.33,7340.941891029686
20,25,00,25847.67,7281.9333546125035
20,30,00,25792.33,7249.908174336819
20,35,00,25708.0,7201.351981919499
20,40,00,25640.0,7162.107670436049
20,45,00,25569.33,7121.340840759494
20,50,00,25502.33,7082.666760809043
20,55,00,25397.0,7022.135706198755
21,0,00,25278.0,6954.323818338495
21,5,00,25147.0,6879.154920276134
21,10,00,25116.33,6861.1973519195235
21,15,00,25007.67,6798.76742630435
21,20,00,24955.67,6768.646819348876
21,25,00,24846.67,6706.023015012486
21,30,00,24737.67,6643.399210676094
21,35,00,24659.0,6598.070528735549
21,40,00,24540.0,6529.7444090691715
21,45,00,24438.0,6471.11222546377
21,50,00,24329.0,6408.488421127378
21,55,00,24178.0,6321.914892405048
22,0,00,24156.35,6309.615044282198
22,5,00,23965.35,6200.232254239923
22,10,00,23818.010000000002,6115.745772928367
22,15,00,23631.68,6009.025964145196
22,20,00,23506.35,5937.090278874935
22,25,00,23428.010000000002,5891.949773340282
22,30,00,23242.35,5785.6120196842185
22,35,00,23088.35,5697.32779636289
22,40,00,22974.35,5631.852834361505
22,45,00,22842.35,5556.113704766145
22,50,00,22692.68,5470.298583982703
22,55,00,22583.010000000002,5407.292724519204
23,0,00,22411.35,5309.452444131237
23,5,00,22348.35,5273.05929031278
23,10,00,22218.010000000002,5198.266745062201
23,15,00,22067.68,5112.075271466976
23,20,00,21947.010000000002,5042.7968651404935
23,25,00,21849.35,4986.639486388303
23,30,00,21759.010000000002,4934.656202457667
23,35,00,21666.010000000002,4881.156102649251
23,40,00,21527.68,4801.807407450011
23,45,00,21495.68,4783.091431154509
23,50,00,21387.68,4721.037858351117
23,55,00,21271.010000000002,4654.040378156627
0,0,00,21065.68,4659.606203695152
0,5,00,20987.35,4614.471400475824
0,10,00,20920.010000000002,4575.603441804156
0,15,00,20923.010000000002,4576.845569163606
0,20,00,20833.35,4525.250042675403
0,25,00,20774.35,4491.137814988941
0,30,00,20695.010000000002,4445.427077921289
0,35,00,20590.010000000002,4385.084199716892
0,40,00,20530.010000000002,4350.401740497431
0,45,00,20449.010000000002,4303.744419085
0,50,00,20377.68,4262.6012365966635
0,55,00,20313.68,4225.637851245207
1,0,00,20242.010000000002,4184.815021841772
1,5,00,20229.010000000002,4176.933444673245
1,10,00,20199.35,4159.551810164958
1,15,00,20118.010000000002,4112.70061003131
1,20,00,20041.010000000002,4068.3242147508718
1,25,00,19964.35,4024.141698191652
1,30,00,19881.68,3976.5320901191135
1,35,00,19860.35,3963.900484280706
1,40,00,19832.35,3947.465434117201
1,45,00,19797.68,3927.2269396285938
1,50,00,19773.68,3913.072815597083
1,55,00,19723.010000000002,3883.710616580496
2,0,00,19662.35,3849.1660363553747
2,5,00,19587.010000000002,3805.736225419716
2,10,00,19620.35,3824.2791774903417
2,15,00,19579.010000000002,3800.2372386766347
2,20,00,19519.35,3765.7486581783905
2,25,00,19473.68,3739.2376168268
2,30,00,19472.35,3738.010641648365
2,35,00,19442.35,3720.4351284188615
2,40,00,19403.010000000002,3697.5336526711526
2,45,00,19401.68,3696.3066774927174
2,50,00,19377.010000000002,3681.7704983340973
2,55,00,19337.35,3658.6865484958234
3,0,00,19294.010000000002,3634.018378422239
3,5,00,19341.35,3660.5445719548443
3,10,00,19351.35,3665.778320045283
3,15,00,19330.010000000002,3653.14101189155
3,20,00,19253.35,3608.9584953323283
3,25,00,19293.68,3631.487365818615
3,30,00,19279.010000000002,3622.653501989982
3,35,00,19303.68,3636.2525466695097
3,40,00,19286.35,3625.901866963097
3,45,00,19298.010000000002,3632.0821993983154
3,50,00,19297.68,3631.4254557528784
3,55,00,19288.35,3625.6366283104526
4,0,00,19308.35,3637.0869235369973
4,5,00,19444.68,3714.3580211911485
4,10,00,19502.010000000002,3746.5808277384112
4,15,00,19552.68,3775.0058922759017
4,20,00,19563.68,3780.8098718993388
4,25,00,19617.010000000002,3810.751752314607
4,30,00,19665.35,3837.8481773802105
4,35,00,19721.010000000002,3869.1186972673677
4,40,00,19759.68,3890.700983408875
4,45,00,19828.68,3929.578391946232
4,50,00,19861.010000000002,3947.54541016853
4,55,00,19926.68,3984.523947700998
5,0,00,20051.35,4055.6603774865016
5,5,00,20310.010000000002,4202.687898572371
5,10,00,20447.35,4280.534930074848
5,15,00,20566.68,4348.112091668023
5,20,00,20637.35,4387.9417868654855
5,25,00,20721.010000000002,4435.1787896766
5,30,00,20819.35,4490.786791392133
5,35,00,20942.68,4560.6448791173025
5,40,00,21040.68,4616.059002111617
5,45,00,21138.35,4671.28494870004
5,50,00,21253.010000000002,4736.199129034114
5,55,00,21371.68,4803.399937815506
6,0,00,21534.010000000002,4896.011287133739
6,5,00,21934.010000000002,5123.635333093625
6,10,00,22191.68,5270.098324961822
6,15,00,22343.35,5356.116774332169
6,20,00,22486.35,5437.191316311419
6,25,00,22584.68,5492.793615711622
6,30,00,22650.35,5529.772153244092
6,35,00,22777.35,5601.722990695365
6,40,00,22877.35,5658.277576755678
6,45,00,22930.68,5688.219457170946
6,50,00,22957.35,5702.958964916472
6,55,00,22967.68,5708.3808894128
7,0,00,22911.0,5676.105830689012
7,5,00,23052.67,5756.421964729374
7,10,00,23217.33,5849.847721713375
7,15,00,23327.33,5912.104623103673
7,20,00,23436.33,5973.791292960972
7,25,00,23446.0,5978.83686464552
7,30,00,23460.67,5986.733593995061
7,35,00,23539.67,6031.313317862403
7,40,00,23542.0,6032.173390094744
7,45,00,23557.33,6040.446472256068
7,50,00,23580.0,6052.905053869597
7,55,00,23530.67,6024.306965107231
8,0,00,23475.33,5992.7960166376615
8,5,00,23513.33,6013.996247652061
8,10,00,23587.67,6055.918692575628
8,15,00,23570.67,6045.7561892751055
8,20,00,23572.33,6046.234206380339
8,25,00,23580.33,6050.32749140478
8,30,00,23500.33,6004.240401525347
8,35,00,23543.33,6028.291790204739
8,40,00,23486.0,5995.131849178384
8,45,00,23401.67,5946.575656761066
8,50,00,23372.33,5929.376496343344
8,55,00,23425.33,5959.1302003527235
9,0,00,23386.33,5936.936835132348
9,5,00,23375.33,5930.195721029819
9,10,00,23353.0,5916.993883658413
9,15,00,23322.0,5898.84813889591
9,20,00,23259.33,5862.643161483344
9,25,00,23263.33,5864.45552037579
9,30,00,23208.33,5832.624218821322
9,35,00,23161.0,5805.166593124952
9,40,00,23085.0,5761.360429377513
9,45,00,23044.67,5737.894424412134
9,50,00,23014.33,5720.125032461414
9,55,00,22962.0,5689.816249100049
10,0,00,22908.0,5659.069410884698
10,5,00,22879.0,5642.064129188193
10,10,00,22909.33,5658.890684344495
10,15,00,22900.67,5653.483912029178
10,20,00,23063.67,5745.963084668401
10,25,00,22938.0,5673.8335206769225
10,30,00,22871.67,5635.541495853578
10,35,00,22842.0,5618.154159029966
10,40,00,22842.67,5618.067646917527
10,45,00,22798.33,5592.315013504825
10,50,00,22780.33,5581.582278671305
10,55,00,22702.33,5536.6356518578705
11,0,00,22648.67,5506.082692363736
11,5,00,22634.67,5497.630883662208
11,10,00,22585.0,5468.838916178624
11,15,00,22535.33,5440.046948695039
11,20,00,22592.33,5472.0815788364125
11,25,00,22561.67,5454.129712795126
11,30,00,22525.33,5432.938931646413
11,35,00,22544.0,5443.11658712795
11,40,00,22535.67,5437.897991218524
11,45,00,22507.67,5421.462941055017
11,50,00,22536.0,5437.149033145322
11,55,00,22525.33,5430.596095448682
12,0,00,22508.33,5420.947823954277
12,5,00,22502.67,5417.2517462379565
12,10,00,22553.0,5445.48293205423
12,15,00,22534.33,5434.368142093601
12,20,00,22537.0,5435.42209304716
12,25,00,22536.33,5434.5714706805065
12,30,00,22515.33,5422.128041247988
12,35,00,22426.0,5370.720691165678
12,40,00,22333.67,5317.602646484371
12,45,00,22399.0,5354.387305295622
12,50,00,22391.67,5349.7389409191965
12,55,00,22345.0,5322.657668034608
13,0,00,22346.0,5323.273564134177
13,5,00,22421.0,5365.572361869525
13,10,00,22438.0,5374.797730690954
13,15,00,22457.67,5385.5456177054875
13,20,00,22512.33,5416.245906059647
13,25,00,22480.33,5397.529929764145
13,30,00,22481.67,5397.8254727788135
13,35,00,22534.67,5427.579176788193
13,40,00,22551.0,5436.422490482513
13,45,00,22562.33,5442.414646511843
13,50,00,22628.67,5479.77523917142
13,55,00,22628.33,5479.112793210656
14,0,00,22686.67,5512.425765412363
14,5,00,22645.67,5488.577705319874
14,10,00,22578.0,5449.521570242316
14,15,00,22584.67,5452.8564473278675
14,20,00,22663.67,5497.43617119521
14,25,00,22758.33,5550.945720869311
14,30,00,22778.67,5562.075663010952
14,35,00,22812.0,5580.61291276625
14,40,00,22891.33,5625.380813039481
14,45,00,22924.0,5643.541709982997
14,50,00,22937.67,5650.868207799542
14,55,00,23012.67,5693.1670055348895
15,0,00,23071.33,5726.662451827158
15,5,00,23039.0,5707.758299125768
15,10,00,23086.0,5734.090613937155
15,15,00,23135.67,5761.945446941647
15,20,00,23199.0,5797.5896426869
15,25,00,23239.67,5820.312391894406
15,30,00,23348.0,5881.617006624596
15,35,00,23316.33,5863.089206734985
15,40,00,23294.67,5850.269424490687
15,45,00,23347.67,5880.023128500066
15,50,00,23470.67,5949.693039819345
15,55,00,23526.67,5981.157438427719
16,0,00,23550.0,5994.506604659147
16,5,00,23661.33,6057.521913988334
16,10,00,23651.67,6051.544910140019
16,15,00,23706.33,6082.245198494178
16,20,00,23781.0,6124.355819823635
16,25,00,23827.33,6150.306079507913
16,30,00,23913.33,6198.877424106244
16,35,00,23944.67,6216.279913110871
16,40,00,24044.33,6272.640620449965
16,45,00,24152.33,6333.757058774265
16,50,00,24285.33,6409.129285423531
16,55,00,24309.0,6422.158098570058
17,0,00,24423.0,6487.2101578984675
17,5,00,24434.67,6493.396192649014
17,10,00,24429.33,6489.882589023258
17,15,00,24510.33,6535.602775956597
17,20,00,24594.33,6583.033657488932
17,25,00,24598.67,6585.039895102596
17,30,00,24764.0,6678.847707213705
17,35,00,24820.67,6710.694160949186
17,40,00,24874.67,6741.0180964915635
17,45,00,24978.0,6799.471553556761
17,50,00,25072.33,6852.792926824972
17,55,00,25197.33,6923.603301210249
18,0,00,25295.0,6979.3434796047895
18,5,00,25298.0,6980.58560696424
18,10,00,25288.67,6974.796779521816
18,15,00,25406.33,7041.4216544548835
18,20,00,25447.0,7064.144403662389
18,25,00,25554.67,7125.072665580799
18,30,00,25658.0,7183.526122645995
18,35,00,25711.33,7213.4680030612635
18,40,00,25795.67,7261.092763314817
18,45,00,25819.0,7273.927697740128
18,50,00,25943.67,7344.549895719514
18,55,00,26049.67,7404.525870977817
19,0,00,26184.0,7481.170737372087
19,5,00,26169.0,7472.148697137563
19,10,00,26291.0,7541.248376923842
19,15,00,26410.0,7608.637362111129
19,20,00,26553.0,7689.711904090378
19,25,00,26694.0,7769.645983003633
19,30,00,26838.67,7851.6728116429895
19,35,00,26964.33,7922.8595388400445
19,40,00,27001.33,7943.489538321446
19,45,00,27016.0,7951.386267670989
19,50,00,27092.67,7994.637352066442
19,55,00,27100.0,7998.348581963777
20,0,00,27075.33,7984.326634611272
20,5,00,27071.67,7981.77101996095
20,10,00,26993.67,7936.824393147515
20,15,00,26897.33,7881.419720018886
20,20,00,26843.0,7849.9704735915275
20,25,00,26771.67,7808.827291103191
20,30,00,26709.67,7773.004368817734
20,35,00,26625.0,7724.254297679196
20,40,00,26471.67,7636.352129484976
20,45,00,26422.33,7607.748338407282
20,50,00,26332.33,7555.958933197864
20,55,00,26226.33,7495.0458234604685
21,0,00,26084.67,7414.312489062459
21,5,00,26029.67,7382.48118750799
21,10,00,25938.67,7330.121550765574
21,15,00,25862.67,7286.315387018136
21,20,00,25747.0,7219.888138356644
21,25,00,25621.0,7147.570397959276
21,30,00,25521.0,7090.078677419873
21,35,00,25396.33,7018.519344961393
21,40,00,25258.0,6939.170649762153
21,45,00,25160.0,6882.819392288744
21,50,00,25000.0,6791.113779769426
21,55,00,24857.0,6709.102103311083
22,0,00,24784.68,6667.9086234111965
22,5,00,24610.68,6568.2197694298975
22,10,00,24494.68,6501.604344362515
22,15,00,24312.68,6397.353638117227
22,20,00,24168.010000000002,6314.389674998778
22,25,00,24055.35,6249.67882325161
22,30,00,23903.35,6162.5350629962795
22,35,00,23782.35,6093.0684802639025
22,40,00,23645.35,6014.4781930035515
22,45,00,23507.68,5935.505850616091
22,50,00,23340.35,5839.620440959892
22,55,00,23214.010000000002,5767.108821841308
23,0,00,23030.010000000002,5662.231884336139
23,5,00,22868.68,5569.767863877931
23,10,00,22767.35,5511.517735399639
23,15,00,22613.010000000002,5423.039633357093
23,20,00,22510.35,5364.031096939911
23,25,00,22421.35,5312.811923263491
23,30,00,22312.35,5250.188118927099
23,35,00,22183.68,5176.347860336626
23,40,00,22048.010000000002,5098.515981015162
23,45,00,21991.68,5065.926271521805
23,50,00,21871.68,4997.0299203224295
23,55,00,21782.010000000002,4945.428691518902
0,0,00,21591.010000000002,4959.165934925297
0,5,00,21545.35,4932.660595889032
0,10,00,21490.35,4900.829294334564
0,15,00,21398.68,4848.087602465039
0,20,00,21301.35,4792.118400118739
0,25,00,21178.68,4721.699530726257
0,30,00,21121.68,4688.727766105792
0,35,00,21047.68,4646.06206542435
0,40,00,20988.35,4611.761661331999
0,45,00,20934.010000000002,4580.30671258931
0,50,00,20890.010000000002,4554.747957897827
0,55,00,20856.35,4535.085397257544
1,0,00,20748.010000000002,4473.352177539053
1,5,00,20736.010000000002,4466.040831903525
1,10,00,20662.68,4423.757186349192
1,15,00,20556.010000000002,4362.462021484687
1,20,00,20522.68,4342.987637250295
1,25,00,20469.35,4312.108622355934
1,30,00,20386.68,4264.499014283396
1,35,00,20322.35,4227.34745252605
1,40,00,20293.68,4210.530347235435
1,45,00,20227.68,4172.426498817984
1,50,00,20212.010000000002,4163.022403456351
1,55,00,20139.68,4121.308989435014
2,0,00,20052.35,4071.5563342248206
2,5,00,20055.010000000002,4072.604582863052
2,10,00,20018.68,4051.4195040296654
2,15,00,19986.68,4032.7035277341656
2,20,00,19961.68,4017.979172169653
2,25,00,19908.35,3987.100157275292
2,30,00,19868.010000000002,3963.628449994585
2,35,00,19857.35,3957.081214613272
2,40,00,19838.35,3945.778248246752
2,45,00,19810.010000000002,3929.149319362028
2,50,00,19757.010000000002,3898.4584808735563
2,55,00,19732.35,3883.928004030262
3,0,00,19734.35,3885.1141316628327
3,5,00,19731.010000000002,3882.740991103072
3,10,00,19751.68,3894.059109650605
3,15,00,19752.68,3894.1607739440587
3,20,00,19735.68,3883.998270643535
3,25,00,19712.010000000002,3870.032323017913
3,30,00,19679.010000000002,3850.746115189413
3,35,00,19695.35,3859.595131199061
3,40,00,19716.010000000002,3870.9075474312685
3,45,00,19708.010000000002,3865.8771279277335
3,50,00,19709.010000000002,3865.9787922211854
3,55,00,19718.35,3870.8361874998427
4,0,00,19742.68,3884.755585264271
4,5,00,19838.010000000002,3938.6471900654815
4,10,00,19904.35,3976.007782725059
4,15,00,19963.010000000002,4008.9889972112105
4,20,00,20014.68,4037.9842932816973
4,25,00,20026.35,4044.1703280322436
4,30,00,20045.010000000002,4054.342281198453
4,35,00,20137.68,4106.717070121886
4,40,00,20171.68,4125.636375004291
4,45,00,20226.35,4156.342365673776
4,50,00,20254.35,4171.840281358189
4,55,00,20327.68,4213.186792433427
5,0,00,20463.68,4290.7839454878085
5,5,00,20659.35,4401.892582310093
5,10,00,20814.68,4489.998079091216
5,15,00,20897.010000000002,4536.476673963445
5,20,00,21015.68,4603.677482744839
5,25,00,21106.010000000002,4654.717929881053
5,30,00,21174.010000000002,4693.02510688541
5,35,00,21303.68,4766.498462529789
5,40,00,21428.68,4837.308836915065
5,45,00,21508.35,4882.270615909514
5,50,00,21649.68,4962.39287122866
5,55,00,21691.010000000002,4985.491973247943
6,0,00,21797.68,5046.364235439474
6,5,00,22140.68,5241.485084018441
6,10,00,22359.010000000002,5365.515167378475
6,15,00,22494.35,5442.221735814954
6,20,00,22615.35,5510.751184068236
6,25,00,22784.010000000002,5606.45786718423
6,30,00,22866.35,5652.942164371785
6,35,00,22991.35,5723.752538757062
6,40,00,23053.68,5758.8265029693175
6,45,00,23063.68,5764.060251059758
6,50,00,23141.35,5807.88156698821
6,55,00,23182.68,5830.980669007495
7,0,00,23106.33,5787.4891560296255
7,5,00,23235.67,5860.774335268114
7,10,00,23363.67,5933.295404252385
7,15,00,23406.33,5957.152914210561
7,20,00,23510.33,6015.988426402868
7,25,00,23544.0,6034.719554879381
7,30,00,23588.67,6059.72323021888
7,35,00,23661.0,6100.499509761121
7,40,00,23627.67,6081.025125526732
7,45,00,23620.0,6076.182882429088
7,50,00,23667.67,6102.897252367582
7,55,00,23699.33,6120.482215462773
8,0,00,23681.33,6110.26371243537
8,5,00,23692.0,6115.879515652918
8,10,00,23726.33,6134.986996941214
8,15,00,23655.33,6094.031990858768
8,20,00,23627.67,6077.790819416479
8,25,00,23660.67,6096.139892765885
8,30,00,23499.0,6003.481993586458
8,35,00,23482.33,5993.507666691827
8,40,00,23495.33,6000.452109381262
8,45,00,23426.33,5960.637566364814
8,50,00,23300.33,5888.319825967446
8,55,00,23275.0,5873.407293997045
9,0,00,23242.33,5854.823494380553
9,5,00,23292.33,5882.866503790936
9,10,00,23282.67,5876.889499942621
9,15,00,23269.33,5868.814044052877
9,20,00,23237.67,5850.291946478594
