Hours,Minutes,Day,AvgSum,Predicted 2030 NatGas
3,20,00,20610.93,4383.0934199005405
3,25,00,20621.68,4388.75484164073
3,30,00,20604.93,4378.734896223457
3,35,00,20579.18,4363.582867009198
3,40,00,20577.93,4362.401510353404
3,45,00,20575.18,4360.364806398111
3,50,00,20589.43,4368.022038503794
3,55,00,20606.68,4377.389965208471
4,0,00,20630.43,4390.978628683761
4,5,00,20657.68,4406.048870718425
4,10,00,20674.18,4414.9891237733555
4,15,00,20692.43,4424.927282011035
4,20,00,20730.43,4446.127513025433
4,25,00,20787.43,4478.1621431668045
4,30,00,20810.18,4490.666343302975
4,35,00,20841.43,4508.017511469636
4,40,00,20884.68,4532.211458032278
4,45,00,20907.93,4545.000773934948
4,50,00,20932.68,4558.6454371371165
4,55,00,21002.93,4598.235635090719
5,0,00,21074.68,4639.19541214994
5,5,00,21240.68,4733.385279388158
5,10,00,21232.93,4728.497417767872
5,15,00,21324.18,4780.062477914447
5,20,00,21347.18,4792.709235933868
5,25,00,21409.93,4828.022697389981
5,30,00,21473.93,4864.048948262343
5,35,00,21559.93,4912.620292860674
5,40,00,21619.93,4946.3656176010445
5,45,00,21672.68,4975.9767637271725
5,50,00,21745.68,5017.135098396522
5,55,00,21770.18,5030.63720371544
6,0,00,21873.43,5089.559274064115
6,5,00,22144.93,5243.908568033685
6,10,00,22273.93,5316.9998685509545
6,15,00,22375.18,5374.267244027515
6,20,00,22458.68,5421.41300979335
6,25,00,22546.18,5470.839701691177
6,30,00,22593.43,5497.314574385813
6,35,00,22693.43,5553.8691604461255
6,40,00,22750.18,5585.761232704248
6,45,00,22776.18,5600.118685322666
6,50,00,22776.93,5600.077791732869
6,55,00,22833.68,5631.969863990989
7,0,00,22776.75,5599.552247383954
7,5,00,22903.5,5671.360526951978
7,10,00,22955.25,5700.401441545107
7,15,00,22960.5,5702.926589853803
7,20,00,22926.5,5683.070150492305
7,25,00,22941.75,5691.297614130986
7,30,00,22966.0,5704.657161566654
7,35,00,22964.0,5703.048131261112
7,40,00,22996.25,5720.969530960769
7,45,00,22941.75,5689.423345172801
7,50,00,22944.25,5690.380356765751
7,55,00,22896.0,5662.398118059024
8,0,00,22838.75,5629.798027361425
8,5,00,22769.25,5589.698368578478
8,10,00,22870.0,5646.680628288539
8,15,00,22818.5,5616.845137099564
8,20,00,22775.5,5591.85661394108
8,25,00,22705.25,5551.329281508382
8,30,00,22649.5,5519.070306304166
8,35,00,22565.75,5470.844848175988
8,40,00,22524.5,5446.85423020025
8,45,00,22513.5,5440.113116097718
8,50,00,22512.5,5439.074317325174
8,55,00,22533.75,5450.7231701618475
9,0,00,22460.75,5409.1419328195225
9,5,00,22369.0,5356.354622427356
9,10,00,22319.25,5327.517036421132
9,15,00,22274.25,5301.388050196649
9,20,00,22163.5,5237.76634067751
9,25,00,22082.0,5190.823903498578
9,30,00,21990.25,5138.036593106412
9,35,00,21939.5,5108.628775567187
9,40,00,21818.25,5039.019634951563
9,45,00,21659.0,4947.741696081994
9,50,00,21568.25,4895.524617222825
9,55,00,21479.5,4844.448001429655
10,0,00,21390.0,4793.457943792853
10,5,00,21318.5,4752.217821943908
10,10,00,21284.75,4732.50394046566
10,15,00,21215.25,4692.404281682713
10,20,00,21100.25,4626.359088148331
10,25,00,21071.5,4609.496364335073
10,30,00,21003.0,4569.966937085124
10,35,00,20939.0,4533.003551733669
10,40,00,20869.25,4492.761335067471
10,45,00,20818.75,4463.496075411496
10,50,00,20752.0,4424.9645533442945
10,55,00,20675.5,4380.873273830357
11,0,00,20640.0,4360.675718975479
11,5,00,20582.25,4327.276280705264
11,10,00,20582.0,4326.665155582468
11,15,00,20547.5,4306.523600454471
11,20,00,20468.0,4260.721626341538
11,25,00,20420.25,4233.024503401308
11,30,00,20374.75,4206.610401410326
11,35,00,20331.75,4181.621878251841
11,40,00,20372.25,4204.247688098738
11,45,00,20363.5,4198.789594945454
11,50,00,20324.75,4176.224555802213
11,55,00,20291.25,4156.653232207214
12,0,00,20223.25,4117.923152529882
12,5,00,20248.0,4131.567815732049
12,10,00,20259.25,4137.514353238737
12,15,00,20255.5,4134.907417750446
12,20,00,20172.25,4086.9670753887694
12,25,00,20145.75,4071.3873725247595
12,30,00,20098.5,4043.975365351029
12,35,00,20104.5,4046.928187309475
12,40,00,20140.75,4067.1305131411264
12,45,00,20119.25,4054.401967942111
12,50,00,20092.75,4038.8222650781026
12,55,00,20073.75,4027.5192987115825
13,0,00,20113.25,4050.0891088315984
13,5,00,20149.25,4070.14887678
13,10,00,20180.25,4087.3574870634093
13,15,00,20203.75,4100.2893608493305
13,20,00,20232.0,4115.929834416995
13,25,00,20247.75,4124.442413822175
13,30,00,20266.5,4134.665687826351
13,35,00,20274.75,4138.901530734043
13,40,00,20344.0,4177.921497154648
13,45,00,20379.75,4197.838707219802
13,50,00,20439.25,4231.298916193671
13,55,00,20465.25,4245.656368812088
14,0,00,20567.75,4304.150765511013
14,5,00,20581.75,4311.665439733446
14,10,00,20635.0,4341.561701626075
14,15,00,20677.75,4365.470532422218
14,20,00,20672.5,4362.008249634429
14,25,00,20692.0,4372.659197288354
14,30,00,20766.5,4414.672879257201
14,35,00,20720.25,4387.8311036164705
14,40,00,20708.0,4380.3772000976915
14,45,00,20760.75,4409.988346223821
14,50,00,20867.75,4470.534553015123
14,55,00,20960.25,4522.812402577945
15,0,00,21035.25,4565.625432119408
15,5,00,21133.25,4621.039555113724
15,10,00,21186.75,4651.078374889601
15,15,00,21273.75,4700.219951020932
15,20,00,21324.25,4728.548076197814
15,25,00,21390.0,4765.572232252924
15,30,00,21483.0,4818.135197582244
15,35,00,21579.0,4872.408857510562
15,40,00,21778.5,4985.701481104232
15,45,00,21929.0,5071.052759580971
15,50,00,22057.0,5143.573828565244
15,55,00,22215.0,5233.201843539473
16,0,00,22427.25,5354.279150984992
16,5,00,22574.5,5437.777176979487
16,10,00,22709.25,5514.1473088115
16,15,00,22941.5,5646.115015110874
16,20,00,23156.0,5767.961111699522
16,25,00,23338.0,5871.274683465717
16,30,00,23530.75,5980.718244211646
16,35,00,23764.5,6113.541297810518
16,40,00,24068.75,6286.56567448579
16,45,00,24261.0,6395.72411946522
16,50,00,24501.25,6532.253678028583
16,55,00,24799.75,6701.999223389112
17,0,00,25124.75,6887.370136180221
17,5,00,25457.75,7076.788669429203
17,10,00,25762.5,7250.098161870974
17,15,00,26091.0,7436.95065322146
17,20,00,26354.75,7586.8806528102905
17,25,00,26569.25,7708.726749398938
17,30,00,26704.75,7785.524554880698
17,35,00,26843.75,7864.318170727955
17,40,00,26924.5,7909.8957997780435
17,45,00,27016.5,7961.888533574367
17,50,00,27073.0,7993.63804794924
17,55,00,27101.75,8009.563637283403
18,0,00,27092.75,8004.477218052987
18,5,00,27066.0,7988.7549573057295
18,10,00,27083.75,7998.407999776908
18,15,00,27045.25,7975.985518516916
18,20,00,27069.0,7989.059950186085
18,25,00,27057.25,7981.891162433805
18,30,00,27042.75,7973.1542379657785
18,35,00,27012.75,7955.578724736275
18,40,00,26982.0,7937.575537857023
18,45,00,26984.0,7938.247433683473
18,50,00,26978.25,7934.500035129186
18,55,00,26969.0,7928.756826209403
19,0,00,26912.5,7896.584409161553
19,5,00,26896.25,7886.849579510779
19,10,00,26859.25,7865.282445550287
19,15,00,26852.25,7860.82225757975
19,20,00,26822.0,7843.104186466997
19,25,00,26765.5,7810.4175376130315
19,30,00,26734.25,7792.1292349672785
19,35,00,26692.25,7767.71094334179
19,40,00,26685.5,7763.393313254504
19,45,00,26638.75,7736.266421847275
19,50,00,26604.25,7716.124866719276
19,55,00,26579.25,7701.400511154767
20,0,00,26528.75,7672.649483304909
20,5,00,26453.75,7629.413551090469
20,10,00,26413.25,7605.850606764479
20,15,00,26356.0,7572.736284260765
20,20,00,26307.0,7544.326371904288
20,25,00,26290.5,7534.448984370265
20,30,00,26214.5,7490.642820622827
20,35,00,26187.5,7474.7780019923175
20,40,00,26136.75,7445.370184453093
20,45,00,26098.5,7423.090261076351
20,50,00,26014.5,7374.722245064924
20,55,00,25957.75,7341.893038327709
21,0,00,25888.5,7302.450169234127
21,5,00,25782.75,7241.679617379981
21,10,00,25759.0,7227.66805123172
21,15,00,25670.75,7176.876551205049
21,20,00,25551.25,7108.2653157721725
21,25,00,25484.0,7069.4486779384715
21,30,00,25428.25,7037.189702734255
21,35,00,25362.0,6998.94329643355
21,40,00,25279.25,6951.288069838372
21,45,00,25195.75,6903.205169593444
21,50,00,25075.25,6834.023702627568
21,55,00,24966.5,6771.542456174428
22,0,00,24926.68,6748.881501096994
22,5,00,24755.43,6650.760783831442
22,10,00,24649.93,6590.132789860545
22,15,00,24527.43,6519.810859828673
22,20,00,24397.93,6445.497309065811
22,25,00,24261.93,6367.477253338457
22,30,00,24164.68,6311.5536695148
22,35,00,24042.68,6241.516855249425
22,40,00,23912.18,6166.633072953564
22,45,00,23809.18,6107.4306578151645
22,50,00,23682.43,6034.685243768048
22,55,00,23548.68,5957.948208989941
23,0,00,23405.93,5876.593322220964
23,5,00,23254.18,5789.592119848883
23,10,00,23177.43,5745.358282451696
23,15,00,23103.18,5702.550023887006
23,20,00,22961.18,5621.108578961661
23,25,00,22799.43,5528.405061259595
23,30,00,22706.68,5475.04751933443
23,35,00,22568.18,5395.601884774578
23,40,00,22461.93,5334.546217153933
23,45,00,22355.68,5273.490549533288
23,50,00,22215.93,5193.33212555719
23,55,00,22145.68,5152.804793124495
0,0,00,21699.68,5021.13299561625
0,5,00,21685.35,5012.493010508833
0,10,00,21733.010000000002,5039.201678132002
0,15,00,21718.68,5030.561693024585
0,20,00,21642.010000000002,4986.3734741500375
0,25,00,21564.68,4941.80890246371
0,30,00,21491.35,4899.5252569093755
0,35,00,21422.35,4859.710713892928
0,40,00,21356.010000000002,4821.412986754258
0,45,00,21319.010000000002,4799.845852793764
0,50,00,21260.68,4766.11568023441
0,55,00,21194.35,4727.8236554110645
1,0,00,21097.35,4672.556861276775
1,5,00,21086.35,4665.815747174245
1,10,00,21036.010000000002,4636.641724563551
1,15,00,20979.68,4604.052015070194
1,20,00,20951.010000000002,4587.234909779578
1,25,00,20897.010000000002,4555.9738397581095
1,30,00,20833.68,4519.392509533762
1,35,00,20757.010000000002,4475.204290659216
1,40,00,20752.68,4472.266620881785
1,45,00,20726.35,4456.783857378385
1,50,00,20745.010000000002,4466.955810544594
1,55,00,20747.68,4468.009761498151
2,0,00,20696.68,4438.973617881797
2,5,00,20668.68,4422.538567718289
2,10,00,20653.68,4413.516527483764
2,15,00,20651.010000000002,4411.525442051114
2,20,00,20614.35,4390.152186811834
2,25,00,20559.010000000002,4358.12700653615
2,30,00,20513.010000000002,4331.427788778668
2,35,00,20458.68,4299.978542351308
2,40,00,20473.68,4308.063448106741
2,45,00,20430.68,4283.074924948256
2,50,00,20409.68,4270.6314955157395
2,55,00,20385.35,4256.289195078334
3,0,00,20395.68,4262.225351380783
3,5,00,20418.35,4274.683932994314
3,10,00,20430.68,4281.246320556642
3,15,00,20420.010000000002,4274.693382860001
3,20,00,20417.35,4272.707999742675
3,25,00,20426.35,4277.371516300116
3,30,00,20433.010000000002,4280.700691070342
3,35,00,20413.35,4269.021371892042
3,40,00,20434.010000000002,4280.333788124248
3,45,00,20450.35,4289.182804133898
3,50,00,20478.68,4304.868896224201
3,55,00,20514.68,4324.928664172603
4,0,00,20554.35,4347.595413653227
4,5,00,20595.010000000002,4370.312460545405
4,10,00,20585.010000000002,4364.141577975874
4,15,00,20620.35,4383.824993112496
4,20,00,20675.010000000002,4414.525281466651
4,25,00,20763.68,4464.6191442580875
4,30,00,20801.68,4485.819375272487
4,35,00,20853.68,4515.002847748869
4,40,00,20904.35,4543.427912286359
4,45,00,20938.010000000002,4562.153338447546
4,50,00,20970.010000000002,4579.932180263955
4,55,00,21056.68,4628.885579989394
5,0,00,21137.68,4675.119998728851
5,5,00,21294.68,4764.177782170082
5,10,00,21271.68,4750.593889671567
5,15,00,21379.35,4811.5221515899775
5,20,00,21425.68,4837.472411274257
5,25,00,21505.68,4882.6223666745955
5,30,00,21584.35,4927.013914136045
5,35,00,21689.010000000002,4986.225779140133
5,40,00,21758.010000000002,5025.103187677489
5,45,00,21807.68,5052.958020681981
5,50,00,21911.35,5111.605356468397
5,55,00,21983.35,5152.193459604747
6,0,00,22085.010000000002,5210.208861815956
6,5,00,22340.68,5355.531390618156
6,10,00,22503.010000000002,5447.62850813027
6,15,00,22638.010000000002,5524.141197845533
6,20,00,22748.35,5586.591977957047
6,25,00,22840.35,5638.5847117533685
6,30,00,22894.68,5669.096823701637
6,35,00,23039.010000000002,5750.929773619775
6,40,00,23097.68,5783.916690421256
6,45,00,23150.68,5813.670394430634
6,50,00,23176.68,5828.02784704905
6,55,00,23254.010000000002,5871.655284256283
7,0,00,23233.0,5859.720384314554
7,5,00,23399.33,5954.098427958663
7,10,00,23494.33,6007.801856353983
7,15,00,23510.0,6016.268817236523
7,20,00,23487.67,6003.066979865118
7,25,00,23541.0,6033.008860280384
7,30,00,23564.33,6045.8437947056955
7,35,00,23563.33,6044.804995933151
7,40,00,23649.0,6093.188164125593
7,45,00,23672.67,6106.216977272121
7,50,00,23675.0,6107.0770495044635
7,55,00,23641.33,6087.408786548856
8,0,00,23648.0,6091.257895440525
8,5,00,23618.33,6073.870558616913
8,10,00,23727.67,6135.751107195429
8,15,00,23640.0,6085.290341457898
8,20,00,23650.33,6090.712265954229
8,25,00,23597.33,6060.021427465756
8,30,00,23571.0,6044.538663962356
8,35,00,23535.67,6023.923816661969
8,40,00,23506.0,6006.536479838356
8,45,00,23554.0,6033.439026182741
8,50,00,23532.33,6020.613541623117
8,55,00,23557.0,6034.212586302645
9,0,00,23477.0,5988.639728229329
9,5,00,23319.67,5898.456633903115
9,10,00,23263.33,5865.861222094431
9,15,00,23279.67,5874.71023810408
9,20,00,23207.0,5832.802945361527
9,25,00,23099.67,5771.131427685241
9,30,00,22992.0,5709.266031287738
9,35,00,22984.0,5704.235611784205
9,40,00,22850.33,5627.544195528739
9,45,00,22665.0,5521.394618278564
9,50,00,22591.0,5478.728917597124
9,55,00,22518.67,5437.015503575789
10,0,00,22446.0,5395.622442639355
10,5,00,22382.67,5359.041112415007
10,10,00,22349.33,5339.561025865289
10,15,00,22297.67,5309.634297631035
10,20,00,22212.0,5260.313994959501
10,25,00,22113.67,5203.774561080201
10,30,00,22073.0,5180.114677393603
10,35,00,22100.67,5195.424416672127
10,40,00,22002.33,5138.879280477504
10,45,00,21883.67,5070.7470395323435
10,50,00,21853.33,5052.977647581622
10,55,00,21834.0,5041.486504809212
11,0,00,21833.33,5041.150114248676
11,5,00,21779.67,5010.0829229484225
11,10,00,21784.33,5012.271634652652
11,15,00,21787.67,5013.707640733319
11,20,00,21698.0,4962.106411929792
11,25,00,21671.0,4946.241593299281
11,30,00,21635.0,4925.244690871787
11,35,00,21634.0,4924.205892099242
11,40,00,21654.0,4935.141955519666
11,45,00,21639.33,4926.308091691033
11,50,00,21631.67,4921.471550908715
11,55,00,21582.33,4892.8677598310205
12,0,00,21511.67,4852.62086427591
